#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.13473e+07 0.212225 0.243458 0.00392199 0 1 0 0.0859334 0.00072367 0.0572449 0.0968461 0.0439916 16393
1.59522e+08 0.277435 0.337746 0.00590786 0 1 0 0.109993 0.00102072 0.0808817 0.122538 0.0595533 10197
2.53188e+08 0.331922 0.402683 0.00563497 0 1 0 0.120731 0.000923475 0.0943039 0.120441 0.0648686 12521
3.98458e+08 0.346532 0.426086 0.00555469 0 1 0 0.125632 0.000893981 0.0992477 0.124354 0.0695623 13739
6.29518e+08 0.388943 0.4897 0.00597623 0 1 0 0.136111 0.000940923 0.108274 0.137337 0.0774639 13349
9.95498e+08 0.418167 0.544201 0.00661323 0 1 0 0.151631 0.00105958 0.12388 0.144841 0.0854151 12330
1.57898e+09 0.460976 0.61446 0.00720642 0 1 0 0.166443 0.00115422 0.141543 0.149693 0.0956027 11480
2.50431e+09 0.497923 0.67162 0.00765439 0 1 0 0.185446 0.00129073 0.157 0.166965 0.102492 10835
3.98405e+09 0.53303 0.744285 0.00823701 1 1 1 0.20474 0.0013932 0.178826 0.170514 0.116153 10324
6.31034e+09 0.574148 0.82626 0.0088293 1 1 1 0.229136 0.00152725 0.202568 0.183644 0.12769 9825
1.00078e+10 0.61061 0.904278 0.0092918 1 1 1 0.259599 0.0016517 0.236299 0.19142 0.143192 9538
1.58239e+10 0.638278 0.963932 0.009449 1 1 1 0.288522 0.00173775 0.265612 0.204996 0.152244 9593
2.50537e+10 0.660383 1.00889 0.00968723 1 1 1 0.327567 0.0018237 0.314467 0.201774 0.174154 9337
3.95869e+10 0.660528 1.00475 0.0101303 1 1 1 0.364131 0.00193517 0.357223 0.19575 0.186605 8416
6.20211e+10 0.645833 0.964286 0.0113893 1 1 1 0.393017 0.00218283 0.388605 0.194768 0.182602 6384
9.74535e+10 0.592533 0.850658 0.0142326 1 1 1 0.423029 0.00274135 0.42601 0.168881 0.18173 3723
1.51334e+11 0.552764 0.78392 0.0214158 1 1 1 0.436007 0.00392266 0.434994 0.162935 0.162472 1592
2.41767e+11 0.477927 0.602687 0.0318459 0 1 0 0.422048 0.0060607 0.423063 0.136017 0.136779 521
3.75326e+11 0.438356 0.513699 0.0525552 0 1 0 0.411445 0.00951477 0.396669 0.139158 0.0925471 146
5.74691e+11 0.291667 0.333333 0.115261 0 1 0 0.400152 0.0133147 0.409829 0.049855 0.0838025 24
8.55433e+11 0.5 0.5 0.5 1 0 1 0.35492 0.0846626 0.439582 0 0.169325 2
