#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.6804e+07 0.0239611 0.000186628 4.24979e+07 273852 0 0 0 0.406899 0.000143413 0.411639 0.108221 0.127902 0.723186 8.85086e-05 0.727871 0.0642671 0.0744744 0.932622 4.30843e-05 0.938523 0.0250635 0.0353932 671464
1.57035e+08 0.0339237 0.000372071 6.65934e+07 590285 0 0 0 0.411826 0.000226829 0.416243 0.09893 0.115559 0.714259 0.000144949 0.71718 0.0649008 0.0719686 0.927267 7.65127e-05 0.933032 0.0266097 0.0357655 236737
2.48904e+08 0.040902 0.000457412 9.00524e+07 785555 0 0 0 0.417962 0.000240534 0.420502 0.0941154 0.104511 0.71052 0.000162049 0.712943 0.0650246 0.0712296 0.923482 9.07232e-05 0.929658 0.02747 0.0364933 187497
3.94601e+08 0.0526358 0.000576697 1.2201e+08 1.03581e+06 0 0 0 0.424466 0.000252632 0.424972 0.089511 0.0931508 0.705741 0.000181825 0.707901 0.066121 0.0713942 0.918826 0.000108044 0.925244 0.0287802 0.0372792 149936
6.25768e+08 0.0666361 0.000720442 1.68471e+08 1.38795e+06 0 3.49244e+08 0 0.430098 0.000267582 0.428468 0.0869513 0.0852489 0.700384 0.000204838 0.702341 0.0662608 0.07173 0.912348 0.00013267 0.919689 0.0309104 0.0393144 119830
9.91722e+08 0.0825641 0.000889862 2.17935e+08 1.76321e+06 0 4.93943e+08 0 0.435623 0.000285209 0.432559 0.0844769 0.0796217 0.693967 0.000229086 0.695428 0.0672367 0.0709091 0.904156 0.000162166 0.912822 0.0325611 0.0436291 95659
1.57196e+09 0.104332 0.00109481 2.88179e+08 2.27788e+06 0 6.94765e+08 0 0.440993 0.000304753 0.437151 0.0826846 0.0756305 0.685584 0.000256747 0.686437 0.0686932 0.0716076 0.893563 0.000201539 0.904197 0.0353145 0.051037 77963
2.49318e+09 0.128851 0.00132527 3.81779e+08 2.884e+06 0 8.63795e+08 0 0.443495 0.00032564 0.439602 0.0806491 0.0739496 0.674 0.000284745 0.67391 0.0702906 0.0703866 0.879078 0.000249768 0.892923 0.0385085 0.0658255 63911
3.95601e+09 0.157949 0.0015746 4.94272e+08 3.63937e+06 0 1.0987e+09 0 0.446799 0.000347215 0.442437 0.0807179 0.0718788 0.659988 0.000315565 0.659155 0.0719458 0.070764 0.861342 0.000308446 0.878405 0.0429009 0.081603 53644
6.26859e+09 0.190636 0.00183265 6.35617e+08 4.54879e+06 3.32052e+08 1.03715e+09 3.32052e+08 0.444588 0.000363929 0.441506 0.0773328 0.0705847 0.641056 0.000354295 0.639588 0.075311 0.0721732 0.840331 0.000380691 0.860702 0.0501679 0.100212 45941
9.95224e+09 0.234745 0.00210878 8.29063e+08 5.66441e+06 4.86639e+08 1.21129e+09 4.86639e+08 0.438626 0.000384066 0.436567 0.0750806 0.0715634 0.616339 0.000394557 0.614415 0.0781763 0.0734906 0.814734 0.000460192 0.836011 0.0619851 0.116208 40397
1.57691e+10 0.291357 0.00238059 1.08055e+09 7.1e+06 6.84684e+08 1.40657e+09 6.84684e+08 0.425146 0.000398192 0.424644 0.0718012 0.0719606 0.587083 0.000440574 0.584619 0.0811301 0.076507 0.784987 0.000557121 0.804459 0.0812239 0.131801 36433
2.49999e+10 0.353974 0.00266284 1.41271e+09 9.10312e+06 9.0946e+08 1.77177e+09 9.0946e+08 0.404612 0.000424176 0.405554 0.0715064 0.0745378 0.55184 0.000512146 0.548114 0.0873786 0.0801508 0.751412 0.0006827 0.768653 0.104328 0.147316 32251
3.94794e+10 0.43771 0.00298167 1.86924e+09 1.1971e+07 1.16825e+09 2.35427e+09 8.22729e+08 0.377595 0.000450742 0.380014 0.0692502 0.0761978 0.514545 0.000600415 0.506883 0.0964372 0.0838956 0.71645 0.000840361 0.728587 0.133418 0.162346 27685
6.21412e+10 0.532172 0.00345124 2.48452e+09 1.64915e+07 1.62645e+09 3.12364e+09 1.13123e+09 0.350319 0.000509882 0.351464 0.0701075 0.0760447 0.484142 0.000795662 0.467844 0.113734 0.0860119 0.685421 0.00109171 0.688942 0.168156 0.175594 20903
9.76668e+10 0.64366 0.00420345 3.35579e+09 2.54895e+07 2.39102e+09 4.1696e+09 1.67406e+09 0.324066 0.000623511 0.324009 0.0683204 0.0727738 0.471236 0.00121524 0.441732 0.156505 0.0906191 0.683327 0.00153332 0.690331 0.187552 0.205149 12982
1.54016e+11 0.752816 0.00543395 4.7939e+09 4.36735e+07 4.05666e+09 5.12318e+09 3.00188e+09 0.302663 0.000908294 0.298499 0.0706896 0.0669045 0.492068 0.00208429 0.450334 0.215277 0.115205 0.723256 0.00228038 0.74881 0.168328 0.23493 6303
2.43686e+11 0.851317 0.00675984 6.46694e+09 7.18073e+07 6.7709e+09 4.06689e+09 5.01335e+09 0.283244 0.00139878 0.275856 0.0735168 0.0607471 0.541814 0.00331097 0.533374 0.198093 0.183407 0.790211 0.00293907 0.823963 0.120134 0.193604 2771
3.82776e+11 0.902738 0.0091098 8.41778e+09 1.09094e+08 9.80247e+09 1.85065e+09 6.03662e+09 0.28024 0.00253389 0.262624 0.0919242 0.0565774 0.604469 0.00465276 0.603584 0.15447 0.149626 0.837486 0.00378408 0.858789 0.10305 0.137898 1059
6.1042e+11 0.933333 0.0134491 9.85091e+09 1.68952e+08 1.11179e+10 9.73042e+08 4.47384e+09 0.288302 0.00502189 0.269689 0.127151 0.0734411 0.646032 0.00694377 0.641307 0.132484 0.112747 0.878762 0.00480588 0.894119 0.0727618 0.0985649 345
9.63205e+11 0.942857 0.0279434 1.03564e+10 3.81509e+08 1.17813e+10 4.87528e+08 4.38875e+09 0.336637 0.0121225 0.351108 0.0796309 0.13379 0.689906 0.0128461 0.674381 0.135293 0.0954093 0.91044 0.00760286 0.913196 0.0593746 0.0540643 70
1.40469e+12 0.857143 0.142857 1.04438e+10 1.59121e+09 1.20303e+10 2.97128e+08 8.43618e+08 0.404749 0.0174528 0.398252 0.0425679 0.0300278 0.756941 0.0361682 0.77275 0.0714734 0.138633 0.917985 0.00913568 0.918468 0.0155135 0.0203248 7
