#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 14.25 - 14.75
#HM    Stats: 2.547060e+14 (median) + 1.338230e+14  / - 5.926501e+13
#SM    Stats: 5.874490e+11 (median) + 2.529860e+11  / - 2.125460e+11
#ObsSM Stats: 5.859110e+11 (median) + 3.011800e+11  / - 2.222650e+11
#VMP   Stats: 9.017600e+02 (median) + 1.247200e+02  / - 8.427002e+01
#ICL   Stats: 2.632920e+11 (median) + 1.882090e+11  / - 1.300590e+11
#SSFR  Stats: 2.053290e-12 (median) + 4.890983e-12  / - 1.428304e-12
sfh 0.055623 0 0 0 #avg: 2.57529e-07; avg_err: 1.46332e-07; sd: 2.47902e-06; counts: 288
sfh 0.060123 0 0.00163703 0 #avg: 0.00885388; avg_err: 0.00184461; sd: 0.0312497; counts: 288
sfh 0.062373 0 0.128273 0 #avg: 0.0603461; avg_err: 0.00769822; sd: 0.130416; counts: 288
sfh 0.064623 0.0444651 0.392467 0.0444651 #avg: 0.185117; avg_err: 0.0178017; sd: 0.30158; counts: 288
sfh 0.066873 0.182095 0.799643 0.182095 #avg: 0.447836; avg_err: 0.041851; sd: 0.709002; counts: 288
sfh 0.069123 0.437714 1.38254 0.409821 #avg: 0.950308; avg_err: 0.0863972; sd: 1.46366; counts: 288
sfh 0.071373 0.783401 2.16703 0.670692 #avg: 1.59256; avg_err: 0.131031; sd: 2.2198; counts: 288
sfh 0.073623 1.30687 3.04623 1.01567 #avg: 2.26332; avg_err: 0.165581; sd: 2.80512; counts: 288
sfh 0.075873 2.09972 4.01091 1.62086 #avg: 3.34215; avg_err: 0.230177; sd: 3.89944; counts: 288
sfh 0.078123 2.94178 4.85957 2.2045 #avg: 4.51329; avg_err: 0.30105; sd: 5.10011; counts: 288
sfh 0.080373 3.61454 5.55765 2.57493 #avg: 5.51291; avg_err: 0.360345; sd: 6.10463; counts: 288
sfh 0.082623 4.42793 5.45154 2.9845 #avg: 6.10088; avg_err: 0.350497; sd: 5.93779; counts: 288
sfh 0.085998 6.30533 8.23237 3.96026 #avg: 8.67355; avg_err: 0.477972; sd: 8.09736; counts: 288
sfh 0.089373 8.25546 10.7425 4.86831 #avg: 11.5151; avg_err: 0.65695; sd: 11.1294; counts: 288
sfh 0.092748 10.0982 13.1195 5.95532 #avg: 14.9213; avg_err: 0.909249; sd: 15.4037; counts: 288
sfh 0.096123 13.2886 16.4482 7.91848 #avg: 18.9877; avg_err: 1.17876; sd: 19.9695; counts: 288
sfh 0.099498 15.7873 22.852 8.88713 #avg: 24.0598; avg_err: 1.72918; sd: 29.2941; counts: 288
sfh 0.102873 19.3439 25.9409 11.192 #avg: 28.5859; avg_err: 1.85159; sd: 31.3679; counts: 288
sfh 0.106248 22.8138 30.6171 13.1338 #avg: 33.3184; avg_err: 2.0179; sd: 34.1854; counts: 288
sfh 0.109623 29.1624 34.0502 16.9368 #avg: 39.1138; avg_err: 2.48992; sd: 42.1819; counts: 288
sfh 0.112998 33.0824 40.9696 19.2685 #avg: 45.9081; avg_err: 2.89801; sd: 49.0955; counts: 288
sfh 0.116373 37.1061 44.6146 20.8672 #avg: 53.4117; avg_err: 3.24867; sd: 55.036; counts: 288
sfh 0.119748 43.5953 45.5992 25.242 #avg: 60.4752; avg_err: 3.45599; sd: 58.5482; counts: 288
sfh 0.123123 51.8956 50.6894 31.0681 #avg: 68.8666; avg_err: 4.29317; sd: 72.7308; counts: 288
sfh 0.126498 55.3847 65.5003 31.673 #avg: 79.5041; avg_err: 4.99299; sd: 84.5866; counts: 288
sfh 0.129873 61.3329 77.3461 35.2669 #avg: 87.6865; avg_err: 5.24144; sd: 88.7956; counts: 288
