#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.70693e+09 7.07464e+08 2.66955e+06 5.73758e+08 4.80208e+08 2.2331e+08 2.48979e+09 1.13847e+07 1.85802e+09 2.39794e+09 1.02889e+09 30415
1.59839e+10 6.78165e+08 2.78711e+06 5.60837e+08 4.64212e+08 2.12819e+08 2.3413e+09 1.24767e+07 1.74201e+09 2.14595e+09 1.02505e+09 24049
2.52472e+10 7.17682e+08 2.87901e+06 5.67362e+08 5.14195e+08 2.18119e+08 2.14235e+09 9.75989e+06 1.62642e+09 1.8961e+09 9.0946e+08 28491
4.00255e+10 7.71946e+08 2.97935e+06 5.83345e+08 5.98343e+08 2.31699e+08 2.16117e+09 8.30952e+06 1.74201e+09 1.90202e+09 1.02505e+09 34402
6.33383e+10 8.34762e+08 3.09765e+06 6.05234e+08 6.92464e+08 2.51233e+08 2.28517e+09 7.97526e+06 1.85802e+09 2.02994e+09 1.02889e+09 40423
1.00134e+11 8.9779e+08 3.29624e+06 6.79528e+08 7.42901e+08 3.21047e+08 2.40184e+09 7.99231e+06 1.97444e+09 2.15859e+09 1.14531e+09 43752
1.58267e+11 9.40624e+08 3.568e+06 6.9722e+08 8.14026e+08 3.36633e+08 2.5256e+09 8.53673e+06 2.09125e+09 2.2879e+09 1.26213e+09 43151
2.50378e+11 9.98608e+08 3.97324e+06 7.20099e+08 9.00635e+08 3.54653e+08 2.65158e+09 9.34537e+06 2.09125e+09 2.53496e+09 1.26213e+09 40326
3.95206e+11 1.07667e+09 4.65508e+06 7.94287e+08 9.51337e+08 4.23353e+08 2.70122e+09 1.01926e+07 2.20847e+09 2.54162e+09 1.37934e+09 35376
6.24219e+11 1.1917e+09 5.79233e+06 8.46138e+08 1.13199e+09 4.2927e+08 2.72444e+09 1.15266e+07 2.20847e+09 2.66568e+09 1.37934e+09 28460
9.8615e+11 1.33667e+09 7.7401e+06 9.68104e+08 1.26497e+09 5.09935e+08 2.63898e+09 1.3375e+07 2.09125e+09 2.53496e+09 1.26213e+09 20376
1.55357e+12 1.52704e+09 1.08464e+07 1.10125e+09 1.54331e+09 6.2116e+08 2.45406e+09 1.55947e+07 1.97444e+09 2.28152e+09 1.2483e+09 13405
2.45059e+12 1.7691e+09 1.60938e+07 1.28215e+09 1.82149e+09 7.21314e+08 2.22201e+09 1.84246e+07 1.74201e+09 2.02384e+09 1.02505e+09 8183
3.89824e+12 1.97478e+09 2.347e+07 1.4518e+09 2.07599e+09 8.58022e+08 2.01729e+09 2.22461e+07 1.62642e+09 1.77491e+09 9.0946e+08 4574
6.11223e+12 2.17968e+09 3.54125e+07 1.64866e+09 2.32553e+09 1.04114e+09 1.7863e+09 2.80862e+07 1.39649e+09 1.53058e+09 7.91253e+08 2310
9.69657e+12 2.36678e+09 5.25224e+07 1.92456e+09 2.20847e+09 1.2076e+09 1.62382e+09 3.62415e+07 1.28215e+09 1.39907e+09 6.76918e+08 1117
1.55196e+13 2.6965e+09 7.82462e+07 2.19513e+09 2.67903e+09 1.40387e+09 1.54553e+09 4.84298e+07 1.16825e+09 1.39422e+09 5.88245e+08 600
2.44556e+13 2.69387e+09 1.21219e+08 2.20847e+09 2.45494e+09 1.4843e+09 1.4685e+09 6.63703e+07 1.16825e+09 1.15783e+09 6.69353e+08 249
3.91237e+13 2.54757e+09 1.4792e+08 2.20847e+09 2.06896e+09 1.37723e+09 1.39088e+09 7.961e+07 1.14952e+09 1.03272e+09 5.57624e+08 125
6.09278e+13 3.01314e+09 2.06491e+08 2.91986e+09 1.75159e+09 1.86508e+09 1.32308e+09 1.24433e+08 1.14952e+09 9.41735e+08 6.55575e+08 61
9.82252e+13 2.74658e+09 2.36414e+08 2.91728e+09 1.33868e+09 1.63513e+09 1.25401e+09 1.638e+08 1.05478e+09 8.22971e+08 5.60837e+08 36
1.62978e+14 2.44976e+09 3.20601e+08 2.80036e+09 1.1089e+09 1.85494e+09 9.43815e+08 1.28102e+08 7.94287e+08 8.32132e+08 1.89053e+08 17
2.40634e+14 1.93235e+09 7.24751e+08 1.51125e+09 1.83282e+09 5.69512e+08 1.45289e+09 6.31365e+08 1.28215e+09 1.33963e+09 8.27399e+08 3
3.76943e+14 2.24566e+09 1.41653e+09 3.66219e+09 0 2.83307e+09 5.28043e+08 1.88917e+08 7.1696e+08 0 3.77834e+08 2
6.20958e+14 1.46139e+09 8.77319e+08 2.33871e+09 0 1.75464e+09 1.34187e+09 4.00137e+08 1.74201e+09 0 8.00274e+08 2
