#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
50.055 0.993643 0.00200459 1.23878e+08 7.52799e+06 0 4.57264e+08 0 0.289149 0.00239525 0.276908 0.106471 0.0839603 0.432511 0.00222063 0.445435 0.0674042 0.092917 0.580599 0.00112441 0.588771 0.0257006 0.0385379 1573
63.9161 0.999055 0.000472422 1.81618e+08 5.49276e+06 0 5.40609e+08 0 0.250616 0.00123952 0.236926 0.0881471 0.0628202 0.429805 0.00114211 0.436971 0.0613425 0.0777852 0.586897 0.000476325 0.591484 0.0234593 0.0325568 4232
81.6272 0.999388 0.000231393 3.48888e+08 4.63312e+06 0 8.74274e+08 0 0.243028 0.00073071 0.23033 0.082977 0.0600504 0.444172 0.000599576 0.449372 0.0545988 0.0662165 0.589151 0.000293046 0.594783 0.0235363 0.0357124 11431
100.415 0.998788 0.000242213 5.62946e+08 4.45018e+06 4.57264e+08 7.50856e+08 4.57264e+08 0.26367 0.000529264 0.255706 0.0789592 0.0660756 0.459659 0.000411572 0.465299 0.0505536 0.0626937 0.589167 0.000252442 0.596959 0.02554 0.0426067 20631
125.679 0.998781 0.000238936 8.73624e+08 5.50796e+06 7.07395e+08 9.58348e+08 7.07395e+08 0.302692 0.00052751 0.30041 0.0754352 0.0755227 0.479228 0.000389983 0.486473 0.0468265 0.0630856 0.584415 0.000286727 0.593388 0.0301803 0.0495028 21328
157.533 0.998837 0.000259879 1.31814e+09 7.7351e+06 1.12466e+09 1.24778e+09 6.67399e+08 0.323075 0.000536966 0.322917 0.0685722 0.0709869 0.461596 0.00041672 0.464564 0.0495979 0.0541461 0.55608 0.000389585 0.563651 0.0430096 0.0595688 17199
197.563 0.999054 0.000284958 1.90305e+09 1.16031e+07 1.70842e+09 1.56518e+09 1.08444e+09 0.305548 0.000589088 0.304828 0.0618565 0.0631569 0.414789 0.000521416 0.414773 0.0543861 0.0535997 0.509808 0.000588268 0.513686 0.0624355 0.0692254 11634
248.095 0.998601 0.000466055 2.50681e+09 1.78044e+07 2.37244e+09 1.70064e+09 1.41471e+09 0.274135 0.000729752 0.271079 0.0571192 0.0546845 0.365401 0.000742278 0.362787 0.0576129 0.053613 0.463752 0.000934674 0.459934 0.0858324 0.0728708 6433
311.853 0.999082 0.000529841 3.11552e+09 2.74323e+07 3.02968e+09 1.81535e+09 1.65468e+09 0.244101 0.000951165 0.239343 0.0542682 0.0481927 0.323562 0.00107173 0.319427 0.058107 0.0526928 0.419007 0.00147672 0.411866 0.0959863 0.0797575 3268
392.272 0.998673 0.000938118 3.54067e+09 4.15487e+07 3.59615e+09 1.76851e+09 1.80447e+09 0.215204 0.00128517 0.208844 0.048667 0.038198 0.288721 0.00153219 0.281692 0.0581949 0.0475718 0.380103 0.00217952 0.373512 0.0927003 0.0781054 1507
491.596 0.996289 0.00262133 3.56931e+09 6.85587e+07 3.51583e+09 1.92138e+09 1.72415e+09 0.199155 0.00187828 0.19383 0.0405679 0.0341842 0.267978 0.00237322 0.262055 0.0527475 0.0427803 0.358604 0.00327452 0.358207 0.0767738 0.0806134 539
616.874 1 0 3.65704e+09 1.17972e+08 3.91511e+09 1.37657e+09 2.04024e+09 0.188925 0.00353217 0.180038 0.0426393 0.025148 0.25847 0.00455386 0.251788 0.0548539 0.0439647 0.344646 0.00560999 0.340091 0.0794075 0.0697595 172
779.947 1 0 3.74009e+09 2.13749e+08 3.75611e+09 1.46218e+09 1.54918e+09 0.174676 0.00612195 0.171332 0.0241987 0.0279937 0.231965 0.00649832 0.234599 0.026886 0.0447416 0.323112 0.0102928 0.32168 0.072423 0.0638076 43
946.404 1 0 2.90731e+09 6.94758e+08 2.45504e+09 2.31428e+09 1.41384e+09 0.178736 0.0127037 0.188099 0.0217285 0.0499508 0.251011 0.0166886 0.242048 0.0658208 0.0301271 0.359266 0.0245149 0.352767 0.0628716 0.0507824 5
1213.52 1 1 2.28973e+09 2.28973e+09 2.28973e+09 0 0 0.182252 0.182252 0.182252 0 0 0.220929 0.220929 0.220929 0 0 0.325986 0.325986 0.325986 0 0 1
