#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.92325e+07 0.991777 0.00071827 5.81506e+08 5.80947e+06 4.93943e+08 6.74308e+08 4.93943e+08 0.370169 0.000935139 0.369857 0.113781 0.125514 0.670727 0.000663078 0.674465 0.0757921 0.0836137 0.890503 0.000555649 0.91348 0.0365407 0.0956673 15809
1.58456e+08 0.993537 0.000902137 6.61034e+08 9.07563e+06 4.93943e+08 9.02545e+08 4.93943e+08 0.374922 0.0012599 0.377149 0.105446 0.120483 0.662267 0.000939667 0.66417 0.0772024 0.082704 0.877933 0.000845051 0.901467 0.0433496 0.103445 7891
2.51133e+08 0.99325 0.000942125 7.24371e+08 9.87544e+06 5.60837e+08 9.36121e+08 5.60837e+08 0.382195 0.00122775 0.384426 0.097842 0.11095 0.658298 0.000926006 0.658921 0.0771712 0.0774889 0.870723 0.000883538 0.892286 0.0483018 0.101887 7555
3.97701e+08 0.995607 0.000751842 7.80542e+08 1.01737e+07 6.05234e+08 9.42846e+08 6.05234e+08 0.391239 0.00115928 0.389078 0.0986346 0.0983641 0.656207 0.000913548 0.656508 0.0768262 0.0797289 0.864184 0.000900826 0.885298 0.0522458 0.104481 7739
6.31167e+08 0.993881 0.000880486 8.84908e+08 1.10344e+07 6.82122e+08 1.05989e+09 6.82122e+08 0.399827 0.00111408 0.396185 0.0973614 0.0898755 0.653884 0.000916899 0.654104 0.077394 0.0801831 0.853308 0.000919045 0.871654 0.0582786 0.103345 7845
1.00013e+09 0.991411 0.00104482 9.41096e+08 1.14428e+07 7.1696e+08 1.02862e+09 7.1696e+08 0.408487 0.00105076 0.40513 0.0896602 0.0850911 0.650235 0.000891701 0.650537 0.0731176 0.0786576 0.843414 0.000934236 0.859973 0.0637621 0.101826 7801
1.58121e+09 0.99263 0.000956061 9.92772e+08 1.167e+07 7.1696e+08 1.14106e+09 7.1696e+08 0.417781 0.00100264 0.411685 0.0885859 0.077258 0.645995 0.000885836 0.64436 0.0773638 0.0751508 0.832313 0.000958809 0.848378 0.0669885 0.105335 8005
2.51199e+09 0.99247 0.000960532 1.10846e+09 1.21704e+07 8.29125e+08 1.26213e+09 8.29125e+08 0.424004 0.000956315 0.419513 0.0861011 0.0762952 0.638369 0.000881277 0.636725 0.0762009 0.0751094 0.815801 0.000959424 0.827702 0.0732589 0.101908 8101
3.98847e+09 0.992904 0.000920652 1.2272e+09 1.31858e+07 9.41735e+08 1.26673e+09 9.41735e+08 0.428618 0.000941299 0.423952 0.0857903 0.0771452 0.628688 0.000870789 0.626339 0.0773661 0.0727887 0.800413 0.00100348 0.813527 0.0780301 0.107897 8314
6.30314e+09 0.991622 0.000983262 1.37734e+09 1.42159e+07 9.65486e+08 1.59698e+09 6.35784e+08 0.426374 0.0008852 0.422397 0.0826407 0.0740063 0.609925 0.000881023 0.606404 0.0802141 0.0729393 0.778597 0.00105708 0.788868 0.0883201 0.111883 8594
1.00284e+10 0.989994 0.00103247 1.55736e+09 1.50116e+07 1.13714e+09 1.66322e+09 6.7068e+08 0.422219 0.000843241 0.420534 0.0793858 0.0760711 0.588734 0.000861231 0.587384 0.0783131 0.0760649 0.756683 0.00107806 0.764335 0.099005 0.112666 9294
1.59177e+10 0.991745 0.000886514 1.80324e+09 1.63495e+07 1.28215e+09 1.9983e+09 7.88209e+08 0.407788 0.000777433 0.408421 0.0745664 0.0782563 0.5608 0.000864775 0.558964 0.082495 0.0783052 0.730041 0.00112677 0.735978 0.112715 0.122291 10418
2.52093e+10 0.991236 0.000881458 2.1399e+09 1.84266e+07 1.51125e+09 2.37672e+09 9.06013e+08 0.387043 0.000753814 0.38825 0.0748261 0.0797707 0.527018 0.000914275 0.523625 0.0893965 0.0843522 0.699766 0.00122345 0.703314 0.131954 0.137107 11182
3.97486e+10 0.990337 0.000896758 2.569e+09 2.08617e+07 1.85802e+09 2.89207e+09 1.25207e+09 0.361577 0.000712793 0.36393 0.0713169 0.080218 0.494218 0.000951754 0.486429 0.0960274 0.085558 0.673924 0.00132041 0.672844 0.155438 0.150958 11901
6.25777e+10 0.99212 0.000846384 3.12259e+09 2.49672e+07 2.32608e+09 3.40015e+09 1.49696e+09 0.337489 0.000717267 0.337558 0.0721655 0.0779255 0.468957 0.00113954 0.451013 0.116574 0.0869525 0.654871 0.00155275 0.644016 0.19347 0.161691 10914
9.83007e+10 0.992076 0.000979001 3.93144e+09 3.36249e+07 3.03971e+09 4.43564e+09 2.09797e+09 0.316346 0.000787727 0.315138 0.0699605 0.0716357 0.465896 0.0015805 0.433946 0.162715 0.0927936 0.669875 0.00196952 0.669865 0.202046 0.199395 8203
1.54549e+11 0.993778 0.00115189 5.31635e+09 5.10633e+07 4.87415e+09 4.85158e+09 3.47766e+09 0.29738 0.00106957 0.292414 0.0713562 0.0668459 0.492067 0.00246295 0.452011 0.216716 0.121349 0.721362 0.00267084 0.744599 0.172898 0.233201 4661
2.44552e+11 0.993089 0.00172225 6.77144e+09 7.78153e+07 7.22667e+09 3.75213e+09 5.13541e+09 0.280271 0.00152765 0.272978 0.0722617 0.0610455 0.542246 0.0036031 0.534468 0.194009 0.184857 0.789725 0.00321776 0.823463 0.120335 0.193753 2315
3.8255e+11 0.998935 0.00106496 8.62541e+09 1.12363e+08 1.00306e+10 1.62248e+09 5.89762e+09 0.278888 0.00269887 0.26053 0.0940178 0.0552742 0.605489 0.00485115 0.602658 0.154862 0.144815 0.838385 0.00400793 0.861556 0.102591 0.142447 939
6.10782e+11 0.99373 0.0044263 9.89099e+09 1.76928e+08 1.11866e+10 9.04263e+08 3.95998e+09 0.288315 0.00517703 0.270488 0.125627 0.0742398 0.646579 0.00715847 0.641972 0.129968 0.11189 0.879926 0.00492913 0.894123 0.0730873 0.0972466 319
9.61329e+11 1 0 1.0674e+10 3.5161e+08 1.17813e+10 4.87528e+08 2.68057e+09 0.337743 0.0127509 0.349398 0.0816581 0.132081 0.686294 0.0129256 0.673418 0.132801 0.0944463 0.908881 0.00806407 0.912754 0.0630161 0.0623112 65
1.40469e+12 0.857143 0.142857 1.04438e+10 1.59121e+09 1.20303e+10 2.97128e+08 8.43618e+08 0.404749 0.0174528 0.398252 0.0425679 0.0300278 0.756941 0.0361682 0.77275 0.0714734 0.138633 0.917985 0.00913568 0.918468 0.0155135 0.0203248 7
