#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.926 0 0 360009 17287.1 0 0 0 0.275923 8.026e-05 0.266384 0.0959795 0.0753481 0.362405 7.79976e-05 0.374964 0.0676118 0.10127 0.462695 3.95824e-05 0.475039 0.0159538 0.0372431 1039559
62.3924 0 0 135361 12187.6 0 0 0 0.227772 9.41737e-05 0.213786 0.0815593 0.0514098 0.342507 0.000101473 0.350842 0.0673552 0.089517 0.464236 4.10423e-05 0.472423 0.0153747 0.0305887 547230
79.5 0 0 1.91732e+06 62024.8 0 0 0 0.210726 0.000111834 0.197734 0.0749818 0.04752 0.349934 0.000113562 0.357439 0.0583741 0.076334 0.469045 3.87683e-05 0.474836 0.0129577 0.0241711 345148
98.4268 0 0 1.11111e+07 198217 0 0 0 0.221684 0.000145361 0.211558 0.074415 0.0537168 0.367014 0.000125517 0.373932 0.0480833 0.0629321 0.4729 4.31989e-05 0.477953 0.0109135 0.0205548 206419
123.668 0 0 5.39857e+07 715108 0 0 0 0.248218 0.000225392 0.242348 0.070955 0.0606361 0.392952 0.000167881 0.39932 0.0414051 0.0545117 0.479216 6.18383e-05 0.484451 0.00780508 0.0168027 85639
155.268 0 0 1.81656e+08 2.27054e+06 0 5.13974e+08 0 0.285852 0.000368645 0.283946 0.0661086 0.0639531 0.417643 0.000233029 0.425084 0.0296291 0.044456 0.481671 0.000106279 0.487426 0.00643575 0.015954 30522
194.556 0 0 4.24027e+08 6.40439e+06 0 1.01337e+09 0 0.296613 0.000632305 0.296476 0.0578991 0.0600692 0.400195 0.000460333 0.404682 0.03793 0.0470291 0.465634 0.000331024 0.476677 0.0138369 0.0392546 8993
244.193 0 0 8.39776e+08 1.81747e+07 6.25002e+08 1.0953e+09 6.25002e+08 0.275074 0.00129759 0.270886 0.0626168 0.0574374 0.358679 0.00117725 0.357848 0.0562222 0.0545636 0.432722 0.00113241 0.447567 0.0367951 0.073355 2227
307.089 0 0 1.31512e+09 5.05685e+07 1.09308e+09 1.45587e+09 1.09308e+09 0.25701 0.00284723 0.250656 0.0600739 0.051569 0.333078 0.00302575 0.326345 0.0740204 0.0585846 0.410692 0.00327521 0.424837 0.0580949 0.0909754 445
390.517 0 0 1.88158e+09 1.32888e+08 1.82486e+09 1.38072e+09 1.05177e+09 0.241667 0.00719206 0.239286 0.0636037 0.0524595 0.317539 0.00802548 0.303878 0.0930745 0.0495537 0.398102 0.00937055 0.414319 0.0655445 0.107193 72
481.116 0 0 2.26104e+09 3.7565e+08 2.10229e+09 1.93832e+09 1.26612e+09 0.243051 0.0249585 0.202995 0.143474 0.048857 0.309115 0.0227529 0.294155 0.137948 0.0693282 0.410141 0.0202117 0.432226 0.0519998 0.0808566 15
638.877 0 0 1.77394e+09 9.20528e+08 2.69447e+09 0 1.84106e+09 0.26348 0.0796077 0.343088 0 0.159215 0.320524 0.0700765 0.3906 0 0.140153 0.360031 0.0719997 0.432031 0 0.143999 2
740.24 0 0 3.78915e+09 3.78915e+09 3.78915e+09 0 0 0.149902 0.149902 0.149902 0 0 0.185867 0.185867 0.185867 0 0 0.247837 0.247837 0.247837 0 0 1
