#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.72654e+09 0.0125275 0.0131858 0.000179423 0 0 0 0.00148054 1.60195e-05 0 0 0 446617
1.58102e+10 0.0268452 0.0288143 0.000324568 0 0 0 0.00316484 2.94699e-05 0 0 0 304710
2.48731e+10 0.0463692 0.0515954 0.00048222 0 0 0 0.00554873 4.42614e-05 0 0 0 259461
3.92137e+10 0.0833539 0.0954008 0.000752457 0 0 0 0.010283 7.29057e-05 0 0.00985756 0 198971
6.21684e+10 0.145564 0.174173 0.00121866 0 0 0 0.0189434 0.000123578 0 0.0359583 0 140406
9.84309e+10 0.225097 0.278789 0.00184376 0 1 0 0.0311377 0.000196569 0 0.0692481 0 95750
1.55389e+11 0.315762 0.408433 0.00278587 0 1 0 0.0469583 0.000314498 0.00920604 0.0976196 0.00920604 59339
2.45582e+11 0.423231 0.577809 0.0042246 0 1 0 0.0669022 0.000486457 0.0276839 0.120118 0.0276839 34591
3.88733e+11 0.540705 0.794106 0.00641318 1 1 1 0.0964395 0.000786916 0.0593647 0.141282 0.0593647 19408
6.16601e+11 0.670055 1.05729 0.0094256 1 1 1 0.135946 0.00124955 0.101955 0.168069 0.0916112 10526
9.7413e+11 0.775256 1.34791 0.0141841 1 1 1 0.185004 0.00198992 0.158574 0.180663 0.125203 5375
1.53927e+12 0.828741 1.58144 0.0204364 2 1 2 0.232529 0.00297944 0.214338 0.192237 0.155146 2867
2.43878e+12 0.8653 1.78843 0.0306519 2 1 1 0.302699 0.00472557 0.299047 0.18508 0.193311 1366
3.863e+12 0.892523 1.83956 0.043883 2 1 1 0.356673 0.0075186 0.367188 0.185376 0.233557 642
6.04604e+12 0.899306 1.80903 0.0651185 2 1 1 0.422549 0.0116704 0.428976 0.213039 0.227144 288
9.66173e+12 0.860294 1.57353 0.0919602 1 2 0 0.510947 0.0176958 0.532587 0.192619 0.212633 136
1.56838e+13 0.80597 1.50746 0.138437 1 2 1 0.509653 0.0297453 0.572642 0.167682 0.417637 67
2.4211e+13 0.782609 1.17391 0.195323 1 1 1 0.652455 0.0358848 0.707275 0.125136 0.220898 23
3.75741e+13 0.769231 1.38462 0.367571 1 1 1 0.694076 0.0327776 0.708308 0.0758522 0.0908443 13
6.12388e+13 0.857143 1 0.218218 1 0 0 0.712772 0.0388682 0.735273 0.0651256 0.09214 7
9.18462e+13 0.5 0.5 0.5 1 0 1 0.359522 0.359522 0.719043 0 0.719043 2
1.68579e+14 1 1.5 0.5 2 0 1 0.502708 0.340026 0.842734 0 0.680051 2
