#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.50466e+07 0 0 0 0 0 0 0.0452862 0.00229386 0.0386213 0.0368403 0.0254575 397
1.63552e+08 0 0 0 0 0 0 0.0577238 0.00316113 0.0393721 0.0728803 0.0262083 333
2.53468e+08 0 0 0 0 0 0 0.0614841 0.00268934 0.0401805 0.0755314 0.0270167 472
3.99498e+08 0 0 0 0 0 0 0.0679201 0.00259306 0.0401805 0.0892151 0.026884 638
6.33244e+08 0.00525624 0.00525624 0.00262293 0 0 0 0.0772878 0.00254265 0.0623931 0.077611 0.0490967 761
1.01016e+09 0.00621762 0.00621762 0.00253174 0 0 0 0.0847294 0.00249325 0.0635821 0.0957167 0.0504183 965
1.59833e+09 0.00684262 0.00684262 0.00257866 0 0 0 0.100729 0.00274751 0.0781517 0.101355 0.0644267 1023
2.52192e+09 0.0133571 0.0133571 0.0034272 0 0 0 0.110599 0.00292599 0.0863818 0.116112 0.0730853 1123
4.00447e+09 0.00957354 0.00957354 0.00287393 0 0 0 0.125706 0.00305696 0.0925037 0.137587 0.055481 1149
6.25314e+09 0.0160745 0.0160745 0.00365952 0 0 0 0.147885 0.00322384 0.130704 0.128228 0.0927799 1182
9.99302e+09 0.0154686 0.0154686 0.00372425 0 0 0 0.161833 0.00364523 0.13676 0.142628 0.0977701 1099
1.58158e+10 0.0191388 0.0191388 0.00424043 0 0 0 0.171456 0.0039292 0.140519 0.167993 0.101898 1045
2.50609e+10 0.0299667 0.0299667 0.00568318 0 0 0 0.180715 0.00437824 0.154371 0.162454 0.115382 901
3.95274e+10 0.028314 0.028314 0.00595433 0 0 0 0.20274 0.00486433 0.183499 0.162979 0.122284 777
6.28481e+10 0.0417457 0.0417457 0.00872074 0 0 0 0.196017 0.00570636 0.179736 0.146659 0.119458 527
9.74845e+10 0.015015 0.015015 0.00667434 0 0 0 0.196151 0.0068894 0.178804 0.162025 0.117289 333
1.5185e+11 0.0268456 0.0268456 0.0132861 0 0 0 0.197332 0.011465 0.173781 0.189038 0.112594 149
2.43624e+11 0 0 0 0 0 0 0.156123 0.0189114 0.130555 0.11478 0.0911826 45
3.74081e+11 0 0 0 0 0 0 0.219708 0.0299114 0.184021 0.169342 0.0762403 11
5.50195e+11 0 0 0 0 0 0 0.0605568 0.023534 0.0840908 0 0.0470681 2
