#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.6804e+07 0.0363683 0.0395003 0.000257639 0 0 0 0.00499181 2.43091e-05 0 0 0 671464
1.57035e+08 0.0561171 0.0624364 0.000552214 0 0 0 0.00762247 5.24064e-05 0 0.00888576 0 236737
2.48904e+08 0.0751425 0.0841933 0.000717479 0 0 0 0.0101951 7.03122e-05 0 0.0140066 0 187497
3.94601e+08 0.10097 0.115136 0.00094136 0 0 0 0.0137216 9.34593e-05 0 0.0254494 0 149936
6.25768e+08 0.133105 0.155212 0.00122695 0 0 0 0.0186393 0.000124904 0 0.0367939 0 119830
9.91722e+08 0.17185 0.203577 0.00156318 0 1 0 0.0242241 0.000160865 0 0.0521168 0 95659
1.57196e+09 0.219207 0.26891 0.00199525 0 1 0 0.0322719 0.000211585 0 0.0709087 0 77963
2.49318e+09 0.280984 0.35576 0.00251307 0 1 0 0.0431999 0.000274266 0.00935805 0.0868036 0.00935805 63911
3.95601e+09 0.344903 0.450526 0.00304878 0 1 0 0.05629 0.000348485 0.0206382 0.102983 0.0206382 53644
6.26859e+09 0.422455 0.581746 0.0037149 0 1 0 0.0744623 0.000447609 0.0370848 0.121289 0.0370848 45941
9.95224e+09 0.50729 0.740674 0.00439248 1 1 1 0.0994927 0.000564537 0.061186 0.145643 0.061186 40397
1.57691e+10 0.600143 0.927566 0.00501795 1 1 1 0.133392 0.000711815 0.0931764 0.169788 0.0844129 36433
2.49999e+10 0.690149 1.15389 0.00577562 1 1 1 0.180591 0.00089459 0.141246 0.200436 0.1162 32251
3.94794e+10 0.76695 1.35893 0.00642516 1 1 1 0.241194 0.00110305 0.206213 0.230167 0.153599 27685
6.21412e+10 0.819691 1.50777 0.00744149 1 2 1 0.315733 0.00137879 0.294276 0.242921 0.193386 20903
9.76668e+10 0.83531 1.55069 0.00939804 1 2 1 0.40655 0.00183987 0.403868 0.23393 0.230057 12982
1.54016e+11 0.78185 1.38474 0.013424 1 1 1 0.526535 0.00259105 0.5471 0.199005 0.245123 6303
2.43686e+11 0.68026 1.11873 0.0196837 1 1 1 0.653439 0.00327216 0.692386 0.126344 0.208312 2771
3.82776e+11 0.493862 0.706327 0.0264132 0 2 0 0.756224 0.00364885 0.782805 0.079141 0.134628 1059
6.1042e+11 0.347826 0.475362 0.0408496 0 1 0 0.824493 0.00404725 0.840437 0.0520756 0.0872348 345
9.63205e+11 0.257143 0.285714 0.0615294 0 1 0 0.856285 0.00682888 0.868867 0.0345938 0.0502112 70
1.40469e+12 0.142857 0.142857 0.142857 0 0 0 0.892998 0.0106294 0.898788 0.0102296 0.00764334 7
