#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.03367e+07 0.9937 0.000441882 7.1456e+08 4.76752e+06 4.93943e+08 9.02545e+08 4.93943e+08 0.362076 0.000633674 0.360343 0.107067 0.115659 0.670544 0.000456838 0.675216 0.0731015 0.0834975 0.899147 0.000355374 0.920354 0.0313947 0.0857064 32063
1.58982e+08 0.994947 0.000531277 9.03387e+08 7.51847e+06 6.79528e+08 1.06248e+09 6.79528e+08 0.359986 0.0008081 0.358345 0.100049 0.10746 0.657447 0.000615309 0.660071 0.0768197 0.0829251 0.88363 0.000539556 0.907694 0.0383673 0.0995882 17812
2.52243e+08 0.99515 0.00049126 1.01111e+09 7.4552e+06 7.1696e+08 1.25748e+09 7.1696e+08 0.360245 0.000738036 0.357823 0.0988442 0.101752 0.649761 0.000573606 0.652314 0.0750383 0.0822949 0.874845 0.000532001 0.898895 0.0438345 0.104219 20000
3.98101e+08 0.99535 0.000466229 1.07771e+09 7.59845e+06 8.29125e+08 1.26213e+09 8.29125e+08 0.366043 0.000673356 0.365693 0.0896161 0.0976831 0.645808 0.000546224 0.64953 0.0738225 0.0813466 0.868367 0.000529848 0.891827 0.0471448 0.105732 21292
6.30546e+08 0.995192 0.000477289 1.16494e+09 8.10365e+06 8.29125e+08 1.37934e+09 8.29125e+08 0.373233 0.00065546 0.37246 0.0888626 0.0923694 0.642864 0.000547256 0.6457 0.073914 0.0800439 0.859518 0.000551934 0.882099 0.0517207 0.106106 21006
9.97525e+08 0.995258 0.000485346 1.25759e+09 8.87558e+06 9.41735e+08 1.38435e+09 9.41735e+08 0.382647 0.000652031 0.381727 0.0838383 0.0873584 0.638831 0.000562347 0.641572 0.0734564 0.079811 0.849407 0.00058278 0.868816 0.0591429 0.103757 20035
1.58104e+09 0.993692 0.000569325 1.33765e+09 9.43377e+06 9.41735e+08 1.50235e+09 9.41735e+08 0.390955 0.00063184 0.390471 0.0792857 0.083257 0.634482 0.000563675 0.636495 0.0721229 0.0772597 0.838402 0.000605613 0.855664 0.0641804 0.103274 19340
2.50927e+09 0.994799 0.000526672 1.47322e+09 1.04164e+07 1.05478e+09 1.68725e+09 1.05478e+09 0.399002 0.000638363 0.39713 0.0801175 0.0817788 0.626696 0.000577912 0.628989 0.0724349 0.0781289 0.823775 0.000648384 0.840355 0.0696819 0.106541 18652
3.98577e+09 0.995631 0.000484414 1.59381e+09 1.11074e+07 1.16825e+09 1.75161e+09 8.15415e+08 0.405745 0.000626106 0.404874 0.0780614 0.0806656 0.616583 0.000583702 0.618612 0.0737623 0.0762146 0.808168 0.000670719 0.82332 0.0754043 0.10734 18539
6.31179e+09 0.994179 0.000561073 1.75486e+09 1.21807e+07 1.28215e+09 1.87775e+09 7.88209e+08 0.408392 0.000617763 0.40761 0.0773193 0.0790159 0.600159 0.000602231 0.60176 0.0759157 0.0778727 0.788908 0.000717824 0.804254 0.0803654 0.114597 18383
1.00252e+10 0.994335 0.00054864 1.96628e+09 1.315e+07 1.39649e+09 2.24754e+09 9.02545e+08 0.404237 0.000603096 0.405149 0.0759579 0.0796804 0.578516 0.000617137 0.5819 0.0750626 0.0826543 0.764628 0.000760415 0.780037 0.0885539 0.118486 18713
