#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.56122e+07 1.29102e-05 5.77357e-06 0 0 0 0 0 0.132882 3.36936e-05 0.13163 0.0233462 0.0205592 0.162727 3.08052e-05 0.164315 0.018753 0.0216404 0.189731 1.72436e-05 0.192885 0.00593254 0.0124757 387292
1.56482e+08 6.00472e-05 2.26951e-05 2920.88 2920.88 0 0 0 0.132062 6.18701e-05 0.131092 0.0230557 0.0209239 0.164586 5.4657e-05 0.166508 0.017597 0.0213348 0.191017 2.85221e-05 0.193929 0.00522433 0.0112869 116575
2.47927e+08 9.68488e-05 3.42398e-05 0 0 0 0 0 0.132024 7.34324e-05 0.131168 0.0229424 0.0209428 0.165568 6.33052e-05 0.167562 0.016894 0.0209217 0.191607 3.17301e-05 0.194372 0.00488558 0.0105616 82603
3.93091e+08 0.000358221 7.81569e-05 0 0 0 0 0 0.132767 8.75494e-05 0.132149 0.0227783 0.0212988 0.166864 7.32323e-05 0.168897 0.0162822 0.0204803 0.192235 3.57649e-05 0.194906 0.00449336 0.00991632 58623
6.22478e+08 0.000901603 0.000148158 0 0 0 0 0 0.134058 0.000103938 0.133767 0.022339 0.0214456 0.168205 8.54821e-05 0.170383 0.0156329 0.0201067 0.192853 4.03061e-05 0.195339 0.00422741 0.0093119 41038
9.85846e+08 0.00213138 0.000272609 0 0 0 0 0 0.135401 0.000123713 0.135147 0.0222008 0.0213401 0.169421 9.96093e-05 0.171614 0.0152445 0.0195151 0.193454 4.51955e-05 0.195862 0.00384144 0.0088935 28620
1.56511e+09 0.0033389 0.000410314 0 0 0 0 0 0.136931 0.00014833 0.136649 0.0223015 0.0210548 0.170758 0.000115755 0.173082 0.0144057 0.0191376 0.1939 5.12741e-05 0.196145 0.00364681 0.00830987 19767
2.47168e+09 0.00581786 0.000656848 35508.5 35508.5 0 0 0 0.13819 0.000175669 0.138014 0.0213545 0.0209298 0.17159 0.000137819 0.173989 0.0137955 0.0186089 0.194185 6.21026e-05 0.196456 0.00344028 0.00810185 13407
3.92448e+09 0.0132278 0.00118971 82821.7 58904.3 0 0 0 0.139987 0.000211004 0.139829 0.0217357 0.020866 0.173256 0.000157747 0.175577 0.0130535 0.0178382 0.194669 7.03162e-05 0.196724 0.00330262 0.00747347 9223
6.21456e+09 0.0186054 0.00171889 123583 87891.9 0 0 0 0.14193 0.000256291 0.142118 0.020909 0.0209341 0.174102 0.000191263 0.176529 0.0126242 0.017852 0.194906 8.4679e-05 0.196994 0.003133 0.00723311 6181
9.83465e+09 0.0282116 0.0026282 662407 279216 0 0 0 0.142892 0.00031507 0.143384 0.0198911 0.0211262 0.174876 0.00023066 0.177238 0.012135 0.0174036 0.195127 0.000102856 0.197205 0.00291626 0.00711331 3970
1.5559e+10 0.058104 0.00457476 1.63044e+06 495516 0 0 0 0.144576 0.000384586 0.144936 0.0203193 0.0206448 0.17576 0.000275249 0.178407 0.0112112 0.0173429 0.195025 0.000136027 0.197308 0.00284807 0.00724168 2616
2.46437e+10 0.0967366 0.0071379 2.52857e+06 820279 0 0 0 0.145295 0.00047328 0.146289 0.0197752 0.0220085 0.175645 0.000337149 0.177863 0.0118907 0.0163876 0.194696 0.000173006 0.197127 0.00303908 0.00795801 1716
3.90264e+10 0.114017 0.0102848 3.64841e+06 1.15122e+06 0 0 0 0.146631 0.000626974 0.148005 0.0184693 0.0217583 0.17621 0.000452577 0.178376 0.0117564 0.0168459 0.194506 0.000256577 0.19722 0.0029899 0.00828917 956
6.2396e+10 0.151142 0.0150292 4.26565e+06 1.74655e+06 0 0 0 0.147848 0.00079872 0.147957 0.0213407 0.0198594 0.175726 0.000583701 0.178297 0.0110861 0.0155396 0.193912 0.00034056 0.196714 0.00336646 0.00977778 569
9.74244e+10 0.159468 0.0211375 7.33798e+06 2.98766e+06 0 0 0 0.146415 0.00111153 0.146336 0.0219211 0.0197475 0.174446 0.000909769 0.178497 0.0110846 0.0192853 0.193248 0.000597138 0.196699 0.0033522 0.0083286 301
1.51773e+11 0.161972 0.031027 3.71802e+06 3.71802e+06 0 0 0 0.149119 0.00144517 0.147519 0.022158 0.0158992 0.176353 0.00109931 0.179217 0.0100843 0.0171791 0.194179 0.000620462 0.196813 0.0032748 0.00934328 142
2.47352e+11 0.12766 0.0492029 9.00773e+06 9.00773e+06 0 0 0 0.144918 0.00244941 0.143113 0.019806 0.0154198 0.171369 0.00220249 0.175464 0.00963733 0.0186317 0.192409 0.00143289 0.19496 0.00394383 0.00608942 47
3.94098e+11 0 0 0 0 0 0 0 0.149813 0.00431441 0.155132 0.0128085 0.0310567 0.177717 0.00251952 0.177546 0.00842214 0.0073511 0.194896 0.00142619 0.196648 0.00363971 0.00605433 16
6.33082e+11 0 0 0 0 0 0 0 0.167883 0.000714965 0.168598 0 0.00142993 0.185648 0.000655055 0.186303 0 0.00131011 0.19794 0.000608601 0.198549 0 0.0012172 2
9.79374e+11 0 0 0 0 0 0 0 0.135755 0.135755 0.135755 0 0 0.17388 0.17388 0.17388 0 0 0.196879 0.196879 0.196879 0 0 1
