#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.7555 7.69996e-06 7.69996e-06 9.55059e-07 0 0 0 2.8993e-05 6.10406e-07 0 0 0 8441603
62.4684 3.97392e-06 3.97392e-06 1.10217e-06 0 0 0 1.01348e-05 5.07244e-07 0 0 0 3271325
78.5013 0 0 0 0 0 0 1.25504e-05 6.59007e-07 0 0 0 1605415
98.4934 9.15228e-06 9.15228e-06 3.45922e-06 0 0 0 0.0001277 3.08687e-06 0 0 0 764837
123.993 0.000202126 0.000202126 2.41563e-05 0 0 0 0.000962369 1.41622e-05 0 0 0 346318
155.91 0.00170641 0.00170641 0.000106146 0 0 0 0.00460696 5.15047e-05 0 0 0 151195
195.84 0.00778867 0.00778867 0.000355977 0 0 0 0.0149938 0.000159687 0 0.0250613 0 60986
245.689 0.0224973 0.0224973 0.00101739 0 0 0 0.0353958 0.000437508 0 0.0845155 0 21247
308.216 0.0389867 0.0389867 0.0024828 0 0 0 0.0625077 0.00108577 0.0242799 0.120345 0.0242799 6079
387.291 0.0469208 0.0469208 0.00572795 0 0 0 0.098712 0.00283405 0.0693092 0.139801 0.0693092 1364
487.296 0.0397554 0.0397554 0.0108213 0 0 0 0.135069 0.00606666 0.112727 0.136709 0.0889517 327
618.883 0.0185185 0.0185185 0.0185185 0 0 0 0.154965 0.0146814 0.138391 0.127485 0.101947 54
761.774 0 0 0 0 0 0 0.147943 0.0438577 0.129132 0.218556 0.11721 9
999.365 0 0 0 0 0 0 0.0123585 8.09605e-05 0.012312 0.000204071 6.45705e-05 3
