#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.24257e+07 9.11149e+08 6.69719e+07 7.0445e+08 7.13444e+08 2.54904e+08 1.38022e+09 1.11768e+08 1.05478e+09 1.15369e+09 4.93943e+08 108
1.63984e+08 9.85459e+08 6.46611e+07 7.1696e+08 9.97565e+08 2.44201e+08 1.879e+09 1.55656e+08 1.28215e+09 2.23426e+09 6.76918e+08 92
2.56499e+08 1.02184e+09 6.7178e+07 8.2046e+08 9.0039e+08 4.63069e+08 1.52275e+09 1.17761e+08 1.05478e+09 1.62645e+09 4.49546e+08 105
4.03989e+08 1.044e+09 6.72088e+07 8.09101e+08 9.32908e+08 4.47483e+08 1.9109e+09 1.26999e+08 1.28215e+09 2.36187e+09 7.02146e+08 138
6.33857e+08 1.05823e+09 6.80593e+07 7.24166e+08 1.2401e+09 2.65998e+08 1.73467e+09 1.03493e+08 1.28215e+09 1.76674e+09 6.94121e+08 146
9.88643e+08 1.23529e+09 8.10629e+07 9.41735e+08 1.14952e+09 4.81878e+08 2.07478e+09 1.36826e+08 1.39649e+09 2.36936e+09 7.91253e+08 153
1.6141e+09 1.32132e+09 9.88172e+07 8.58545e+08 1.11589e+09 3.70707e+08 1.95566e+09 1.4823e+08 1.28215e+09 2.3087e+09 7.88209e+08 143
2.51485e+09 1.17729e+09 7.31736e+07 9.19657e+08 1.03049e+09 4.58126e+08 2.19839e+09 1.40667e+08 1.74201e+09 1.90872e+09 1.02505e+09 149
4.07171e+09 1.29831e+09 7.30536e+07 1.03647e+09 1.0615e+09 5.4253e+08 1.97398e+09 1.23173e+08 1.59731e+09 1.80401e+09 9.92076e+08 166
6.19029e+09 1.27906e+09 8.27633e+07 9.29217e+08 1.33913e+09 5.5482e+08 2.15999e+09 1.31931e+08 1.51125e+09 2.74472e+09 7.94287e+08 175
1.00687e+10 1.51666e+09 7.6992e+07 1.16825e+09 1.50696e+09 6.68145e+08 2.05889e+09 1.10848e+08 1.51125e+09 2.2546e+09 9.06013e+08 219
1.58175e+10 1.59011e+09 8.21193e+07 1.14339e+09 1.65697e+09 6.49446e+08 1.9801e+09 1.03271e+08 1.39649e+09 1.9636e+09 7.85981e+08 246
2.51582e+10 1.70188e+09 8.33535e+07 1.27584e+09 1.64145e+09 7.10646e+08 2.17365e+09 1.00449e+08 1.51125e+09 2.49911e+09 9.06013e+08 311
3.94307e+10 1.795e+09 8.86424e+07 1.31189e+09 1.72782e+09 7.25817e+08 2.02162e+09 9.27855e+07 1.62642e+09 1.92361e+09 1.02119e+09 285
6.15839e+10 2.12591e+09 1.11468e+08 1.40387e+09 2.7284e+09 7.89266e+08 1.86583e+09 9.89554e+07 1.28215e+09 1.92875e+09 6.88376e+08 249
9.7548e+10 2.07267e+09 1.36257e+08 1.47387e+09 2.04864e+09 7.56914e+08 1.87915e+09 1.27646e+08 1.28474e+09 1.99571e+09 5.7563e+08 158
1.51552e+11 2.60611e+09 2.17498e+08 2.09125e+09 2.7829e+09 1.29697e+09 1.41898e+09 1.2909e+08 8.58545e+08 1.46754e+09 3.64603e+08 81
2.48918e+11 2.39843e+09 2.74829e+08 2.58279e+09 1.42757e+09 1.75367e+09 1.54531e+09 2.04658e+08 1.26213e+09 1.30034e+09 6.99111e+08 28
3.63371e+11 2.82669e+09 5.55026e+08 2.91728e+09 2.0632e+09 1.8625e+09 1.11612e+09 1.95573e+08 9.45422e+08 9.37236e+08 3.40188e+08 9
8.11747e+11 3.66219e+09 3.66219e+09 3.66219e+09 0 0 7.1696e+08 7.1696e+08 7.1696e+08 0 0 1
