#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.64342e+07 4.24907e+08 6.24739e+07 3.82884e+08 3.33253e+08 7.32711e+07 6.57047e+08 1.42757e+08 6.74785e+08 5.94649e+08 3.1462e+08 6
1.60067e+08 4.21442e+08 3.81e+07 3.82884e+08 9.1161e+07 4.16057e+07 5.40901e+08 4.4532e+07 5.36715e+08 6.92907e+07 6.97716e+07 7
2.44092e+08 4.19932e+08 2.42709e+07 4.07939e+08 1.0989e+08 7.4686e+07 4.95008e+08 4.53887e+07 4.66944e+08 2.76105e+08 1.06779e+08 14
4.13149e+08 4.6376e+08 2.94819e+07 4.50623e+08 1.33866e+08 1.14648e+08 5.09544e+08 3.49642e+07 4.66944e+08 2.07841e+08 1.06779e+08 22
6.42865e+08 4.21841e+08 1.49532e+07 4.07939e+08 1.22925e+08 6.92907e+07 5.73613e+08 3.07254e+07 5.36715e+08 1.38069e+08 6.97716e+07 34
1.01052e+09 4.32315e+08 2.18144e+07 3.82884e+08 9.48266e+07 4.42358e+07 5.73348e+08 2.82014e+07 5.36715e+08 2.74073e+08 1.7655e+08 58
1.56618e+09 4.59225e+08 2.16922e+07 3.82884e+08 2.67711e+08 4.42358e+07 6.26001e+08 3.82142e+07 5.36715e+08 4.07939e+08 1.7655e+08 52
2.50206e+09 4.63781e+08 2.24329e+07 4.07939e+08 2.42656e+08 7.19634e+07 6.05975e+08 3.52064e+07 6.06006e+08 2.04782e+08 2.45841e+08 48
3.93745e+09 5.33036e+08 2.43919e+07 4.70295e+08 2.43764e+08 1.26451e+08 5.71878e+08 2.36657e+07 5.36715e+08 2.06334e+08 1.7655e+08 65
6.42826e+09 5.19287e+08 2.49812e+07 4.74045e+08 2.58674e+08 1.32767e+08 6.14679e+08 3.56838e+07 5.36715e+08 4.07939e+08 1.7655e+08 64
1.00335e+10 4.89106e+08 1.92548e+07 4.70295e+08 1.803e+08 1.3432e+08 6.20519e+08 2.761e+07 6.06006e+08 2.04782e+08 2.45841e+08 64
1.55859e+10 5.32763e+08 2.18648e+07 4.66483e+08 2.53907e+08 1.22638e+08 5.90666e+08 2.4632e+07 5.36715e+08 2.06334e+08 1.7655e+08 71
2.56127e+10 5.57653e+08 2.56022e+07 5.17828e+08 2.9296e+08 1.59406e+08 6.40393e+08 3.79186e+07 5.36715e+08 4.07939e+08 1.7655e+08 61
4.00234e+10 4.96887e+08 2.34218e+07 4.66944e+08 1.83651e+08 1.25666e+08 6.58174e+08 3.15364e+07 6.06006e+08 3.38648e+08 1.39062e+08 52
6.11801e+10 5.10586e+08 5.35303e+07 4.04754e+08 3.76349e+08 7.42746e+07 6.95432e+08 4.89092e+07 6.74785e+08 3.35975e+08 3.1462e+08 23
9.21944e+10 5.27622e+08 6.41966e+07 4.1105e+08 4.40052e+08 9.52096e+07 8.10958e+08 8.31237e+07 7.43049e+08 4.626e+08 2.06334e+08 13
1.43206e+11 5.00055e+08 1.1564e+08 6.15695e+08 0 2.31281e+08 1.07601e+09 6.52539e+07 1.14127e+09 0 1.30508e+08 2
