#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
43.0379 1 0 3.06464e+08 2.93677e+07 0 7.73094e+08 0 0.189186 0.00303048 0.171615 0.0689208 0.030627 0.242801 0.00404409 0.220196 0.122442 0.0534989 0.350357 0.00395524 0.354539 0.0876428 0.0952702 387
64.9938 1 0 4.88044e+07 7.65385e+06 0 0 0 0.214077 0.00247931 0.200246 0.0745057 0.0424194 0.309581 0.0024923 0.31168 0.0616573 0.0698762 0.428893 0.00120588 0.434445 0.0208054 0.0339116 626
82.3267 1 0 1.06429e+08 4.63825e+06 0 4.49746e+08 0 0.191874 0.000963052 0.182344 0.0582851 0.0393283 0.31033 0.0010324 0.313363 0.056174 0.0623672 0.436144 0.000445292 0.439772 0.0192461 0.026718 3045
101.229 1 0 2.02622e+08 3.95185e+06 0 6.11817e+08 0 0.199245 0.000587425 0.191545 0.056131 0.0414784 0.327846 0.000563235 0.331445 0.0457043 0.0546069 0.441573 0.000267923 0.446083 0.0177072 0.0270538 8058
126.521 1 0 3.60307e+08 4.34479e+06 0 8.53413e+08 0 0.223033 0.00051425 0.216707 0.0602845 0.0477197 0.353167 0.000444181 0.357631 0.0428343 0.0535132 0.448225 0.000250333 0.454455 0.0189699 0.0323887 11835
158.122 1 0 6.16709e+08 5.45751e+06 5.30876e+08 7.20614e+08 5.30876e+08 0.252163 0.000522419 0.248916 0.0625936 0.0565696 0.375406 0.000431908 0.383052 0.0391561 0.0572035 0.447766 0.000287667 0.455977 0.0209541 0.0393607 12598
198.157 1 0 9.86278e+08 7.5339e+06 8.75395e+08 9.2198e+08 8.75395e+08 0.264662 0.000569843 0.262919 0.0596681 0.0570697 0.364949 0.000468659 0.369856 0.0406208 0.050786 0.428431 0.00039207 0.435482 0.0313583 0.0470087 9917
248.281 1 0 1.40849e+09 1.15182e+07 1.33034e+09 9.96854e+08 7.99465e+08 0.250389 0.000676963 0.249071 0.0534457 0.0507574 0.330863 0.00063045 0.332704 0.0451192 0.0508904 0.394766 0.000629876 0.398758 0.0463318 0.0545914 5797
311.271 1 0 1.83242e+09 1.78497e+07 1.79737e+09 1.11207e+09 1.02428e+09 0.226698 0.00086795 0.222959 0.049459 0.0414464 0.296593 0.000905394 0.295369 0.0484321 0.0486643 0.359512 0.0010412 0.35952 0.0603592 0.0582912 2918
390.81 1 0 2.15879e+09 2.83629e+07 2.10229e+09 1.15599e+09 1.0093e+09 0.201586 0.00122765 0.196301 0.0430727 0.0335722 0.264626 0.00133095 0.261696 0.0463918 0.0415181 0.326396 0.00167386 0.32261 0.062495 0.0561016 1184
490.175 1 0 2.18814e+09 5.19197e+07 2.17764e+09 1.14892e+09 1.08464e+09 0.1856 0.00197546 0.180512 0.0421409 0.0316692 0.243335 0.00227133 0.240782 0.0466863 0.0414815 0.304091 0.00301765 0.298274 0.0650318 0.053051 390
617.208 1 0 2.10255e+09 9.08656e+07 2.02659e+09 1.02386e+09 7.75097e+08 0.179137 0.00398372 0.172658 0.0315731 0.0269261 0.23435 0.00418018 0.230465 0.0332925 0.0360833 0.303976 0.00523861 0.29522 0.0555649 0.0439044 102
764.464 1 0 1.77307e+09 1.77127e+08 1.48721e+09 1.42223e+09 7.14118e+08 0.183205 0.010887 0.182377 0.0244071 0.0467714 0.228266 0.010955 0.219215 0.0526638 0.0488711 0.297223 0.0125938 0.296459 0.0442079 0.0388518 23
891.55 1 1 2.02659e+09 2.02659e+09 2.02659e+09 0 0 0.188084 0.188084 0.188084 0 0 0.265047 0.265047 0.265047 0 0 0.310275 0.310275 0.310275 0 0 1
1149.47 1 1 1.17237e+09 1.17237e+09 1.17237e+09 0 0 0.18203 0.18203 0.18203 0 0 0.21908 0.21908 0.21908 0 0 0.303315 0.303315 0.303315 0 0 1
