#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.65946e+09 8.57945e-06 8.57945e-06 1.09848e-06 0 0 0 3.11216e-05 6.83654e-07 0 0 0 7110016
1.5658e+10 4.90824e-06 4.90824e-06 1.47989e-06 0 0 0 1.62702e-05 7.894e-07 0 0 0 2241127
2.47382e+10 1.28638e-06 1.28638e-06 9.09605e-07 0 0 0 9.5406e-06 6.30929e-07 0 0 0 1554756
3.9109e+10 1.887e-06 1.887e-06 1.33431e-06 0 0 0 2.50625e-05 1.25082e-06 0 0 0 1059886
6.18842e+10 1.91501e-05 1.91501e-05 5.31122e-06 0 0 0 9.3851e-05 3.01671e-06 0 0 0 678849
9.81656e+10 7.65521e-05 7.65521e-05 1.35321e-05 0 0 0 0.000307821 7.46502e-06 0 0 0 418016
1.55526e+11 0.000298029 0.000298029 3.41812e-05 0 0 0 0.000853751 1.69962e-05 0 0 0 255009
2.46223e+11 0.000847721 0.000847721 7.40346e-05 0 0 0 0.00215978 3.5818e-05 0 0 0 154532
3.89975e+11 0.00198579 0.00198579 0.000147051 0 0 0 0.00485013 7.35447e-05 0 0 0 91651
6.16866e+11 0.00452652 0.00452652 0.000292749 0 0 0 0.0099138 0.000139684 0 0 0 52579
9.75662e+11 0.0109457 0.0109457 0.000620275 0 0 0 0.0186217 0.000271876 0 0.0369735 0 28139
1.54011e+12 0.0183279 0.0183279 0.00112623 0 0 0 0.0319468 0.00050075 0 0.0738377 0 14186
2.42958e+12 0.0321273 0.0321273 0.00220233 0 0 0 0.049765 0.000938021 0.0125876 0.106994 0.0125876 6412
3.83143e+12 0.0336072 0.0336072 0.00348312 0 0 0 0.0676026 0.0016739 0.0250006 0.132284 0.0250006 2678
6.10186e+12 0.0436205 0.0436205 0.00674858 0 0 0 0.0964133 0.00332791 0.069241 0.131273 0.069241 917
9.63837e+12 0.0494505 0.0494505 0.0113794 0 0 0 0.121412 0.00560205 0.0951871 0.148968 0.0828089 364
1.51661e+13 0.0451128 0.0451128 0.018065 0 0 0 0.144567 0.00919585 0.132 0.118033 0.108011 133
2.44186e+13 0.027027 0.027027 0.027027 0 0 0 0.132204 0.0159823 0.128535 0.115747 0.116156 37
3.68826e+13 0 0 0 0 0 0 0.223173 0.0379036 0.245335 0.113879 0.198689 12
6.1221e+13 0 0 0 0 0 0 0.0384739 0.03036 0.0125161 0.116616 0.0125161 4
1.17074e+14 0 0 0 0 0 0 0.012312 0.012312 0.012312 0 0 1
