#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.59793e+07 0 0 0 0 0 0 3.82427e-06 1.53078e-06 0 0 0 121824
1.56284e+08 0 0 0 0 0 0 9.28229e-06 3.91492e-06 0 0 0 36299
2.47353e+08 0 0 0 0 0 0 2.40602e-05 6.9825e-06 0 0 0 24635
3.9226e+08 0 0 0 0 0 0 4.44867e-05 1.22581e-05 0 0 0 16204
6.19958e+08 0 0 0 0 0 0 0.000141009 2.79922e-05 0 0 0 10302
9.82579e+08 0 0 0 0 0 0 0.000221037 5.38349e-05 0 0 0 6707
1.55419e+09 0 0 0 0 0 0 0.000476698 9.78965e-05 0 0 0 4211
2.45962e+09 0 0 0 0 0 0 0.00068433 0.000148314 0 0 0 2634
3.90464e+09 0 0 0 0 0 0 0.00129446 0.000258228 0 0 0 1572
6.18573e+09 0 0 0 0 0 0 0.00186055 0.000450573 0 0 0 932
9.76156e+09 0 0 0 0 0 0 0.00213882 0.000621195 0 0 0 564
1.56377e+10 0 0 0 0 0 0 0.00398895 0.00116015 0 0 0 323
2.46968e+10 0 0 0 0 0 0 0.00489293 0.00223272 0 0 0 150
3.95035e+10 0 0 0 0 0 0 0.0065107 0.00231217 0 0 0 88
6.20411e+10 0 0 0 0 0 0 0.00400505 0.00314406 0 0 0 44
9.0566e+10 0 0 0 0 0 0 0.0017603 0.0017603 0 0 0 26
1.58725e+11 0 0 0 0 0 0 0 0 0 0 0 3
2.15575e+11 0 0 0 0 0 0 0 0 0 0 0 6
3.82641e+11 0 0 0 0 0 0 0.0209379 0.0209379 0.0418758 0 0.0418758 2
