#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.62922e+09 0.0001492 4.91593e-06 18702.8 1377.65 0 0 0 0.231394 1.7965e-05 0.231152 0.0503946 0.0485328 0.267137 1.73248e-05 0.274512 0.038521 0.0567667 0.309529 1.07391e-05 0.319196 0.0111077 0.0317919 6172930
1.56287e+10 4.01467e-05 4.66687e-06 5998.49 1431.3 0 0 0 0.203213 3.23527e-05 0.197779 0.0535036 0.0388243 0.24785 3.30934e-05 0.250934 0.0462349 0.0529595 0.305268 1.94033e-05 0.313214 0.0138243 0.0298036 1843239
2.46762e+10 4.14684e-06 1.85452e-06 3280.6 1542.04 0 0 0 0.188676 3.93476e-05 0.181889 0.052086 0.0352246 0.240405 4.10176e-05 0.241971 0.0475431 0.0510899 0.305824 2.17193e-05 0.31247 0.0133943 0.0263858 1205736
3.90666e+10 3.84947e-06 2.22249e-06 0 0 0 0 0 0.179535 4.78881e-05 0.172438 0.049801 0.0335214 0.241028 4.93922e-05 0.242824 0.0450506 0.048837 0.308274 2.32888e-05 0.313643 0.0122426 0.0229338 779329
6.19358e+10 2.20186e-05 6.6388e-06 1074.34 1074.34 0 0 0 0.175806 5.84133e-05 0.169287 0.048524 0.0334568 0.247653 5.80673e-05 0.25007 0.0412547 0.0459899 0.311903 2.45504e-05 0.31648 0.0103958 0.0194848 499577
9.8254e+10 9.52036e-05 1.73809e-05 22743.3 6302.08 0 0 0 0.178023 7.34008e-05 0.172662 0.0478398 0.0354144 0.256249 6.76358e-05 0.259421 0.03684 0.0431519 0.315275 2.6064e-05 0.319137 0.00877529 0.0165911 315114
1.55691e+11 0.000409942 4.55399e-05 118361 18459.7 0 0 0 0.184502 9.30296e-05 0.180208 0.0476414 0.0373756 0.264248 7.82959e-05 0.267807 0.0326722 0.0397585 0.317827 2.85108e-05 0.321233 0.00751159 0.0142621 197589
2.46508e+11 0.00123827 0.000100047 538628 50663.8 0 0 0 0.192768 0.000117416 0.189559 0.0466911 0.0388864 0.271333 9.03589e-05 0.274907 0.0291677 0.0359637 0.319765 3.1826e-05 0.322837 0.0065167 0.0126595 123559
3.903e+11 0.00440511 0.000240868 2.30356e+06 137709 0 0 0 0.201993 0.000148747 0.199562 0.0459033 0.0396051 0.277602 0.000106426 0.28114 0.0265405 0.0333323 0.321365 3.79065e-05 0.324326 0.00558531 0.011351 75594
6.17369e+11 0.00988678 0.000468471 8.8329e+06 362720 0 0 0 0.211864 0.000191044 0.210601 0.044144 0.0408551 0.284033 0.000129428 0.287827 0.0239066 0.0314057 0.323204 4.73199e-05 0.326234 0.004403 0.00990638 44605
9.7676e+11 0.022835 0.000954745 2.78781e+07 904151 0 0 0 0.22364 0.000256491 0.223371 0.0432407 0.0415599 0.291415 0.00016373 0.296573 0.019654 0.0305175 0.32477 6.45049e-05 0.327984 0.00330538 0.00859347 24480
1.54141e+12 0.0496655 0.0019275 6.63281e+07 1.93661e+06 0 0 0 0.231117 0.000344121 0.231678 0.0411304 0.0411767 0.293642 0.000221987 0.299518 0.0177408 0.0306774 0.324131 0.00010359 0.328143 0.0031808 0.00990883 12705
2.43321e+12 0.0911423 0.00376393 1.42208e+08 4.2049e+06 0 4.54619e+08 0 0.22799 0.00048839 0.228634 0.0386726 0.0394494 0.287881 0.000353389 0.294947 0.018635 0.0348869 0.320308 0.000206607 0.326201 0.00444001 0.0160239 5848
3.8343e+12 0.170264 0.00751578 2.4773e+08 8.36119e+06 0 7.43049e+08 0 0.218584 0.000736852 0.21926 0.0397634 0.0391489 0.275737 0.000603757 0.281301 0.0252261 0.0379236 0.312574 0.000434922 0.321154 0.00777894 0.0283991 2502
6.10595e+12 0.283547 0.0154053 4.61288e+08 1.85319e+07 0 1.0763e+09 0 0.200859 0.00116923 0.197894 0.0382215 0.0302484 0.256146 0.00115994 0.258955 0.0325073 0.0413393 0.300387 0.000986021 0.310829 0.0150217 0.0417504 857
9.62097e+12 0.433908 0.0266059 6.43088e+08 3.05852e+07 6.57828e+08 6.11606e+08 6.57828e+08 0.189896 0.0017428 0.189455 0.0349564 0.0341632 0.242908 0.00197533 0.242046 0.0405221 0.0373734 0.288501 0.001897 0.297014 0.0261353 0.0476523 348
1.51754e+13 0.589147 0.0434861 9.69771e+08 5.41064e+07 1.03501e+09 5.44037e+08 1.03501e+09 0.172373 0.0025767 0.167878 0.0367772 0.0232632 0.223231 0.0031326 0.22227 0.0365868 0.0331765 0.279191 0.00355317 0.286197 0.035203 0.0479642 129
2.44186e+13 0.72973 0.0740166 1.08101e+09 8.16817e+07 1.0763e+09 5.02745e+08 4.91813e+08 0.173245 0.00342672 0.171625 0.0200158 0.0177289 0.219265 0.00563413 0.214206 0.0306357 0.0248762 0.269846 0.00659077 0.26746 0.0512073 0.0456574 37
3.69027e+13 0.727273 0.140836 1.39772e+09 1.31856e+08 1.33261e+09 6.52428e+08 3.21853e+08 0.153926 0.00967742 0.145624 0.0426782 0.0228158 0.200301 0.0108006 0.191084 0.0722161 0.0235749 0.269105 0.0146096 0.251562 0.0800442 0.0394076 11
6.1221e+13 0.75 0.25 1.16135e+09 9.72447e+07 1.22928e+09 1.65897e+08 2.84623e+08 0.16542 0.0142614 0.185833 0.0055829 0.0552632 0.224831 0.0207962 0.2444 0.0242222 0.0722469 0.258135 0.0176254 0.2475 0.0620422 0.0181433 4
1.17074e+14 1 1 1.57905e+09 1.57905e+09 1.57905e+09 0 0 0.175 0.175 0.175 0 0 0.193066 0.193066 0.193066 0 0 0.307879 0.307879 0.307879 0 0 1
