#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.5554 0.0117097 0.0122562 5.09458e-05 0 0 0 0.00171588 4.9094e-06 0 0 0 5100286
62.1911 0.0434689 0.0469981 0.000186327 0 0 0 0.0063453 1.85035e-05 0 0.00426053 0 1503443
78.6143 0.12631 0.144024 0.000464038 0 0 0 0.0197174 5.23983e-05 0 0.0385601 0 751137
98.7063 0.286361 0.353644 0.000975976 0 1 0 0.0504262 0.000122384 0.0155211 0.0978076 0.0155211 400355
124.13 0.504218 0.694987 0.00184201 1 0 1 0.104827 0.000250759 0.0696807 0.145115 0.0696807 197716
156.442 0.717457 1.14694 0.00310198 1 1 1 0.190998 0.000455208 0.16664 0.175407 0.12304 97362
197.011 0.844154 1.55543 0.00470397 1 2 0 0.309354 0.000725188 0.301904 0.1817 0.166698 49812
247.948 0.87122 1.70514 0.0069405 2 1 1 0.446343 0.0010452 0.45564 0.161477 0.184373 24771
311.953 0.814208 1.51432 0.0100118 1 2 1 0.57872 0.00136262 0.597655 0.130798 0.169812 12078
392.703 0.695473 1.15621 0.0135966 1 1 1 0.680034 0.00170273 0.705586 0.0957983 0.151081 5832
493.217 0.52782 0.774436 0.0174457 1 1 1 0.754825 0.00196183 0.775402 0.0705585 0.113594 2660
619.404 0.421053 0.555651 0.0222454 0 1 0 0.795449 0.00265754 0.814608 0.0579062 0.095018 1159
778.868 0.337691 0.418301 0.0308202 0 1 0 0.832931 0.00355619 0.846703 0.047877 0.0732681 459
973.396 0.322581 0.4 0.0514556 0 1 0 0.840816 0.00501747 0.852708 0.0457861 0.0700848 155
1214.97 0.268293 0.341463 0.0963337 0 1 0 0.863155 0.0124967 0.872764 0.0389146 0.0395083 41
1622.9 0.5 0.5 0.5 1 0 1 0.881438 0.0171494 0.898587 0 0.0342988 2
