#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.24498e+07 5.58678e+08 5.67007e+06 4.67033e+08 3.61192e+08 1.33472e+08 1.37573e+09 1.69599e+07 1.12466e+09 1.08226e+09 5.00674e+08 2509
1.59359e+08 6.09318e+08 7.90274e+06 4.99873e+08 4.15482e+08 1.66212e+08 1.40554e+09 1.9594e+07 1.20812e+09 1.08161e+09 5.84132e+08 1759
2.52931e+08 6.20924e+08 7.46695e+06 5.00468e+08 4.17131e+08 1.66907e+08 1.43824e+09 1.88822e+07 1.20812e+09 1.16432e+09 5.84132e+08 2227
3.99234e+08 6.23739e+08 6.53171e+06 5.00675e+08 4.1468e+08 1.67014e+08 1.52605e+09 1.77459e+07 1.29157e+09 1.16347e+09 6.67579e+08 2595
6.31847e+08 6.5128e+08 6.61698e+06 5.00742e+08 4.68778e+08 1.67078e+08 1.54264e+09 1.67751e+07 1.29157e+09 1.24596e+09 6.67579e+08 3018
1.00701e+09 6.83876e+08 6.82257e+06 5.79543e+08 4.21629e+08 2.45878e+08 1.60131e+09 1.61612e+07 1.375e+09 1.2449e+09 7.0749e+08 3472
1.5881e+09 7.14357e+08 6.90704e+06 5.83303e+08 4.96741e+08 2.49562e+08 1.62562e+09 1.52286e+07 1.375e+09 1.2449e+09 6.67602e+08 4010
2.52258e+09 7.56364e+08 7.17538e+06 5.84132e+08 5.81594e+08 2.50331e+08 1.65295e+09 1.47256e+07 1.375e+09 1.32714e+09 7.07486e+08 4578
4.00087e+09 7.90933e+08 7.30302e+06 6.23988e+08 6.19749e+08 2.90153e+08 1.6992e+09 1.39408e+07 1.4584e+09 1.32584e+09 7.51008e+08 5312
6.33383e+09 8.43396e+08 7.45031e+06 6.64603e+08 6.65775e+08 3.30756e+08 1.76042e+09 1.3506e+07 1.54178e+09 1.32443e+09 8.34385e+08 6154
1.00443e+10 9.10129e+08 7.63014e+06 7.07395e+08 7.10211e+08 3.09318e+08 1.80903e+09 1.27661e+07 1.54178e+09 1.4879e+09 8.34385e+08 7211
1.59238e+10 9.81101e+08 7.82585e+06 7.50692e+08 8.14492e+08 3.39523e+08 1.83419e+09 1.22193e+07 1.62513e+09 1.40455e+09 9.17733e+08 8208
2.50812e+10 1.0663e+09 8.56018e+06 8.17019e+08 9.27389e+08 4.03516e+08 1.89377e+09 1.25367e+07 1.62513e+09 1.56735e+09 9.17733e+08 8670
3.95083e+10 1.1386e+09 9.69142e+06 8.57528e+08 1.01734e+09 4.4052e+08 1.90923e+09 1.36841e+07 1.62513e+09 1.64848e+09 9.17733e+08 7742
6.20456e+10 1.25569e+09 1.26864e+07 9.57732e+08 1.16629e+09 5.26495e+08 1.86618e+09 1.63055e+07 1.54178e+09 1.73183e+09 8.34385e+08 5553
9.61616e+10 1.37642e+09 2.01484e+07 1.02071e+09 1.29963e+09 5.33436e+08 1.82725e+09 2.33252e+07 1.4584e+09 1.65276e+09 8.34415e+08 2859
1.50896e+11 1.6831e+09 4.44663e+07 1.16716e+09 2.04055e+09 6.66491e+08 1.68732e+09 4.03321e+07 1.29157e+09 1.57464e+09 6.67579e+08 913
2.31919e+11 2.04086e+09 1.06952e+08 1.69661e+09 2.11498e+09 1.19614e+09 1.49396e+09 7.50818e+07 1.20812e+09 1.24692e+09 5.84132e+08 202
3.69656e+11 2.7001e+09 3.98402e+08 2.40569e+09 2.33498e+09 1.69829e+09 1.03778e+09 1.77902e+08 8.32925e+08 3.75195e+08 2.92316e+08 22
5.30812e+11 2.89184e+09 2.89184e+09 2.89184e+09 0 0 6.23988e+08 6.23988e+08 6.23988e+08 0 0 1
