#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 10.75 - 11.25
#HM    Stats: 3.232350e+12 (median) + 3.830880e+12  / - 1.469110e+12
#SM    Stats: 7.741480e+10 (median) + 3.612320e+10  / - 1.622170e+10
#ObsSM Stats: 7.916600e+10 (median) + 3.846600e+10  / - 1.964750e+10
#VMP   Stats: 2.255000e+02 (median) + 6.209000e+01  / - 3.503000e+01
#ICL   Stats: 6.730100e+08 (median) + 3.174410e+09  / - 4.969330e+08
#SSFR  Stats: 4.246616e-11 (median) + 6.133210e-11  / - 2.481074e-11
sfh 0.055623 0 0 0 #avg: 5.48687e-08; avg_err: 5.47303e-08; sd: 6.26776e-06; counts: 13116
sfh 0.060123 0 0 0 #avg: 0.000126835; avg_err: 2.79163e-05; sd: 0.003197; counts: 13116
sfh 0.062373 0 0 0 #avg: 0.000816675; avg_err: 0.000132234; sd: 0.0151435; counts: 13116
sfh 0.064623 0 0 0 #avg: 0.00250911; avg_err: 0.000296283; sd: 0.0339305; counts: 13116
sfh 0.066873 0 0 0 #avg: 0.00668304; avg_err: 0.000641885; sd: 0.0735091; counts: 13116
sfh 0.069123 0 0 0 #avg: 0.013046; avg_err: 0.000954129; sd: 0.109268; counts: 13116
sfh 0.071373 0 0 0 #avg: 0.0241154; avg_err: 0.00157174; sd: 0.179996; counts: 13116
sfh 0.073623 0 0 0 #avg: 0.0357902; avg_err: 0.00197969; sd: 0.226716; counts: 13116
sfh 0.075873 0 0.0177802 0 #avg: 0.0528156; avg_err: 0.00268708; sd: 0.307726; counts: 13116
sfh 0.078123 0 0.0491156 0 #avg: 0.0727114; avg_err: 0.00339988; sd: 0.389356; counts: 13116
sfh 0.080373 0 0.0985612 0 #avg: 0.0925814; avg_err: 0.00382948; sd: 0.438554; counts: 13116
sfh 0.082623 0 0.150427 0 #avg: 0.115787; avg_err: 0.00485417; sd: 0.555904; counts: 13116
sfh 0.085998 0.011426 0.233858 0.011426 #avg: 0.170904; avg_err: 0.0057263; sd: 0.65578; counts: 13116
sfh 0.089373 0.0367708 0.317127 0.0367708 #avg: 0.234763; avg_err: 0.00822616; sd: 0.942066; counts: 13116
sfh 0.092748 0.0728763 0.407927 0.0728763 #avg: 0.303163; avg_err: 0.00790179; sd: 0.904919; counts: 13116
sfh 0.096123 0.117235 0.491652 0.112197 #avg: 0.380618; avg_err: 0.00915488; sd: 1.04842; counts: 13116
sfh 0.099498 0.167977 0.569058 0.150081 #avg: 0.473536; avg_err: 0.0109265; sd: 1.25131; counts: 13116
sfh 0.102873 0.220626 0.66423 0.185418 #avg: 0.576517; avg_err: 0.0134879; sd: 1.54464; counts: 13116
sfh 0.106248 0.274221 0.759629 0.219051 #avg: 0.672731; avg_err: 0.0145961; sd: 1.67156; counts: 13116
sfh 0.109623 0.328944 0.868276 0.251912 #avg: 0.790489; avg_err: 0.0171935; sd: 1.96902; counts: 13116
sfh 0.112998 0.381938 0.991482 0.281725 #avg: 0.914993; avg_err: 0.0193989; sd: 2.22158; counts: 13116
sfh 0.116373 0.437638 1.12586 0.314867 #avg: 1.05873; avg_err: 0.0247598; sd: 2.83551; counts: 13116
sfh 0.119748 0.486963 1.29375 0.345666 #avg: 1.19901; avg_err: 0.0293026; sd: 3.35575; counts: 13116
sfh 0.123123 0.53887 1.41072 0.379411 #avg: 1.34234; avg_err: 0.0382079; sd: 4.3756; counts: 13116
sfh 0.126498 0.601003 1.51303 0.418464 #avg: 1.48073; avg_err: 0.0432843; sd: 4.95695; counts: 13116
sfh 0.129873 0.663715 1.69562 0.462263 #avg: 1.62786; avg_err: 0.0449946; sd: 5.15281; counts: 13116
sfh 0.133248 0.727129 1.81021 0.502574 #avg: 1.73156; avg_err: 0.0454518; sd: 5.20518; counts: 13116
sfh 0.136623 0.780517 1.93884 0.530634 #avg: 1.85836; avg_err: 0.0428495; sd: 4.90715; counts: 13116
sfh 0.141685 0.872442 2.15271 0.589158 #avg: 2.0449; avg_err: 0.044803; sd: 5.13087; counts: 13116
sfh 0.146748 0.963076 2.33185 0.644919 #avg: 2.21334; avg_err: 0.0464241; sd: 5.31653; counts: 13116
sfh 0.15181 1.03287 2.58743 0.685242 #avg: 2.42801; avg_err: 0.0490114; sd: 5.61282; counts: 13116
sfh 0.156873 1.12777 2.81109 0.752452 #avg: 2.65359; avg_err: 0.0548549; sd: 6.28202; counts: 13116
sfh 0.161935 1.18901 3.06274 0.791351 #avg: 2.85799; avg_err: 0.0560694; sd: 6.42111; counts: 13116
sfh 0.166998 1.2808 3.25093 0.853962 #avg: 3.17262; avg_err: 0.0782905; sd: 8.96589; counts: 13116
sfh 0.17206 1.35824 3.51999 0.905956 #avg: 3.47321; avg_err: 0.0830108; sd: 9.50646; counts: 13116
sfh 0.177123 1.45151 3.83626 0.982411 #avg: 3.74235; avg_err: 0.0888409; sd: 10.1741; counts: 13116
sfh 0.182185 1.5303 4.24579 1.03258 #avg: 4.11777; avg_err: 0.114873; sd: 13.1553; counts: 13116
sfh 0.187248 1.60151 4.55137 1.08763 #avg: 4.35053; avg_err: 0.0994926; sd: 11.394; counts: 13116
sfh 0.19231 1.69952 4.81223 1.15706 #avg: 4.62405; avg_err: 0.101653; sd: 11.6414; counts: 13116
sfh 0.197373 1.77773 5.11954 1.211 #avg: 4.8782; avg_err: 0.106794; sd: 12.2301; counts: 13116
sfh 0.202435 1.89488 5.45294 1.30452 #avg: 5.19989; avg_err: 0.112146; sd: 12.8431; counts: 13116
sfh 0.207498 2.00321 5.82302 1.38268 #avg: 5.52836; avg_err: 0.126366; sd: 14.4715; counts: 13116
