#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.92325e+07 0.159403 0.176735 0.00339485 0 1 0 0.058445 0.000475878 0.0394719 0.0689999 0.0267622 15809
1.58456e+08 0.193765 0.225067 0.00553336 0 1 0 0.0664049 0.000738711 0.0466453 0.0783912 0.033887 7891
2.51133e+08 0.218398 0.249239 0.00577856 0 1 0 0.0720802 0.000815922 0.0487485 0.085385 0.0359401 7555
3.97701e+08 0.255201 0.300168 0.00634082 0 1 0 0.0790041 0.000863663 0.0558441 0.0904646 0.0428853 7739
6.31167e+08 0.276992 0.335245 0.00671447 0 1 0 0.0882639 0.000917204 0.0642653 0.098492 0.0455132 7845
1.00013e+09 0.315344 0.38072 0.00699497 0 1 0 0.0955091 0.000972864 0.0717974 0.103621 0.0507901 7801
1.58121e+09 0.360525 0.459088 0.00769495 0 1 0 0.104461 0.00101809 0.0797937 0.110741 0.0584856 8005
2.51199e+09 0.40316 0.526602 0.00819568 0 1 0 0.118644 0.00109249 0.0935903 0.119072 0.0648109 8101
3.98847e+09 0.448641 0.609694 0.00861913 0 1 0 0.134617 0.00118532 0.108633 0.129335 0.0773079 8314
6.30314e+09 0.510356 0.728182 0.00928244 1 1 1 0.156043 0.00131729 0.128383 0.146203 0.0894089 8594
1.00284e+10 0.567463 0.853239 0.00957345 1 1 1 0.18215 0.00139854 0.152703 0.163592 0.102301 9294
1.59177e+10 0.647437 1.01526 0.0094739 1 1 1 0.219723 0.00151217 0.188972 0.188297 0.121899 10418
2.52093e+10 0.720444 1.20587 0.0097372 1 1 1 0.26871 0.00164024 0.239684 0.210697 0.146884 11182
3.97486e+10 0.773464 1.34762 0.00958566 1 1 1 0.325285 0.00171752 0.302656 0.224291 0.172531 11901
6.25777e+10 0.808778 1.43953 0.00995799 1 1 1 0.390389 0.00185686 0.379419 0.223261 0.197869 10914
9.83007e+10 0.801292 1.41351 0.011479 1 1 1 0.463126 0.0022002 0.469155 0.208677 0.226691 8203
1.54549e+11 0.737395 1.24737 0.0151963 1 1 1 0.569746 0.00273619 0.590559 0.177083 0.223981 4661
2.44552e+11 0.644924 1.01253 0.0204243 1 1 1 0.673916 0.00333936 0.710695 0.117366 0.195044 2315
3.8255e+11 0.458999 0.634718 0.026568 0 1 0 0.765724 0.00362544 0.791504 0.0720143 0.128948 939
6.10782e+11 0.332288 0.460815 0.0425035 0 1 0 0.827291 0.00415297 0.842931 0.0516039 0.0882416 319
9.61329e+11 0.215385 0.246154 0.0621365 0 1 0 0.858985 0.00716451 0.8717 0.0319439 0.0402182 65
1.40469e+12 0.142857 0.142857 0.142857 0 0 0 0.892998 0.0106294 0.898788 0.0102296 0.00764334 7
