#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.31416e+07 0.0248861 0.0252366 0.00297846 0 0 0 0.0556743 0.0011 0.0393161 0.0619289 0.0312996 2853
1.59827e+08 0.0289449 0.0294118 0.00371072 0 0 0 0.0687915 0.00147647 0.0452153 0.0796051 0.0370481 2142
2.52624e+08 0.043283 0.0440996 0.00422934 0 0 0 0.0746972 0.00142007 0.0543813 0.0825263 0.0460656 2449
3.97867e+08 0.0419034 0.0426136 0.00387267 0 0 0 0.084677 0.00145778 0.059271 0.0977513 0.0366275 2816
6.35113e+08 0.0647387 0.0663819 0.00463179 0 0 0 0.0945352 0.00155205 0.0693621 0.10473 0.0466089 3043
1.00193e+09 0.0823812 0.0865905 0.00514781 0 0 0 0.106962 0.00163621 0.0831154 0.109929 0.0601617 3326
1.58675e+09 0.101726 0.103239 0.00538096 0 0 0 0.125154 0.00182374 0.0980056 0.13027 0.0742587 3303
2.52271e+09 0.122674 0.127326 0.00591734 0 0 0 0.142358 0.00202651 0.112877 0.146408 0.0883958 3440
3.97134e+09 0.144492 0.148784 0.00622124 0 0 0 0.160763 0.00220599 0.128621 0.165125 0.0909701 3495
6.35032e+09 0.174428 0.182614 0.00683838 0 1 0 0.187672 0.00240154 0.156721 0.178436 0.107298 3543
1.00078e+10 0.197431 0.207656 0.00696524 0 1 0 0.211324 0.00253223 0.179455 0.198696 0.125929 3814
1.5904e+10 0.23698 0.252679 0.00741735 0 1 0 0.246993 0.00267311 0.218376 0.212615 0.14953 4013
2.50905e+10 0.260196 0.274744 0.00738066 0 1 0 0.269286 0.00269042 0.243828 0.218965 0.159001 4193
3.97244e+10 0.269495 0.292791 0.00790296 0 1 0 0.297609 0.00281367 0.276883 0.223413 0.167907 4078
6.19448e+10 0.28185 0.307644 0.00914614 0 1 0 0.318703 0.00317818 0.302978 0.216606 0.179671 3179
9.73861e+10 0.2429 0.261631 0.0118087 0 1 0 0.329169 0.00456451 0.311129 0.230206 0.182963 1655
1.49275e+11 0.19295 0.200371 0.0180388 0 1 0 0.360218 0.00804901 0.348139 0.209582 0.196685 539
2.29236e+11 0.179487 0.179487 0.0437335 0 1 0 0.414095 0.0237884 0.44788 0.183266 0.288296 78
3.54374e+11 0 0 0 0 0 0 0.389607 0.00937682 0.398984 0 0.0187536 2
