#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.5273 0.0108673 0.0113721 4.93278e-05 0 0 0 0.00125591 3.91883e-06 0 0 0 5050946
62.1526 0.0386817 0.0417381 0.000178807 0 0 0 0.00429777 1.41773e-05 0 0 0 1451385
78.4761 0.109226 0.123984 0.000452574 0 0 0 0.0125035 3.95996e-05 0 0.019388 0 686715
98.474 0.246175 0.301262 0.00100778 0 1 0 0.0310829 9.73879e-05 0 0.0691493 0 330533
123.698 0.442175 0.594431 0.00207442 0 1 0 0.0643753 0.00022094 0.0323708 0.105701 0.0323708 140494
155.729 0.646845 0.980417 0.00392135 1 1 1 0.11565 0.000467318 0.0861423 0.141139 0.0774069 55967
195.901 0.784042 1.32012 0.00674325 1 1 1 0.179548 0.000909527 0.157668 0.163285 0.119523 21870
246.435 0.839613 1.45277 0.0112437 1 1 1 0.238249 0.00171868 0.223032 0.179518 0.145847 7750
309.64 0.819888 1.3754 0.0196463 1 1 1 0.268929 0.00307052 0.262015 0.163703 0.156992 2504
390.208 0.785714 1.19789 0.0300444 1 1 1 0.297392 0.00523591 0.282047 0.163996 0.13729 854
491.689 0.710425 1.04633 0.0543578 1 1 1 0.304941 0.00775534 0.298267 0.116203 0.120579 259
622.033 0.623762 0.950495 0.105658 1 1 1 0.300307 0.0109398 0.318056 0.0759527 0.117178 101
776.131 0.657895 0.789474 0.114135 1 0 1 0.246518 0.0214651 0.25897 0.0851717 0.157588 38
997.405 0.333333 0.444444 0.242161 0 1 0 0.202538 0.0274946 0.223204 0.0498228 0.141018 9
1220.97 0.25 0.25 0.25 0 1 0 0.216939 0.0169039 0.232704 0.0229959 0.0528129 4
