#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.926 0 0 356099 17203.6 0 0 0 0.278886 7.91652e-05 0.270265 0.0937406 0.0754171 0.369265 7.24932e-05 0.380371 0.0627029 0.0907971 0.469229 2.76897e-05 0.477019 0.0140534 0.0281391 1039559
62.3924 0 0 133234 12081 0 0 0 0.229573 9.08443e-05 0.216909 0.0776293 0.0509194 0.350392 9.17807e-05 0.357193 0.0609036 0.0778757 0.469149 2.93501e-05 0.474264 0.0134914 0.0234906 547230
79.5 0 0 1.91214e+06 61962.1 0 0 0 0.210595 0.000104398 0.199481 0.0668422 0.0448915 0.356103 0.000101709 0.361735 0.05314 0.0663367 0.472414 2.94442e-05 0.476202 0.0114172 0.0188915 345148
98.4268 0 0 1.09837e+07 197134 0 0 0 0.220935 0.000136723 0.211323 0.0678118 0.0490819 0.371671 0.000113477 0.376961 0.0445754 0.0559333 0.4756 3.36056e-05 0.479003 0.00968674 0.0161921 206419
123.668 0 0 5.26106e+07 706262 0 0 0 0.247648 0.000216183 0.241399 0.0676601 0.0562378 0.395562 0.000154748 0.400748 0.0389306 0.0499159 0.481075 4.92723e-05 0.484887 0.00714108 0.0136258 85639
155.268 0 0 1.73921e+08 2.22642e+06 0 4.76928e+08 0 0.285398 0.000359335 0.282943 0.0653481 0.0614292 0.419237 0.000219113 0.426035 0.0280551 0.0417476 0.483702 8.53335e-05 0.487909 0.00574854 0.0122995 30522
194.556 0 0 3.92928e+08 6.20676e+06 0 9.7901e+08 0 0.296921 0.000619271 0.296763 0.0561755 0.0587846 0.403396 0.000436049 0.407903 0.0351007 0.0447882 0.471324 0.00026606 0.479598 0.010975 0.0285184 8993
244.193 0 0 7.41274e+08 1.74638e+07 5.30876e+08 1.11204e+09 5.30876e+08 0.274799 0.00127343 0.270796 0.0597112 0.0559356 0.36305 0.00112617 0.36321 0.0519543 0.0538564 0.446002 0.00092781 0.460334 0.0246412 0.0605325 2227
307.089 0 0 1.04888e+09 4.5457e+07 8.57528e+08 1.16906e+09 8.57528e+08 0.252459 0.0027366 0.244198 0.0608364 0.0469284 0.33138 0.00281561 0.324763 0.0671178 0.0541445 0.424613 0.00286676 0.44211 0.0411718 0.0859151 445
390.517 0 0 1.33491e+09 1.19853e+08 1.17237e+09 1.41697e+09 1.17237e+09 0.23511 0.0075893 0.233318 0.0730069 0.0573161 0.307248 0.00760682 0.293172 0.07526 0.0414854 0.399033 0.00871312 0.414993 0.066413 0.101735 72
481.116 0 0 1.11912e+09 2.98383e+08 1.02774e+09 8.46374e+08 1.02774e+09 0.215501 0.0172408 0.203732 0.0724009 0.0482751 0.294324 0.0200667 0.258909 0.0982566 0.0335276 0.386154 0.0198868 0.377691 0.0980876 0.0738692 15
638.877 0 0 1.05245e+09 1.99038e+08 1.25149e+09 0 3.98077e+08 0.26563 0.0798498 0.34548 0 0.1597 0.327363 0.071986 0.399349 0 0.143972 0.377701 0.0631328 0.440834 0 0.126266 2
740.24 0 0 2.02659e+09 2.02659e+09 2.02659e+09 0 0 0.150968 0.150968 0.150968 0 0 0.199928 0.199928 0.199928 0 0 0.282753 0.282753 0.282753 0 0 1
