#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.42057e+07 0.990669 0.00379461 2.71783e+07 4.67392e+06 0 0 0 0.163172 0.00150196 0.158314 0.0443618 0.0326677 0.223273 0.00159685 0.22362 0.0426445 0.0440582 0.278854 0.00115069 0.285131 0.0199771 0.0321596 643
1.62889e+08 0.994403 0.00322539 5.89107e+07 7.36488e+06 0 0 0 0.16491 0.00165175 0.160654 0.0435909 0.0337405 0.226426 0.00164383 0.227929 0.038109 0.0409697 0.282466 0.00107548 0.286132 0.0204771 0.0263692 536
2.5451e+08 0.998723 0.00127714 5.72771e+07 6.23491e+06 0 0 0 0.168223 0.0013635 0.165264 0.041788 0.0345812 0.231423 0.00135826 0.233104 0.0385966 0.0423114 0.28739 0.000833163 0.291143 0.0185982 0.0254811 783
4.00514e+08 1 0 7.33834e+07 6.01392e+06 0 0 0 0.170623 0.00114402 0.168412 0.0424489 0.0366456 0.235281 0.00109699 0.237524 0.0372199 0.0416184 0.289254 0.000671944 0.293215 0.0171811 0.0258644 1119
6.36363e+08 0.999282 0.000718391 9.93691e+07 6.27031e+06 0 3.60165e+08 0 0.173718 0.00104295 0.170669 0.0436448 0.0371545 0.236598 0.00101024 0.239601 0.0369564 0.0424859 0.289794 0.000616617 0.294186 0.0165903 0.0257749 1392
1.01136e+09 1 0 1.22269e+08 6.16463e+06 0 3.60165e+08 0 0.176566 0.000850367 0.17333 0.0417154 0.0347976 0.240152 0.000795127 0.24143 0.0354106 0.0358273 0.291648 0.000493092 0.295335 0.0163326 0.0248769 1862
1.60032e+09 0.999536 0.000464037 1.56499e+08 6.37523e+06 0 4.66944e+08 0 0.180027 0.000805113 0.177651 0.0406469 0.0349171 0.243354 0.000752498 0.245502 0.0349792 0.0386335 0.292048 0.000499858 0.296703 0.016724 0.0266878 2155
2.53123e+09 0.999595 0.000405351 1.98387e+08 6.82762e+06 0 5.36715e+08 0 0.182909 0.00074525 0.180175 0.0414547 0.0360173 0.245425 0.000675126 0.247592 0.0321004 0.0370522 0.292995 0.000461759 0.297398 0.0172132 0.0264776 2467
4.00106e+09 0.998192 0.000807827 2.41612e+08 7.0622e+06 0 6.06006e+08 0 0.187177 0.000694623 0.185343 0.0405845 0.0366493 0.247866 0.000622772 0.250009 0.0321863 0.0355726 0.293154 0.00044808 0.298272 0.0166934 0.0274318 2766
6.32297e+09 0.999028 0.000561261 3.01401e+08 7.33955e+06 0 7.43049e+08 0 0.191595 0.000683926 0.188644 0.0432667 0.0362755 0.252223 0.000598123 0.255616 0.030988 0.0379265 0.292991 0.000451975 0.298447 0.0180532 0.0300942 3085
