#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
47.8127 6.61191e+08 7.7875e+07 5.67362e+08 4.53823e+08 2.24366e+08 1.46553e+09 2.14726e+08 9.41735e+08 1.38435e+09 3.36501e+08 29
63.638 8.30541e+08 5.32344e+07 6.9722e+08 6.71983e+08 2.40754e+08 1.37287e+09 1.17387e+08 1.05478e+09 1.15369e+09 4.93943e+08 77
81.5963 1.00343e+09 4.55365e+07 7.94287e+08 8.32132e+08 3.42996e+08 1.72266e+09 9.09006e+07 1.2713e+09 1.81641e+09 6.66069e+08 216
100.485 1.20142e+09 4.56615e+07 9.41735e+08 1.14952e+09 4.6027e+08 2.07013e+09 9.66702e+07 1.40861e+09 2.23541e+09 8.03379e+08 328
125.272 1.49778e+09 7.08364e+07 1.06184e+09 1.58994e+09 5.67898e+08 2.01403e+09 9.02274e+07 1.60323e+09 2.04079e+09 9.97999e+08 308
157.712 1.83096e+09 8.73281e+07 1.51125e+09 1.52846e+09 9.06013e+08 2.07457e+09 1.07148e+08 1.42689e+09 2.27901e+09 8.21653e+08 240
197.489 2.4649e+09 1.64069e+08 1.97444e+09 2.03592e+09 1.14531e+09 1.75863e+09 1.33739e+08 1.23013e+09 1.92978e+09 7.36183e+08 123
248.65 2.96001e+09 3.2876e+08 2.49911e+09 3.42607e+09 1.70786e+09 1.46416e+09 1.93344e+08 9.77827e+08 1.23064e+09 5.30034e+08 59
315.895 3.61249e+09 6.20575e+08 2.66568e+09 3.06055e+09 1.17418e+09 1.35338e+09 2.17667e+08 9.41735e+08 1.6027e+09 5.65065e+08 21
382.857 5.10129e+09 1.05357e+09 5.00286e+09 4.01849e+09 2.55877e+09 9.25682e+08 1.9301e+08 8.43665e+08 8.4527e+08 4.48071e+08 9
495.919 7.34177e+09 2.83919e+09 1.0181e+10 0 5.67839e+09 5.49578e+08 1.77998e+08 7.27576e+08 0 3.55995e+08 2
613.2 4.93943e+08 4.93943e+08 4.93943e+08 0 0 1.48049e+09 1.48049e+09 1.48049e+09 0 0 1
