#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.49675e+07 6.57726e+08 6.32609e+06 5.65077e+08 4.34286e+08 2.31337e+08 1.3271e+09 1.31432e+07 1.12466e+09 9.16383e+08 5.00674e+08 3455
1.59126e+08 6.76293e+08 7.32123e+06 5.80765e+08 4.19084e+08 2.47021e+08 1.34619e+09 1.55559e+07 1.12466e+09 9.99364e+08 5.00674e+08 2723
2.51652e+08 6.92601e+08 7.58147e+06 5.80765e+08 4.84054e+08 2.47024e+08 1.4167e+09 1.52722e+07 1.20812e+09 1.08161e+09 5.84132e+08 3024
3.97245e+08 7.32123e+08 7.53434e+06 5.84049e+08 4.99996e+08 2.50247e+08 1.45466e+09 1.51356e+07 1.20812e+09 1.16432e+09 5.84132e+08 3418
6.33993e+08 7.56439e+08 7.97221e+06 5.84132e+08 5.80937e+08 2.50331e+08 1.47551e+09 1.52548e+07 1.20812e+09 1.21387e+09 5.84132e+08 3483
1.00032e+09 7.929e+08 8.66929e+06 6.53712e+08 5.84292e+08 3.19874e+08 1.49998e+09 1.57684e+07 1.29157e+09 1.16347e+09 6.67579e+08 3455
1.59206e+09 8.28409e+08 9.25953e+06 6.65142e+08 6.52467e+08 3.31304e+08 1.5836e+09 1.6507e+07 1.375e+09 1.2449e+09 7.51009e+08 3497
2.5143e+09 8.41541e+08 9.69501e+06 6.65142e+08 6.65236e+08 2.83151e+08 1.63903e+09 1.76941e+07 1.375e+09 1.32714e+09 7.51009e+08 3379
3.97715e+09 9.03151e+08 1.07977e+07 7.04377e+08 7.24565e+08 3.00709e+08 1.65763e+09 1.78914e+07 1.375e+09 1.40925e+09 7.51009e+08 3348
6.28342e+09 9.72256e+08 1.16356e+07 7.50956e+08 8.18429e+08 3.40463e+08 1.69298e+09 1.81029e+07 1.40624e+09 1.41215e+09 7.3836e+08 3439
9.97925e+09 9.75942e+08 1.21984e+07 7.49478e+08 8.31289e+08 3.38985e+08 1.77818e+09 1.90007e+07 1.54178e+09 1.40624e+09 8.34385e+08 3266
1.57549e+10 1.04534e+09 1.34117e+07 8.22755e+08 8.8567e+08 4.09251e+08 1.7773e+09 1.9886e+07 1.54178e+09 1.4879e+09 9.17793e+08 3137
2.48252e+10 1.10204e+09 1.584e+07 8.34304e+08 9.57369e+08 4.18387e+08 1.84672e+09 2.30349e+07 1.54178e+09 1.6507e+09 8.34385e+08 2588
3.92707e+10 1.18519e+09 1.91914e+07 9.05651e+08 1.08085e+09 4.88533e+08 1.80498e+09 2.58933e+07 1.49268e+09 1.61849e+09 8.68691e+08 2105
6.13635e+10 1.19288e+09 2.5011e+07 9.17599e+08 1.07932e+09 5.00391e+08 1.87776e+09 3.64658e+07 1.4584e+09 1.89615e+09 8.34415e+08 1224
9.59159e+10 1.36542e+09 4.5005e+07 1.06482e+09 1.30762e+09 6.07555e+08 1.71271e+09 5.55677e+07 1.29157e+09 1.73811e+09 6.67579e+08 496
1.46977e+11 1.50639e+09 1.02812e+08 1.08004e+09 1.7042e+09 5.79369e+08 1.51434e+09 9.36285e+07 1.20812e+09 1.41178e+09 5.84132e+08 137
2.32678e+11 1.90233e+09 3.66194e+08 1.25116e+09 2.50495e+09 4.28406e+08 1.19345e+09 2.79205e+08 7.84001e+08 1.42292e+09 2.43392e+08 11
3.60489e+11 7.46473e+08 3.2935e+08 1.07582e+09 0 6.58699e+08 1.12452e+09 5.83908e+08 1.70842e+09 0 1.16782e+09 2
