#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.69062e+07 0.0423302 0.0464208 0.000249352 0 0 0 0.00484795 2.14821e-05 0 0 0 852204
1.57092e+08 0.0670558 0.0758394 0.000542777 0 0 0 0.00788767 4.92859e-05 0 0.00890436 0 303747
2.49166e+08 0.0963939 0.111625 0.000735967 0 0 0 0.0115978 6.85253e-05 0 0.0177551 0 245223
3.94787e+08 0.127139 0.14932 0.00093667 0 0 0 0.0154584 8.92338e-05 0 0.0271523 0 200938
6.25425e+08 0.160485 0.19278 0.00119438 0 1 0 0.0199203 0.00011475 0 0.0381621 0 160395
9.90366e+08 0.197868 0.242543 0.00151726 0 1 0 0.0249495 0.000147143 0 0.0525216 0 124588
1.57015e+09 0.242736 0.304784 0.0019113 0 1 0 0.0319114 0.000192353 0 0.0690706 0 97876
2.48881e+09 0.29973 0.387746 0.00240729 0 1 0 0.0403742 0.000243621 0.00877349 0.0803982 0.00877349 77066
3.95049e+09 0.360373 0.479252 0.00294375 0 1 0 0.0508569 0.000308626 0.0176102 0.0939722 0.0176102 61836
6.25567e+09 0.429453 0.600378 0.00362936 0 1 0 0.0646769 0.000394327 0.0276111 0.111216 0.0276111 50250
9.92689e+09 0.509919 0.748242 0.00438243 1 1 1 0.0833927 0.000502242 0.0452261 0.129348 0.0452261 41234
1.56947e+10 0.596875 0.926432 0.005245 1 1 1 0.107392 0.000640827 0.0684898 0.15022 0.0625955 33724
2.48612e+10 0.682198 1.14449 0.00637108 1 1 1 0.140881 0.000832743 0.102316 0.174408 0.0897801 26721
3.92514e+10 0.764487 1.37641 0.00781363 1 1 1 0.182818 0.00111485 0.146611 0.196668 0.1193 19362
6.16191e+10 0.82734 1.56665 0.0100713 1 2 1 0.236765 0.00157719 0.207414 0.213656 0.151217 12041
9.64109e+10 0.887796 1.75228 0.0145814 2 1 1 0.308885 0.00258183 0.288385 0.23156 0.186094 5490
1.52211e+11 0.901864 1.7511 0.024763 2 1 1 0.402151 0.00486629 0.404425 0.223312 0.239745 1824
2.39264e+11 0.8583 1.64575 0.0501702 2 1 1 0.546748 0.00872014 0.577716 0.164872 0.255983 494
3.83601e+11 0.770492 1.27049 0.0894343 1 1 1 0.683644 0.013325 0.703306 0.126371 0.161491 122
6.06001e+11 0.538462 0.653846 0.146154 1 0 1 0.790157 0.0157513 0.787972 0.0807729 0.0468041 26
9.54969e+11 0.833333 0.833333 0.166667 1 0 1 0.804168 0.0214252 0.818656 0.0425318 0.0996128 6
