#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.70787e+07 0.046205 0.050956 0.00025646 0 0 0 0.0070903 2.89233e-05 0 0.00416455 0 889709
1.57173e+08 0.0739515 0.0842843 0.000554569 0 0 0 0.0121072 6.74884e-05 0 0.0167712 0 324307
2.49403e+08 0.106313 0.123703 0.000740342 0 0 0 0.0177592 9.18968e-05 0 0.0285604 0 267786
3.95224e+08 0.138105 0.163414 0.000930394 0 0 0 0.0234779 0.000116352 0 0.0457781 0 223286
6.25918e+08 0.172237 0.207819 0.00115683 0 1 0 0.0299408 0.000146451 0 0.0633053 0 182928
9.9162e+08 0.209138 0.258037 0.00144176 0 1 0 0.0375566 0.000187516 0 0.0814074 0 145956
1.57232e+09 0.253974 0.32016 0.00177703 0 1 0 0.0470424 0.000235405 0.00858974 0.0964152 0.00858974 118016
2.49344e+09 0.306292 0.395623 0.00215954 0 1 0 0.0592769 0.000297474 0.0173244 0.114517 0.0173244 96496
3.95971e+09 0.35898 0.477012 0.00256102 0 1 0 0.073466 0.000363446 0.0277151 0.134117 0.0277151 81063
6.27161e+09 0.420385 0.575286 0.0029989 0 1 0 0.0912517 0.000444453 0.045107 0.151536 0.045107 69070
9.95996e+09 0.484721 0.686497 0.00343964 0 2 0 0.114111 0.00053553 0.0680222 0.170742 0.0680222 60344
1.577e+10 0.549561 0.805752 0.00386434 1 1 1 0.142509 0.000631313 0.0983872 0.188184 0.0900391 53550
2.50036e+10 0.612552 0.927791 0.00427678 1 1 1 0.177705 0.000736018 0.138182 0.205909 0.119868 47529
3.94897e+10 0.652766 1.00647 0.00476575 1 1 1 0.214987 0.000858388 0.182269 0.217014 0.144945 39567
6.2108e+10 0.674907 1.03421 0.00546729 1 1 1 0.251669 0.00100977 0.230415 0.205179 0.163048 29287
9.75637e+10 0.655093 0.989083 0.0069176 1 1 1 0.285773 0.00126956 0.271875 0.192217 0.167087 17770
1.53053e+11 0.606478 0.8676 0.00944123 1 1 1 0.309878 0.00170737 0.303378 0.165648 0.15744 8429
2.42704e+11 0.540931 0.730981 0.0137531 1 0 1 0.323778 0.00222197 0.318792 0.135846 0.126115 3457
3.78834e+11 0.43488 0.545659 0.0192834 0 1 0 0.32586 0.00292735 0.322766 0.103663 0.10469 1336
6.03525e+11 0.40201 0.472362 0.0317416 0 1 0 0.321651 0.00459794 0.321714 0.0885 0.0904978 398
9.50655e+11 0.302083 0.322917 0.0523458 0 1 0 0.287627 0.00889136 0.28186 0.0980241 0.0911775 96
1.45661e+12 0.272727 0.272727 0.140836 0 1 0 0.271945 0.0167202 0.297855 0.0341938 0.0911441 11
