#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.45 - 2.61667
#HM    Stats: 9.361760e+12 (median) + 5.638240e+12  / - 2.761760e+12
#SM    Stats: 1.075250e+11 (median) + 6.258699e+10  / - 4.451240e+10
#ObsSM Stats: 1.092670e+11 (median) + 6.829399e+10  / - 4.686840e+10
#VMP   Stats: 3.153400e+02 (median) + 4.972000e+01  / - 2.529999e+01
#ICL   Stats: 3.608400e+09 (median) + 1.075520e+10  / - 2.486100e+09
#SSFR  Stats: 5.591065e-11 (median) + 1.050595e-10  / - 3.824992e-11
sfh 0.055623 0 0 0 #avg: 5.97083e-06; avg_err: 5.97083e-06; sd: 0.000326763; counts: 2996
sfh 0.060123 0 0 0 #avg: 0.000299755; avg_err: 8.47597e-05; sd: 0.00463861; counts: 2996
sfh 0.062373 0 0 0 #avg: 0.00245595; avg_err: 0.000432279; sd: 0.0236572; counts: 2996
sfh 0.064623 0 0 0 #avg: 0.00739398; avg_err: 0.00128963; sd: 0.0705773; counts: 2996
sfh 0.066873 0 0 0 #avg: 0.0188552; avg_err: 0.00223756; sd: 0.122454; counts: 2996
sfh 0.069123 0 0 0 #avg: 0.0385502; avg_err: 0.00359465; sd: 0.196723; counts: 2996
sfh 0.071373 0 0.039515 0 #avg: 0.0665344; avg_err: 0.00514512; sd: 0.281575; counts: 2996
sfh 0.073623 0 0.0944506 0 #avg: 0.0998605; avg_err: 0.00706326; sd: 0.386548; counts: 2996
sfh 0.075873 0 0.172433 0 #avg: 0.142632; avg_err: 0.00923413; sd: 0.505352; counts: 2996
sfh 0.078123 0.00955879 0.275759 0.00955879 #avg: 0.199793; avg_err: 0.0118983; sd: 0.651151; counts: 2996
sfh 0.080373 0.0347053 0.372981 0.0347053 #avg: 0.271472; avg_err: 0.0239825; sd: 1.31248; counts: 2996
sfh 0.082623 0.0741227 0.419198 0.0741227 #avg: 0.323163; avg_err: 0.0213567; sd: 1.16878; counts: 2996
sfh 0.085998 0.151461 0.554966 0.147947 #avg: 0.46498; avg_err: 0.023782; sd: 1.30151; counts: 2996
sfh 0.089373 0.235479 0.688005 0.213912 #avg: 0.622619; avg_err: 0.0359886; sd: 1.96953; counts: 2996
sfh 0.092748 0.340025 0.865645 0.285285 #avg: 0.76401; avg_err: 0.0315504; sd: 1.72664; counts: 2996
sfh 0.096123 0.465438 1.00858 0.361757 #avg: 0.943914; avg_err: 0.0344165; sd: 1.8835; counts: 2996
sfh 0.099498 0.607303 1.21539 0.447051 #avg: 1.15396; avg_err: 0.039381; sd: 2.15519; counts: 2996
sfh 0.102873 0.759433 1.38104 0.529781 #avg: 1.41672; avg_err: 0.0485783; sd: 2.65852; counts: 2996
sfh 0.106248 0.930263 1.606 0.63027 #avg: 1.67445; avg_err: 0.0537158; sd: 2.93968; counts: 2996
sfh 0.109623 1.09506 1.8479 0.711821 #avg: 1.95248; avg_err: 0.0608371; sd: 3.32941; counts: 2996
sfh 0.112998 1.28296 2.18221 0.835667 #avg: 2.23715; avg_err: 0.0639446; sd: 3.49947; counts: 2996
sfh 0.116373 1.47786 2.4594 0.961649 #avg: 2.58462; avg_err: 0.0795848; sd: 4.3554; counts: 2996
sfh 0.119748 1.63044 2.73619 1.04888 #avg: 2.9411; avg_err: 0.0929044; sd: 5.08434; counts: 2996
sfh 0.123123 1.81283 3.33188 1.16415 #avg: 3.30527; avg_err: 0.108291; sd: 5.92641; counts: 2996
sfh 0.126498 1.98886 3.42537 1.25207 #avg: 3.59581; avg_err: 0.115884; sd: 6.34196; counts: 2996
sfh 0.129873 2.19208 3.95982 1.37999 #avg: 3.99196; avg_err: 0.12653; sd: 6.92453; counts: 2996
sfh 0.133248 2.41316 4.08172 1.53625 #avg: 4.21923; avg_err: 0.123324; sd: 6.74911; counts: 2996
sfh 0.136623 2.61247 4.48137 1.6453 #avg: 4.5486; avg_err: 0.1275; sd: 6.97766; counts: 2996
sfh 0.141685 2.97056 4.99478 1.89193 #avg: 5.06149; avg_err: 0.13678; sd: 7.4855; counts: 2996
sfh 0.146748 3.27283 5.73476 2.0687 #avg: 5.59428; avg_err: 0.153652; sd: 8.40883; counts: 2996
sfh 0.15181 3.65067 6.12855 2.33571 #avg: 6.22434; avg_err: 0.169475; sd: 9.27478; counts: 2996
sfh 0.156873 3.86397 7.07643 2.41458 #avg: 6.90967; avg_err: 0.206049; sd: 11.2763; counts: 2996
sfh 0.161935 4.28624 7.55946 2.76497 #avg: 7.31703; avg_err: 0.187336; sd: 10.2523; counts: 2996
sfh 0.166998 4.61483 8.31897 2.96341 #avg: 8.01681; avg_err: 0.205323; sd: 11.2366; counts: 2996
sfh 0.17206 4.93105 9.03775 3.14461 #avg: 8.86876; avg_err: 0.24822; sd: 13.5842; counts: 2996
sfh 0.177123 5.52536 9.78154 3.60514 #avg: 9.94337; avg_err: 0.304358; sd: 16.6565; counts: 2996
sfh 0.182185 5.94846 10.7555 3.97237 #avg: 10.9989; avg_err: 0.371279; sd: 20.3188; counts: 2996
sfh 0.187248 6.30793 11.7 4.1786 #avg: 11.8337; avg_err: 0.370322; sd: 20.2665; counts: 2996
sfh 0.19231 6.638 13.228 4.34735 #avg: 12.8626; avg_err: 0.392466; sd: 21.4783; counts: 2996
sfh 0.197373 7.35979 14.3106 4.92766 #avg: 13.6381; avg_err: 0.396713; sd: 21.7107; counts: 2996
sfh 0.202435 7.81379 15.4041 5.3077 #avg: 14.5112; avg_err: 0.399058; sd: 21.8391; counts: 2996
sfh 0.207498 8.01866 16.1586 5.33507 #avg: 15.6155; avg_err: 0.444607; sd: 24.3318; counts: 2996
sfh 0.21256 8.72278 18.4586 5.90009 #avg: 16.8452; avg_err: 0.469906; sd: 25.7164; counts: 2996
sfh 0.217623 9.39782 20.3397 6.45555 #avg: 18.1074; avg_err: 0.515598; sd: 28.2169; counts: 2996
sfh 0.222685 9.90035 21.6129 6.83376 #avg: 19.2508; avg_err: 0.551356; sd: 30.1738; counts: 2996
sfh 0.227748 10.5605 22.4476 7.36815 #avg: 20.9208; avg_err: 0.640801; sd: 35.0689; counts: 2996
sfh 0.23281 11.2625 25.7606 7.91703 #avg: 22.6104; avg_err: 0.698496; sd: 38.2263; counts: 2996
