#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.22816e+07 5.56879e+08 5.90577e+06 4.17295e+08 4.12617e+08 8.3734e+07 1.32033e+09 1.67484e+07 1.12466e+09 9.99364e+08 5.00674e+08 2288
1.60637e+08 5.84956e+08 7.76254e+06 4.97568e+08 3.36818e+08 1.64007e+08 1.40568e+09 2.04792e+07 1.20812e+09 1.08161e+09 5.84132e+08 1554
2.53335e+08 6.22012e+08 7.54554e+06 5.00587e+08 4.17146e+08 1.66927e+08 1.3656e+09 1.83476e+07 1.12466e+09 1.08226e+09 5.00674e+08 2071
4.00239e+08 6.15904e+08 7.10288e+06 5.00468e+08 4.13566e+08 1.66907e+08 1.45463e+09 1.80168e+07 1.20812e+09 1.11222e+09 5.84132e+08 2282
6.33313e+08 6.45564e+08 6.97018e+06 5.00725e+08 4.5561e+08 1.6706e+08 1.47336e+09 1.76454e+07 1.20812e+09 1.16432e+09 5.84132e+08 2624
1.00653e+09 6.69764e+08 6.72921e+06 5.80765e+08 4.19832e+08 2.471e+08 1.51253e+09 1.64514e+07 1.29157e+09 1.16347e+09 6.67579e+08 3011
1.59084e+09 7.04775e+08 7.44642e+06 5.80765e+08 5.00846e+08 2.47024e+08 1.51912e+09 1.55861e+07 1.29157e+09 1.16347e+09 6.67579e+08 3358
2.51504e+09 7.32572e+08 7.28322e+06 5.83933e+08 5.00584e+08 2.50132e+08 1.55955e+09 1.51392e+07 1.3332e+09 1.20433e+09 7.09213e+08 3861
3.99195e+09 7.60992e+08 7.31571e+06 5.84132e+08 5.81594e+08 2.5033e+08 1.58485e+09 1.43618e+07 1.375e+09 1.16253e+09 7.51009e+08 4357
6.34235e+09 8.18711e+08 7.70735e+06 6.6191e+08 5.89251e+08 3.28075e+08 1.6078e+09 1.37965e+07 1.375e+09 1.2449e+09 7.51009e+08 4982
1.00217e+10 8.55946e+08 7.45785e+06 6.67399e+08 6.65802e+08 2.71854e+08 1.6484e+09 1.30114e+07 1.41706e+09 1.28508e+09 7.49455e+08 5769
1.59124e+10 8.9566e+08 7.34735e+06 7.34652e+08 6.79192e+08 3.26421e+08 1.66976e+09 1.24863e+07 1.4584e+09 1.32584e+09 7.51008e+08 6395
2.50455e+10 9.60553e+08 8.04826e+06 7.50856e+08 7.90924e+08 3.37881e+08 1.69419e+09 1.28259e+07 1.4584e+09 1.32584e+09 7.90801e+08 6570
3.93378e+10 1.00013e+09 8.9255e+06 7.97101e+08 7.86316e+08 3.83106e+08 1.68311e+09 1.37104e+07 1.375e+09 1.48996e+09 7.51009e+08 5914
6.19277e+10 1.05856e+09 1.10248e+07 8.34303e+08 9.03806e+08 4.17185e+08 1.63772e+09 1.6611e+07 1.32941e+09 1.45484e+09 7.05422e+08 4234
9.64676e+10 1.10961e+09 1.66251e+07 8.91995e+08 9.34519e+08 4.34732e+08 1.55601e+09 2.31526e+07 1.25022e+09 1.36968e+09 6.26232e+08 1953
1.50935e+11 1.1684e+09 3.62039e+07 9.16791e+08 9.9764e+08 4.99496e+08 1.43339e+09 4.30793e+07 1.12466e+09 1.16507e+09 5.00674e+08 518
2.32338e+11 1.35854e+09 9.93334e+07 1.0412e+09 1.49633e+09 5.47424e+08 1.13779e+09 6.29333e+07 9.57732e+08 8.33941e+08 4.17123e+08 101
3.40643e+11 1.65624e+09 3.52242e+08 1.79167e+09 7.48435e+08 1.08428e+09 1.21463e+09 2.31816e+08 1.375e+09 4.99873e+08 7.51009e+08 7
5.98793e+11 1.08287e+09 5.4226e+08 1.62513e+09 0 1.08452e+09 9.99586e+08 4.17792e+08 1.41738e+09 0 8.35584e+08 2
