#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.44876e+07 9.43984e+08 1.09387e+08 6.99664e+08 7.80831e+08 2.51872e+08 1.49151e+09 1.4369e+08 1.16825e+09 1.39422e+09 5.96612e+08 53
1.66165e+08 1.04319e+09 9.49924e+07 7.91761e+08 1.06626e+09 2.97818e+08 1.66058e+09 1.81609e+08 1.16998e+09 1.39249e+09 5.64745e+08 44
2.5093e+08 1.10399e+09 7.11727e+07 9.16284e+08 9.41735e+08 4.20459e+08 1.6591e+09 1.50321e+08 1.28215e+09 1.80556e+09 6.76918e+08 82
4.0684e+08 9.88651e+08 7.0375e+07 7.91253e+08 7.19994e+08 4.32772e+08 1.76006e+09 1.4115e+08 1.16194e+09 2.23939e+09 5.56703e+08 94
6.3239e+08 1.17668e+09 8.93748e+07 8.29125e+08 1.04863e+09 3.4766e+08 1.76913e+09 1.35706e+08 1.28215e+09 1.9983e+09 7.02146e+08 95
9.94252e+08 1.29218e+09 1.02659e+08 9.41735e+08 1.38435e+09 4.80203e+08 2.10959e+09 1.59768e+08 1.62073e+09 2.38962e+09 1.0155e+09 107
1.62015e+09 1.64404e+09 1.66093e+08 1.05478e+09 1.88194e+09 5.58955e+08 1.9198e+09 1.96618e+08 1.32176e+09 2.19466e+09 8.27816e+08 79
2.48653e+09 1.2681e+09 1.002e+08 9.41735e+08 1.26673e+09 4.47792e+08 2.00767e+09 1.64818e+08 1.64866e+09 1.87386e+09 1.15471e+09 94
4.0546e+09 1.66948e+09 1.26187e+08 1.37429e+09 1.54557e+09 7.69059e+08 2.12763e+09 1.79836e+08 1.85802e+09 1.6645e+09 1.15123e+09 86
6.24722e+09 1.20038e+09 1.01626e+08 8.29125e+08 1.02889e+09 4.54727e+08 1.90719e+09 1.43965e+08 1.51125e+09 1.7692e+09 8.36939e+08 102
9.96051e+09 1.71525e+09 1.48207e+08 1.39649e+09 1.40387e+09 7.91253e+08 2.2435e+09 2.01259e+08 1.85802e+09 1.90783e+09 1.25278e+09 71
1.59554e+10 1.85077e+09 1.47754e+08 1.49696e+09 1.90437e+09 8.91724e+08 1.67098e+09 1.47241e+08 1.13248e+09 1.42999e+09 5.29818e+08 97
2.47446e+10 2.26756e+09 1.73468e+08 1.85802e+09 1.86034e+09 1.17079e+09 1.74027e+09 1.15124e+08 1.39649e+09 1.52337e+09 7.91253e+08 121
4.0429e+10 1.83149e+09 1.86227e+08 1.28215e+09 1.62523e+09 6.7312e+08 1.95051e+09 1.87339e+08 1.50769e+09 2.19821e+09 1.01375e+09 78
6.11656e+10 2.36477e+09 2.13635e+08 1.75161e+09 2.45333e+09 1.06184e+09 1.61873e+09 1.8359e+08 1.16825e+09 1.87146e+09 6.95492e+08 61
9.70014e+10 2.75861e+09 4.28861e+08 1.85802e+09 3.67058e+09 1.02889e+09 2.0828e+09 3.38489e+08 1.28215e+09 3.21471e+09 6.8293e+08 31
1.4719e+11 3.18386e+09 6.89828e+08 3.28045e+09 1.71795e+09 2.45132e+09 1.70286e+09 4.90952e+08 1.33625e+09 1.35975e+09 9.8111e+08 11
2.54146e+11 6.86409e+08 1.40542e+08 6.05234e+08 3.54815e+08 1.11291e+08 1.53533e+09 5.77843e+08 1.48049e+09 1.08197e+09 9.17478e+08 3
3.38824e+11 4.01036e+09 4.01036e+09 4.01036e+09 0 0 9.88039e+08 9.88039e+08 9.88039e+08 0 0 1
