#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
44.2643 0.000217512 7.10503e-06 8.06975e+06 41774.2 0 0 0 0.491937 6.31053e-05 0.492754 0.11879 0.123883 0.77131 4.00518e-05 0.778393 0.0710213 0.0851229 0.956099 1.21433e-05 0.960749 0.0180587 0.0272032 4307809
62.0718 0.000601811 2.32778e-05 2.75119e+07 157772 0 0 0 0.415757 9.90163e-05 0.422758 0.0932354 0.113418 0.737483 6.20922e-05 0.741293 0.0600982 0.0680227 0.944331 2.30617e-05 0.947374 0.0201006 0.0260555 1109983
78.2904 0.00125832 5.06261e-05 7.56717e+07 412076 0 0 0 0.422597 0.000123993 0.426567 0.0773232 0.0871878 0.718312 8.76668e-05 0.720544 0.0581771 0.0632607 0.93387 3.86616e-05 0.936846 0.022045 0.0268166 490338
98.5733 0.00298256 0.000113954 1.9876e+08 1.00522e+06 0 4.75771e+08 0 0.440093 0.000156621 0.439538 0.0706981 0.0703315 0.696946 0.000131694 0.697551 0.0612851 0.06288 0.914838 7.71533e-05 0.91988 0.0273026 0.033836 228998
123.794 0.00738529 0.000269215 4.62587e+08 2.36046e+06 0 1.05478e+09 0 0.445147 0.00021376 0.443691 0.0651947 0.0630256 0.651194 0.000215653 0.648443 0.0701834 0.0650839 0.876836 0.000178252 0.888228 0.0382162 0.0625511 101147
155.883 0.0139212 0.000567687 8.67133e+08 5.07445e+06 5.75867e+08 1.16614e+09 5.75867e+08 0.416037 0.000298852 0.41451 0.0592011 0.0571147 0.5839 0.000365903 0.576769 0.0822567 0.066429 0.829549 0.000395631 0.847765 0.0568939 0.102157 42597
196.069 0.0245795 0.0011653 1.39987e+09 1.05193e+07 9.628e+08 1.70951e+09 9.628e+08 0.366843 0.000434252 0.365452 0.0561891 0.0540752 0.511886 0.000590368 0.501237 0.0860593 0.0634791 0.781677 0.000826239 0.801462 0.0900553 0.140797 17657
246.619 0.0385734 0.00238275 1.96026e+09 2.14574e+07 1.42689e+09 2.30742e+09 9.7386e+08 0.31878 0.000699527 0.318013 0.0544271 0.0558108 0.451384 0.00101163 0.439882 0.0860699 0.0644409 0.735027 0.00168456 0.74945 0.134622 0.166372 6533
309.687 0.0589569 0.00501726 2.42703e+09 4.11785e+07 1.9401e+09 2.66805e+09 1.33578e+09 0.278836 0.0010882 0.277633 0.0518751 0.0509703 0.401608 0.00160961 0.394273 0.0713983 0.0589367 0.686125 0.00320924 0.673822 0.196358 0.150534 2205
390.425 0.0839895 0.0100547 2.97091e+09 7.44814e+07 2.61387e+09 2.57131e+09 1.80768e+09 0.248056 0.00164252 0.244773 0.0479469 0.0412875 0.355999 0.00227273 0.35401 0.0592846 0.0594069 0.624665 0.00565101 0.588535 0.228166 0.109605 762
492.381 0.201717 0.0263454 3.18519e+09 1.24458e+08 3.05884e+09 2.2718e+09 2.1171e+09 0.226974 0.0025053 0.226732 0.0408244 0.0369488 0.333329 0.00377594 0.33042 0.0578386 0.0537898 0.567174 0.0083176 0.544299 0.144436 0.0876438 233
621.57 0.164948 0.0378787 3.52911e+09 1.86104e+08 3.80835e+09 1.45978e+09 2.4943e+09 0.212253 0.00492592 0.205308 0.0357023 0.0270008 0.315207 0.00815243 0.304789 0.0483586 0.0378738 0.53159 0.0119281 0.506019 0.0847841 0.0592288 97
778.787 0.194444 0.0668977 3.01638e+09 2.82014e+08 3.12367e+09 1.87473e+09 2.09477e+09 0.198309 0.00376403 0.199726 0.0187232 0.0250407 0.300647 0.0054723 0.29464 0.0432921 0.026747 0.518484 0.0108994 0.514237 0.0694044 0.0572523 36
997.405 0.222222 0.146986 2.53136e+09 4.45827e+08 2.91986e+09 9.68104e+08 2.09073e+09 0.18384 0.00606037 0.180313 0.0227953 0.0160779 0.283648 0.0110478 0.291 0.0134428 0.0179561 0.501911 0.0158683 0.494385 0.0549505 0.0400965 9
1220.97 0.25 0.25 2.9557e+09 2.7167e+08 3.03971e+09 6.04319e+08 7.00994e+08 0.177933 0.00945822 0.17917 0.024881 0.017715 0.279772 0.0132298 0.267688 0.0517553 0.00187349 0.496831 0.0269342 0.500193 0.0591313 0.072485 4
