#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.46095e+07 4.11014e+08 5.45973e+07 3.43845e+08 1.22638e+08 1.61892e+07 6.88611e+08 1.24712e+08 6.74785e+08 2.03209e+08 3.1462e+08 7
1.61606e+08 4.07661e+08 3.0743e+07 3.82884e+08 9.1161e+07 4.42358e+07 5.35696e+08 4.30821e+07 5.36715e+08 1.38069e+08 1.7655e+08 9
2.52202e+08 4.35529e+08 2.33328e+07 4.07939e+08 1.22925e+08 7.4686e+07 4.91585e+08 3.71693e+07 4.66944e+08 2.76105e+08 1.06779e+08 21
4.03396e+08 4.44779e+08 2.33126e+07 3.82884e+08 2.01605e+08 4.96311e+07 5.51858e+08 3.6344e+07 5.36715e+08 2.06334e+08 1.7655e+08 33
6.52208e+08 4.21393e+08 1.24911e+07 4.04754e+08 1.30508e+08 6.61061e+07 5.58615e+08 2.59993e+07 5.36715e+08 1.38069e+08 1.7655e+08 48
1.01414e+09 4.22123e+08 1.67707e+07 3.82884e+08 9.1161e+07 4.69084e+07 5.68682e+08 2.56126e+07 5.36715e+08 2.74073e+08 1.7655e+08 78
1.58375e+09 4.43175e+08 1.3443e+07 4.01517e+08 1.82972e+08 6.28687e+07 6.0097e+08 2.52344e+07 5.36715e+08 3.41278e+08 1.7655e+08 92
2.47816e+09 4.44675e+08 1.45385e+07 4.01517e+08 1.82972e+08 6.55414e+07 5.80649e+08 2.20235e+07 5.36715e+08 2.74073e+08 1.7655e+08 90
3.94966e+09 4.88991e+08 1.62848e+07 4.1105e+08 2.39545e+08 6.97716e+07 5.84662e+08 1.92448e+07 5.36715e+08 2.74073e+08 1.7655e+08 125
6.4375e+09 4.94463e+08 1.4427e+07 4.50623e+08 2.07205e+08 1.11975e+08 5.84118e+08 1.94625e+07 5.36715e+08 2.06334e+08 1.7655e+08 143
1.00981e+10 4.66265e+08 1.0845e+07 4.46348e+08 1.53295e+08 1.077e+08 5.76463e+08 1.53764e+07 5.36715e+08 2.06334e+08 1.7655e+08 154
1.58641e+10 5.13951e+08 1.36475e+07 4.50623e+08 2.65513e+08 1.09345e+08 6.02001e+08 1.68638e+07 5.36715e+08 2.74073e+08 1.7655e+08 171
2.48741e+10 5.2381e+08 1.32916e+07 4.70295e+08 2.62423e+08 1.29017e+08 6.01303e+08 1.78387e+07 5.36715e+08 2.74073e+08 1.7655e+08 202
3.98131e+10 4.78268e+08 1.11749e+07 4.1105e+08 2.3527e+08 7.24017e+07 6.10485e+08 1.47367e+07 5.36715e+08 2.74073e+08 1.7655e+08 201
6.17564e+10 5.18008e+08 1.7386e+07 4.66483e+08 2.49653e+08 1.27835e+08 6.55122e+08 1.83551e+07 6.06006e+08 2.71987e+08 2.45841e+08 144
9.65725e+10 4.9031e+08 2.19474e+07 4.1105e+08 2.63274e+08 8.33942e+07 7.28851e+08 2.92976e+07 6.74785e+08 3.35975e+08 2.07841e+08 70
1.44748e+11 4.77542e+08 2.53619e+07 4.7771e+08 1.06676e+08 9.48266e+07 7.84466e+08 8.78354e+07 8.10788e+08 2.65513e+08 3.43845e+08 13
2.4987e+11 3.58754e+08 4.60002e+07 4.04754e+08 0 9.20005e+07 9.05828e+08 2.99821e+08 1.20565e+09 0 5.99643e+08 2
