#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.10739e+09 0.00102147 0.0010753 1.64062e-05 0 0 0 0.000238274 2.57316e-06 0 0 0 4402487
1.56474e+10 0.00103648 0.00108127 2.59927e-05 0 0 0 0.000246812 3.15327e-06 0 0 0 1741470
2.47024e+10 0.00101121 0.00103242 3.02053e-05 0 0 0 0.000315311 3.98075e-06 0 0 0 1178781
3.91008e+10 0.00175765 0.00177434 4.81683e-05 0 0 0 0.00057274 6.73855e-06 0 0 0 778880
6.2011e+10 0.00436868 0.00442511 9.37691e-05 0 0 0 0.00130075 1.32312e-05 0 0 0 513885
9.83959e+10 0.011406 0.0116695 0.00018895 0 0 0 0.00310295 2.6391e-05 0 0 0 337804
1.56031e+11 0.0300777 0.031098 0.000381544 0 0 0 0.00719512 5.28487e-05 0 0.00520267 0 221493
2.4725e+11 0.0675796 0.0708145 0.000701479 0 0 0 0.0158501 0.000100751 0 0.0310597 0 147145
3.91599e+11 0.137773 0.148832 0.00124453 0 0 0 0.0319801 0.00018526 0 0.0726429 0 96579
6.20235e+11 0.248014 0.277609 0.00202438 0 1 0 0.060476 0.000319585 0.0258621 0.109893 0.0258621 64065
9.83033e+11 0.38399 0.451905 0.00307287 0 1 0 0.104712 0.000524134 0.073091 0.141205 0.073091 41699
1.56295e+12 0.516833 0.645012 0.00431336 1 0 1 0.166722 0.00079834 0.14455 0.163101 0.117884 27446
2.46579e+12 0.61923 0.807757 0.00569514 1 1 1 0.245472 0.00114972 0.235317 0.175494 0.157949 17764
3.91746e+12 0.660054 0.894346 0.00734379 1 1 1 0.335037 0.00154473 0.340162 0.168409 0.185702 11443
6.21378e+12 0.651709 0.881912 0.00930944 1 1 1 0.421871 0.00197252 0.433538 0.160907 0.189377 7198
9.7743e+12 0.59016 0.786734 0.0116148 1 1 1 0.505423 0.00238049 0.527046 0.140035 0.189011 4553
1.55345e+13 0.526334 0.677317 0.014067 1 0 1 0.576926 0.00270559 0.599322 0.120631 0.166148 2848
2.46406e+13 0.412088 0.528694 0.0177641 0 1 0 0.637073 0.00318126 0.658725 0.102379 0.14659 1638
3.90765e+13 0.327805 0.390244 0.0193724 0 1 0 0.687798 0.00350036 0.708311 0.0868077 0.130068 1025
6.20037e+13 0.275261 0.329268 0.0245833 0 1 0 0.72169 0.00413484 0.74059 0.0680406 0.1067 574
9.68741e+13 0.226667 0.253333 0.0284781 0 1 0 0.754093 0.0051007 0.767565 0.0692849 0.0938935 300
1.52232e+14 0.22695 0.255319 0.0419923 0 1 0 0.77186 0.00736988 0.786529 0.0663916 0.106266 141
2.30905e+14 0.210526 0.22807 0.0614035 0 1 0 0.797528 0.00814659 0.806576 0.0498697 0.0644603 57
3.96841e+14 0.173913 0.217391 0.108101 0 1 0 0.816536 0.0098284 0.806701 0.062296 0.0396309 23
5.769e+14 0 0 0 0 0 0 0.793801 0.0206237 0.814425 0 0.0412473 2
9.79877e+14 0 0 0 0 0 0 0.83316 0.000722051 0.833882 0 0.0014441 2
