#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
3.77301e+08 3.41278e+08 3.41278e+08 3.41278e+08 0 0 5.36715e+08 5.36715e+08 5.36715e+08 0 0 1
9.24595e+08 3.3048e+08 3.3048e+08 3.3048e+08 0 0 8.10788e+08 8.10788e+08 8.10788e+08 0 0 1
1.6437e+09 4.39614e+08 3.80968e+07 4.7771e+08 0 7.61936e+07 5.70864e+08 1.03921e+08 6.74785e+08 0 2.07841e+08 2
2.24884e+09 4.63206e+08 9.63361e+07 4.01517e+08 2.50609e+08 6.55414e+07 6.9754e+08 2.27547e+07 6.74785e+08 6.82641e+07 0 3
4.18165e+09 4.71305e+08 4.83972e+07 4.7771e+08 1.31647e+08 1.41735e+08 5.91546e+08 5.52912e+07 6.06006e+08 1.37043e+08 1.39062e+08 5
7.58934e+09 6.09358e+08 6.09358e+08 6.09358e+08 0 0 4.66944e+08 4.66944e+08 4.66944e+08 0 0 1
1.01215e+10 5.75155e+08 4.94991e+07 5.99643e+08 7.46813e+07 1.88593e+08 5.7748e+08 6.37749e+07 5.36715e+08 2.74073e+08 6.97716e+07 5
1.63627e+10 5.64864e+08 9.71795e+07 5.26385e+08 3.51608e+08 1.87737e+08 6.8287e+08 7.66829e+07 6.74785e+08 6.82641e+07 6.87788e+07 7
2.37272e+10 5.36273e+08 6.52102e+07 4.70295e+08 2.50094e+08 1.1013e+08 6.98932e+08 8.55316e+07 6.06006e+08 3.38648e+08 8.81777e+07 7
3.83076e+10 4.14236e+08 4.19953e+07 3.38648e+08 2.05168e+08 1.38679e+07 7.49338e+08 7.40126e+07 8.10788e+08 1.33866e+08 2.04782e+08 8
6.45298e+10 4.36942e+08 3.4767e+07 4.07939e+08 1.28777e+08 7.74592e+07 7.40404e+08 4.70856e+07 7.95898e+08 8.20959e+07 2.59182e+08 12
8.88784e+10 4.45487e+08 4.34069e+07 4.42101e+08 1.52548e+08 1.20248e+08 8.40973e+08 1.07979e+08 1.01076e+09 1.30508e+08 4.74045e+08 6
