#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
49.282 6.84281e+08 3.69882e+06 5.67362e+08 4.6534e+08 2.18119e+08 2.11072e+09 1.55457e+07 1.62642e+09 1.77491e+09 9.0946e+08 12691
63.6353 7.63591e+08 3.42791e+06 5.91894e+08 5.85957e+08 2.39879e+08 2.04832e+09 9.87281e+06 1.62642e+09 1.77491e+09 9.0946e+08 21162
80.4959 9.15861e+08 3.52316e+06 7.04417e+08 7.58447e+08 3.42799e+08 2.32786e+09 8.74748e+06 1.85802e+09 2.15234e+09 1.02889e+09 34895
99.3134 1.09804e+09 4.40034e+06 8.28064e+08 1.00408e+09 4.56483e+08 2.51328e+09 9.53997e+06 1.97444e+09 2.40471e+09 1.14531e+09 36210
124.284 1.31151e+09 7.08354e+06 9.51436e+08 1.29755e+09 4.98409e+08 2.6561e+09 1.32893e+07 2.09125e+09 2.65883e+09 1.26213e+09 22108
155.627 1.66163e+09 1.37524e+07 1.16998e+09 1.86812e+09 6.84579e+08 2.62204e+09 2.02647e+07 1.97444e+09 2.77565e+09 1.25748e+09 10076
195.263 2.16742e+09 3.08828e+07 1.51944e+09 2.58238e+09 9.52073e+08 2.3763e+09 3.27752e+07 1.74201e+09 2.51395e+09 1.02505e+09 3520
245.253 2.90338e+09 6.97316e+07 2.2941e+09 3.05677e+09 1.57714e+09 1.9943e+09 4.97824e+07 1.51125e+09 1.89008e+09 9.06013e+08 1055
308.982 3.80514e+09 1.76189e+08 3.2109e+09 3.75449e+09 2.38769e+09 1.73888e+09 9.61126e+07 1.16825e+09 2.00927e+09 6.74308e+08 243
385.233 4.73029e+09 4.46089e+08 4.24344e+09 4.53832e+09 3.19584e+09 1.52551e+09 1.47797e+08 1.05478e+09 1.74558e+09 5.60837e+08 62
485.047 6.7586e+09 7.61675e+08 7.32182e+09 3.01324e+09 3.79931e+09 1.08148e+09 1.51693e+08 9.41735e+08 9.16284e+08 4.41629e+08 19
671.126 7.67638e+09 1.11577e+09 8.79215e+09 0 2.23153e+09 1.15393e+09 8.20505e+08 1.97444e+09 0 1.64101e+09 2
729.837 4.43368e+09 3.37184e+09 7.80552e+09 0 6.74368e+09 1.1339e+09 7.2412e+08 1.85802e+09 0 1.44824e+09 2
