#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.2152e+09 0.00762944 0.00804302 4.71675e-05 0 0 0 0.000948581 4.32434e-06 0 0 0 3979848
1.56926e+10 0.0131183 0.0138931 9.15314e-05 0 0 0 0.00150191 7.45121e-06 0 0 0 1830121
2.4746e+10 0.0216094 0.0233793 0.000142191 0 0 0 0.00248137 1.17961e-05 0 0 0 1315953
3.91265e+10 0.0378793 0.0419972 0.000232923 0 0 0 0.00439324 2.02185e-05 0 0 0 905560
6.20409e+10 0.0666302 0.0763101 0.000389902 0 0 0 0.00790649 3.55856e-05 0 0.0087564 0 604861
9.83525e+10 0.109872 0.1294 0.00062914 0 0 0 0.0134031 5.9727e-05 0 0.0190825 0 396405
1.55755e+11 0.169563 0.20534 0.000984684 0 1 0 0.0212648 9.64814e-05 0 0.0430254 0 253239
2.46609e+11 0.252767 0.316615 0.00151578 0 1 0 0.0326512 0.000150801 0 0.0710287 0 158672
3.90345e+11 0.365803 0.481801 0.00234028 0 1 0 0.0506328 0.000243177 0.0178352 0.0933282 0.0178352 96079
6.18414e+11 0.48633 0.681058 0.00345907 0 1 0 0.0747311 0.000382155 0.0413534 0.116468 0.0413534 57973
9.78981e+11 0.611266 0.917036 0.00508287 1 1 1 0.105992 0.000596579 0.0736228 0.140012 0.0673644 32966
1.54662e+12 0.710587 1.13165 0.00711776 1 1 1 0.14249 0.000906647 0.115042 0.154061 0.0974672 18617
2.44549e+12 0.77444 1.28661 0.00970796 1 1 1 0.179112 0.00134868 0.156071 0.168762 0.12114 10352
3.88988e+12 0.818734 1.37505 0.0132174 1 1 1 0.209165 0.00198512 0.190606 0.17038 0.134167 5434
6.11123e+12 0.81686 1.37028 0.0187644 1 1 1 0.234946 0.00284406 0.219155 0.178104 0.144845 2752
9.68689e+12 0.79955 1.32658 0.0266054 1 1 1 0.25689 0.0041342 0.247609 0.160133 0.147887 1332
1.55071e+13 0.817919 1.22399 0.0324102 1 1 1 0.268882 0.00549999 0.257737 0.161054 0.135351 692
2.4456e+13 0.766667 1.15 0.0491 1 1 1 0.276749 0.00766243 0.27168 0.136797 0.132499 300
3.89184e+13 0.740506 1.13291 0.0788454 1 1 1 0.288143 0.00936434 0.293259 0.108358 0.129114 158
6.17213e+13 0.652778 0.930556 0.105273 1 1 1 0.302372 0.0137775 0.315331 0.0786782 0.149728 72
9.66474e+13 0.659574 0.978723 0.134272 1 1 1 0.274019 0.0168658 0.290294 0.10325 0.127783 47
1.60912e+14 0.666667 0.722222 0.135414 1 0 1 0.232062 0.0321618 0.25897 0.0950852 0.182498 18
2.4645e+14 0.375 0.375 0.182981 0 1 0 0.24703 0.0301914 0.250428 0.0512695 0.0843961 8
3.6743e+14 0.333333 0.666667 0.666667 0 2 0 0.215521 0.066877 0.273027 0.0183234 0.190841 3
6.04898e+14 0.6 0.6 0.244949 1 0 1 0.193626 0.0337594 0.231783 0.0239169 0.163732 5
