#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.719 0.000204276 1.37087e-05 31197.8 4203.62 0 0 0 0.216773 4.6145e-05 0.21151 0.0591914 0.0440723 0.252767 4.42981e-05 0.255092 0.0497505 0.0530857 0.302471 2.95969e-05 0.312771 0.0156443 0.038276 1086764
62.7167 6.62496e-06 3.31247e-06 596.52 596.52 0 0 0 0.187303 5.64915e-05 0.179785 0.051286 0.0343684 0.233787 5.96834e-05 0.232147 0.0532839 0.0481828 0.300541 3.6966e-05 0.308917 0.0162013 0.0337509 603777
79.6192 1.37176e-05 5.60015e-06 1542.74 1542.74 0 0 0 0.168548 6.23002e-05 0.161998 0.0452953 0.0321074 0.227322 6.6707e-05 0.226688 0.0476153 0.045757 0.302124 3.71417e-05 0.308658 0.0146695 0.0281417 437395
98.3207 0.000370441 3.84059e-05 54041.1 11427.4 0 0 0 0.164987 8.01842e-05 0.158882 0.0442597 0.032166 0.23258 8.32602e-05 0.233351 0.0430778 0.0446725 0.306134 4.16712e-05 0.31162 0.0122592 0.0232698 251052
123.7 0.00213663 0.000143898 1.02843e+06 77885.3 0 0 0 0.172975 0.0001255 0.167883 0.044114 0.0338166 0.243816 0.000119072 0.245949 0.0371726 0.0421111 0.311348 5.22668e-05 0.31575 0.00962305 0.0184626 102966
155.294 0.0105125 0.000522861 8.68134e+06 391049 0 0 0 0.184134 0.000204393 0.180333 0.0433386 0.0358072 0.255219 0.000178937 0.258097 0.0324734 0.0388687 0.315098 7.64957e-05 0.31938 0.00754252 0.0159334 38050
195.153 0.0329935 0.00160044 4.04559e+07 1.52109e+06 0 0 0 0.199683 0.00036597 0.197211 0.0440084 0.0389652 0.270156 0.000292319 0.274511 0.0285783 0.0380517 0.319436 0.000128819 0.324154 0.00521675 0.013845 12457
244.56 0.0804841 0.00473276 1.31934e+08 5.32271e+06 0 4.04754e+08 0 0.214789 0.000702377 0.212378 0.0448265 0.0385931 0.279806 0.000540652 0.285467 0.0248383 0.0371696 0.319315 0.000298253 0.325593 0.00463447 0.0164779 3305
305.217 0.146707 0.0136997 2.71629e+08 1.67985e+07 0 7.43049e+08 0 0.215348 0.00161207 0.212294 0.047687 0.0395354 0.271339 0.00134999 0.276865 0.0310873 0.0450201 0.309108 0.000984582 0.319768 0.00921369 0.035859 668
383.55 0.342105 0.0446292 4.9803e+08 5.6388e+07 0 1.20565e+09 0 0.205874 0.00365738 0.202733 0.0436266 0.0391392 0.251081 0.00360432 0.253366 0.0410018 0.040868 0.290047 0.00337748 0.301095 0.0217198 0.0482782 114
481.13 0.625 0.125 7.3058e+08 1.67861e+08 9.44654e+08 5.73748e+08 9.44654e+08 0.186133 0.0100788 0.181983 0.0398216 0.0321398 0.236751 0.0107529 0.24948 0.0360127 0.0673323 0.267944 0.0101437 0.27306 0.043103 0.0570364 16
586.75 1 1 6.74785e+08 6.74785e+08 6.74785e+08 0 0 0.159435 0.159435 0.159435 0 0 0.196565 0.196565 0.196565 0 0 0.246184 0.246184 0.246184 0 0 1
719.45 0 0 8.77994e+08 8.77994e+08 8.77994e+08 0 0 0.144094 0.144094 0.144094 0 0 0.207737 0.207737 0.207737 0 0 0.264208 0.264208 0.264208 0 0 1
