#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.08624e+09 0.000699152 0.000721782 3.02624e-05 0 0 0 0.000257417 6.89364e-06 0 0 0 839589
1.5796e+10 0.000311829 0.000316739 2.85242e-05 0 0 0 0.000171283 6.25092e-06 0 0 0 407275
2.49147e+10 0.000596811 0.000596811 4.13691e-05 0 0 0 0.000416534 9.75199e-06 0 0 0 348519
3.93096e+10 0.00191065 0.00193589 8.4542e-05 0 0 0 0.00118206 1.88919e-05 0 0 0 277392
6.21969e+10 0.0056312 0.00569442 0.000167775 0 0 0 0.00315436 3.80476e-05 0 0 0 205640
9.819e+10 0.0135241 0.0137993 0.000324549 0 0 0 0.00738794 7.74257e-05 0 0 0 134427
1.55582e+11 0.0320661 0.0328449 0.000636814 0 0 0 0.0164782 0.000157458 0 0.0291488 0 82174
2.46408e+11 0.0645528 0.0664297 0.00114632 0 0 0 0.032976 0.000297813 0 0.0741446 0 50083
3.90785e+11 0.119231 0.123898 0.00195568 0 0 0 0.0622887 0.000531017 0.0153049 0.129455 0.0153049 30856
6.18375e+11 0.18403 0.194212 0.00307871 0 1 0 0.104897 0.000890346 0.0604681 0.166192 0.0604681 18660
9.80462e+11 0.247784 0.263914 0.00448767 0 1 0 0.158922 0.00136547 0.126447 0.187562 0.118381 11284
1.55011e+12 0.311207 0.337575 0.00652746 0 1 0 0.229385 0.00200406 0.212024 0.194707 0.159736 6523
2.45577e+12 0.331248 0.364347 0.00884169 0 1 0 0.29615 0.00273628 0.291392 0.185364 0.181962 3837
3.90281e+12 0.33722 0.374888 0.0118211 0 1 0 0.374548 0.00371777 0.384418 0.174317 0.197143 2230
6.1656e+12 0.321282 0.355793 0.0157036 0 1 0 0.436616 0.00478404 0.453876 0.150131 0.190011 1217
9.83761e+12 0.274168 0.286846 0.0191038 0 1 0 0.516339 0.00620294 0.540597 0.125681 0.175829 631
1.54073e+13 0.213559 0.223729 0.0256887 0 1 0 0.551258 0.00876236 0.570992 0.12085 0.151937 295
2.48223e+13 0.185714 0.207143 0.0385988 0 1 0 0.590625 0.0131462 0.615063 0.131065 0.15513 140
3.87491e+13 0.163636 0.181818 0.058551 0 1 0 0.610475 0.0216486 0.652596 0.102233 0.159708 55
5.99932e+13 0.0714286 0.0714286 0.0495635 0 0 0 0.647289 0.0331473 0.687573 0.102058 0.173905 28
9.12029e+13 0.5 0.5 0.223607 1 0 1 0.707485 0.038682 0.77201 0.0237998 0.210026 6
2.63971e+14 0 0 0 0 0 0 0.722931 0.722931 0.722931 0 0 1
