#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.0819 0.0170364 0.0178966 0.000161417 0 0 0 0.00193266 1.31613e-05 0 0 0 742878
62.4144 0.061641 0.0672856 0.000467935 0 0 0 0.00699962 3.97259e-05 0 0.00880577 0 341039
78.936 0.176304 0.205485 0.00107726 0 1 0 0.0216032 0.000102468 0 0.0456865 0 195849
98.24 0.352718 0.452025 0.00217455 0 1 0 0.0504515 0.000232996 0.0174699 0.0973714 0.0174699 100990
123.44 0.551635 0.789378 0.0043852 1 1 1 0.0954939 0.000529725 0.0614645 0.137782 0.0614645 38937
155.196 0.734898 1.19928 0.00855772 1 1 1 0.162074 0.00116885 0.135214 0.170222 0.112255 13127
195.138 0.817429 1.47444 0.0162448 1 1 1 0.234625 0.00247313 0.219095 0.186016 0.15897 4108
245.339 0.872961 1.61288 0.0304629 1 2 0 0.305762 0.0048951 0.299317 0.18647 0.177768 1165
308.648 0.817518 1.37591 0.0618642 1 1 1 0.350302 0.0110737 0.348803 0.185405 0.199901 274
388.634 0.716049 1.14815 0.10987 1 1 1 0.395829 0.0231475 0.406476 0.231569 0.253893 81
487.228 0.818182 1.36364 0.250933 1 1 1 0.367101 0.0255663 0.393144 0.10282 0.171952 22
640.241 0.666667 0.666667 0.333333 1 0 1 0.332021 0.0420092 0.339557 0.0611653 0.0837723 3
729.837 0.5 0.5 0.5 1 0 1 0.346022 0.336803 0.682825 0 0.673607 2
