#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.1659 0.00108722 0.00113578 3.60867e-05 0 0 0 0.000303374 5.23686e-06 0 0 0 947368
62.4362 0.00350221 0.00354618 8.92299e-05 0 0 0 0.00125717 1.4133e-05 0 0 0 454856
79.3844 0.0231322 0.0236975 0.000290184 0 0 0 0.00686737 4.68323e-05 0 0 0 288343
98.5957 0.0842364 0.0888569 0.000709156 0 0 0 0.0243707 0.000119613 0 0.0529725 0 179851
124.095 0.210919 0.231802 0.00162344 0 1 0 0.0656202 0.000301707 0.0300644 0.117747 0.0300644 84089
156.176 0.37851 0.443617 0.00315082 0 1 0 0.139201 0.000632087 0.11209 0.159835 0.101916 38921
196.48 0.485353 0.595247 0.00512324 0 1 0 0.240532 0.00113321 0.230256 0.175368 0.159503 18263
247.338 0.493962 0.610731 0.0078241 0 1 0 0.340282 0.00180975 0.341741 0.168512 0.176075 8033
311.479 0.39447 0.471393 0.0106328 0 1 0 0.413135 0.00280003 0.415395 0.178876 0.187365 3653
391.972 0.288401 0.326646 0.013752 0 1 0 0.454728 0.00439285 0.464098 0.180443 0.197725 1595
491.434 0.243292 0.264758 0.0207897 0 1 0 0.450373 0.00738981 0.447991 0.20937 0.184088 559
616.846 0.153409 0.164773 0.0302702 0 0 0 0.445271 0.0130837 0.459543 0.172272 0.204915 176
779.947 0.186047 0.186047 0.0600463 0 1 0 0.467362 0.0234257 0.47938 0.14357 0.185391 43
946.404 0.4 0.4 0.244949 0 1 0 0.375997 0.0756682 0.433835 0.15626 0.259449 5
1213.52 0 0 0 0 0 0 0.234931 0.234931 0.234931 0 0 1
