#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
48.335 0.984787 0.00225088 1.28503e+08 6.41594e+06 0 4.57264e+08 0 0.319366 0.00186169 0.317518 0.108647 0.112697 0.443747 0.00167297 0.457504 0.0691602 0.093812 0.568554 0.000965545 0.580454 0.0290903 0.0473539 2958
63.9078 0.9986 0.000571176 1.45077e+08 4.78911e+06 0 4.57264e+08 0 0.264711 0.00131858 0.251744 0.100248 0.0744195 0.438651 0.001248 0.448837 0.0660339 0.0859933 0.579025 0.000564717 0.585798 0.025966 0.0400947 4286
80.2251 0.998541 0.000439521 2.30794e+08 4.6576e+06 0 6.23988e+08 0 0.270114 0.000994914 0.258681 0.101476 0.0772594 0.461291 0.000737443 0.464833 0.0580128 0.062611 0.584114 0.000387054 0.589413 0.0260194 0.0374838 7541
100.733 0.998206 0.000382064 3.81273e+08 4.71343e+06 0 8.74274e+08 0 0.308323 0.000767039 0.30324 0.090554 0.0822101 0.485307 0.000515976 0.487688 0.0554993 0.0584106 0.58857 0.000323743 0.595056 0.0264982 0.0406839 12266
126.449 0.998351 0.00031707 6.08944e+08 5.21573e+06 5.40609e+08 6.67511e+08 5.40609e+08 0.351242 0.000620859 0.350369 0.0812971 0.0790045 0.500022 0.000406532 0.503921 0.0483263 0.0544217 0.58522 0.000307865 0.592988 0.0289278 0.0456643 16375
158.517 0.998473 0.000288451 9.39094e+08 6.11343e+06 7.90825e+08 9.17599e+08 7.90825e+08 0.360468 0.000499251 0.361525 0.0659489 0.0685004 0.479351 0.000380605 0.479672 0.0515832 0.0505847 0.559658 0.000363407 0.565832 0.0425692 0.0566287 18331
198.697 0.998612 0.000289306 1.4155e+09 8.18127e+06 1.20812e+09 1.24692e+09 7.50856e+08 0.333217 0.000473872 0.333217 0.0602567 0.0615371 0.435769 0.000447235 0.432281 0.0587912 0.0516879 0.523778 0.000513518 0.525929 0.0685434 0.0717773 16566
249.432 0.998947 0.000291995 2.12687e+09 1.22408e+07 1.87487e+09 1.72128e+09 1.16747e+09 0.296588 0.000529809 0.295219 0.0599515 0.0586076 0.395063 0.000653994 0.386093 0.0751097 0.0577351 0.495295 0.000799303 0.494733 0.101085 0.0958294 12342
312.794 0.99895 0.000371209 3.02926e+09 1.91417e+07 2.94802e+09 1.97235e+09 1.82336e+09 0.267624 0.000664763 0.264784 0.0597639 0.0553985 0.372394 0.00106713 0.353449 0.113693 0.0660502 0.490542 0.00124257 0.498695 0.113696 0.132561 7616
393.526 0.998292 0.000645147 4.00791e+09 2.74658e+07 4.22994e+09 1.63301e+09 2.35507e+09 0.246244 0.000866705 0.241978 0.0572233 0.0497289 0.373345 0.00175471 0.343902 0.161288 0.0801573 0.510542 0.00178155 0.534347 0.0954574 0.160325 4098
494.014 0.999484 0.000516262 4.93148e+09 3.88985e+07 5.50931e+09 9.58191e+08 2.56129e+09 0.23299 0.00127677 0.224861 0.0602726 0.0442777 0.396315 0.0027869 0.389754 0.148188 0.13083 0.546366 0.00232716 0.573745 0.0676056 0.129674 1937
619.664 0.996512 0.00201167 5.4815e+09 5.45859e+07 6.00102e+09 7.82323e+08 1.92795e+09 0.221422 0.00206303 0.211955 0.0545926 0.0401423 0.422289 0.00404635 0.433673 0.113039 0.153428 0.567564 0.00286547 0.586823 0.0593485 0.0917933 860
776.74 0.996845 0.00315457 5.96475e+09 7.65881e+07 6.40254e+09 6.22038e+08 1.48217e+09 0.220904 0.00356238 0.206625 0.066063 0.0416539 0.437419 0.00586307 0.44847 0.0975174 0.13273 0.582433 0.00431053 0.600587 0.0484438 0.0759157 317
961.166 1 0 6.03158e+09 1.88845e+08 6.72141e+09 4.20356e+08 1.57729e+09 0.225619 0.00735331 0.204323 0.0825735 0.0265436 0.480149 0.00972112 0.491251 0.0623376 0.072351 0.598308 0.00755328 0.612583 0.0418781 0.0677097 77
1194.39 1 0 5.9977e+09 4.01036e+08 6.72141e+09 5.34093e+08 2.41347e+09 0.24759 0.0192563 0.220615 0.111534 0.0495389 0.489403 0.0161763 0.504381 0.0344581 0.106273 0.593962 0.0134209 0.622763 0.0230762 0.0729905 20
1618.4 1 0 6.81335e+09 9.19363e+07 6.90528e+09 0 1.83873e+08 0.275295 0.076127 0.351422 0 0.152254 0.479902 0.0109559 0.490858 0 0.0219118 0.612383 0.00642082 0.618804 0 0.0128416 2
