#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.668185 (z=0.496592)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=0.668185 (z=0.496592) stellar mass
#obs_sm range: 10.25 - 10.75
#HM    Stats: 1.711760e+12 (median) + 2.201480e+12  / - 7.808780e+11
#SM    Stats: 3.286880e+10 (median) + 1.638700e+10  / - 1.138180e+10
#ObsSM Stats: 3.250800e+10 (median) + 1.471200e+10  / - 1.066840e+10
#VMP   Stats: 2.006500e+02 (median) + 5.987000e+01  / - 3.279999e+01
#ICL   Stats: 2.554830e+08 (median) + 1.193017e+09  / - 1.917678e+08
#SSFR  Stats: 2.186557e-12 (median) + 2.835012e-12  / - 1.298482e-12
sfh 0.055623 0 0 0 #avg: 1.21228e-21; avg_err: 1.21228e-21; sd: 1.95599e-19; counts: 26034
sfh 0.060123 0 0 0 #avg: 1.07246e-15; avg_err: 2.90651e-16; sd: 4.68959e-14; counts: 26034
sfh 0.062373 0 0 0 #avg: 9.88506e-15; avg_err: 1.50822e-15; sd: 2.43348e-13; counts: 26034
sfh 0.064623 0 0 0 #avg: 4.47688e-14; avg_err: 4.71872e-15; sd: 7.61353e-13; counts: 26034
sfh 0.066873 0 0 0 #avg: 1.16482e-13; avg_err: 1.0347e-14; sd: 1.66946e-12; counts: 26034
sfh 0.069123 0 0 0 #avg: 2.37421e-13; avg_err: 1.62698e-14; sd: 2.6251e-12; counts: 26034
sfh 0.071373 0 0 0 #avg: 4.17929e-13; avg_err: 2.52981e-14; sd: 4.08178e-12; counts: 26034
sfh 0.073623 0 0 0 #avg: 6.34169e-13; avg_err: 3.46362e-14; sd: 5.58847e-12; counts: 26034
sfh 0.075873 0 0 0 #avg: 9.15472e-13; avg_err: 4.30581e-14; sd: 6.94731e-12; counts: 26034
sfh 0.078123 0 3.17837e-13 0 #avg: 1.27583e-12; avg_err: 5.87612e-14; sd: 9.48097e-12; counts: 26034
sfh 0.080373 0 9.71291e-13 0 #avg: 1.59938e-12; avg_err: 5.3512e-14; sd: 8.63402e-12; counts: 26034
sfh 0.082623 0 1.85988e-12 0 #avg: 1.92935e-12; avg_err: 5.70468e-14; sd: 9.20436e-12; counts: 26034
