#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.668185 (z=0.496592)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 11.25 - 11.75
#HM    Stats: 1.507350e+13 (median) + 2.601470e+13  / - 1.012938e+13
#SM    Stats: 2.109830e+11 (median) + 6.581502e+10  / - 2.474800e+10
#ObsSM Stats: 2.205960e+11 (median) + 9.516802e+10  / - 5.396899e+10
#VMP   Stats: 4.228500e+02 (median) + 1.519700e+02  / - 1.115600e+02
#ICL   Stats: 1.248820e+10 (median) + 4.315770e+10  / - 1.018459e+10
#SSFR  Stats: 1.344473e-12 (median) + 2.476005e-12  / - 8.837518e-13
sfh 0.055623 0 0 0 #avg: 4.94642e-09; avg_err: 4.92765e-09; sd: 9.08613e-08; counts: 341
sfh 0.060123 0 0 0 #avg: 0.00168055; avg_err: 0.000575391; sd: 0.0106097; counts: 341
sfh 0.062373 0 0 0 #avg: 0.0139909; avg_err: 0.00470383; sd: 0.0867344; counts: 341
sfh 0.064623 0 0.0187896 0 #avg: 0.0445968; avg_err: 0.010276; sd: 0.189481; counts: 341
sfh 0.066873 0 0.119063 0 #avg: 0.0960872; avg_err: 0.015709; sd: 0.28966; counts: 341
sfh 0.069123 0 0.30469 0 #avg: 0.218951; avg_err: 0.0316393; sd: 0.5834; counts: 341
sfh 0.071373 0.0230488 0.561217 0.0230488 #avg: 0.365544; avg_err: 0.0496275; sd: 0.915086; counts: 341
sfh 0.073623 0.0902488 0.860652 0.0902488 #avg: 0.545976; avg_err: 0.0654675; sd: 1.20716; counts: 341
sfh 0.075873 0.15568 1.18861 0.15568 #avg: 0.719109; avg_err: 0.0799526; sd: 1.47425; counts: 341
sfh 0.078123 0.22646 1.41513 0.22646 #avg: 0.94451; avg_err: 0.110712; sd: 2.04143; counts: 341
sfh 0.080373 0.342608 1.67971 0.336498 #avg: 1.2068; avg_err: 0.133384; sd: 2.45947; counts: 341
sfh 0.082623 0.445258 1.82609 0.418098 #avg: 1.36666; avg_err: 0.149194; sd: 2.75101; counts: 341
sfh 0.085998 0.766167 2.38656 0.693714 #avg: 1.92899; avg_err: 0.188031; sd: 3.46711; counts: 341
sfh 0.089373 1.01807 3.04824 0.867236 #avg: 2.52237; avg_err: 0.269215; sd: 4.96407; counts: 341
sfh 0.092748 1.26993 3.5784 1.03296 #avg: 3.16721; avg_err: 0.330835; sd: 6.10029; counts: 341
sfh 0.096123 1.74681 4.35846 1.39306 #avg: 3.88253; avg_err: 0.442984; sd: 8.16822; counts: 341
sfh 0.099498 2.15246 5.82371 1.68809 #avg: 4.79064; avg_err: 0.520519; sd: 9.5979; counts: 341
sfh 0.102873 2.71239 6.88421 2.12974 #avg: 5.89197; avg_err: 0.657405; sd: 12.1219; counts: 341
sfh 0.106248 3.30233 6.93357 2.52466 #avg: 7.51735; avg_err: 0.84382; sd: 15.5593; counts: 341
sfh 0.109623 3.94146 9.46524 2.95567 #avg: 9.03903; avg_err: 1.13171; sd: 20.8677; counts: 341
sfh 0.112998 4.5581 11.2935 3.4197 #avg: 9.79794; avg_err: 0.918588; sd: 16.9379; counts: 341
sfh 0.116373 5.1325 13.9879 3.8551 #avg: 11.1431; avg_err: 1.07392; sd: 19.802; counts: 341
sfh 0.119748 5.66926 14.6033 4.35281 #avg: 11.5653; avg_err: 0.994212; sd: 18.3324; counts: 341
sfh 0.123123 6.39834 16.7661 4.9322 #avg: 13.507; avg_err: 1.30829; sd: 24.1237; counts: 341
sfh 0.126498 6.51947 18.061 4.84145 #avg: 15.517; avg_err: 1.61896; sd: 29.8521; counts: 341
sfh 0.129873 7.3988 19.8198 5.48154 #avg: 16.9311; avg_err: 1.67209; sd: 30.8319; counts: 341
sfh 0.133248 8.63759 21.2828 6.61571 #avg: 19.642; avg_err: 1.96465; sd: 36.2264; counts: 341
sfh 0.136623 9.22469 24.9172 6.94997 #avg: 22.0468; avg_err: 2.20017; sd: 40.5692; counts: 341
sfh 0.141685 11.7176 29.7654 9.10747 #avg: 25.8726; avg_err: 2.50353; sd: 46.1628; counts: 341
sfh 0.146748 13.1689 33.4996 10.3454 #avg: 29.8275; avg_err: 2.84169; sd: 52.3982; counts: 341
sfh 0.15181 14.2877 40.4247 11.2514 #avg: 33.6778; avg_err: 3.09397; sd: 57.0499; counts: 341
sfh 0.156873 15.8043 40.2366 12.7133 #avg: 35.8448; avg_err: 3.39835; sd: 62.6625; counts: 341
sfh 0.161935 16.5541 47.818 12.843 #avg: 40.5499; avg_err: 3.81808; sd: 70.4019; counts: 341
sfh 0.166998 19.4624 65.4918 15.6289 #avg: 48.2423; avg_err: 4.52888; sd: 83.5084; counts: 341
sfh 0.17206 21.2975 69.6123 16.5256 #avg: 55.7168; avg_err: 5.10851; sd: 94.1963; counts: 341
sfh 0.177123 24.3997 85.7433 18.9803 #avg: 61.2354; avg_err: 5.72954; sd: 105.647; counts: 341
sfh 0.182185 27.1083 95.6837 21.252 #avg: 70.1866; avg_err: 6.38355; sd: 117.707; counts: 341
sfh 0.187248 31.9876 100.647 25.5604 #avg: 74.7623; avg_err: 6.07308; sd: 111.982; counts: 341
sfh 0.19231 32.9354 113.357 26.1372 #avg: 77.1878; avg_err: 5.99211; sd: 110.489; counts: 341
sfh 0.197373 38.9083 132.381 31.5845 #avg: 88.1013; avg_err: 6.85475; sd: 126.395; counts: 341
sfh 0.202435 38.7807 146.937 30.501 #avg: 95.7227; avg_err: 7.38907; sd: 136.248; counts: 341
sfh 0.207498 40.9919 149.541 31.3424 #avg: 103.429; avg_err: 8.1856; sd: 150.935; counts: 341
sfh 0.21256 42.2337 155.132 31.3416 #avg: 106.325; avg_err: 8.53254; sd: 157.332; counts: 341
sfh 0.217623 48.5191 163.79 37.7778 #avg: 113.866; avg_err: 9.55863; sd: 176.252; counts: 341
sfh 0.222685 45.9632 182.132 34.8217 #avg: 112.799; avg_err: 8.24332; sd: 151.999; counts: 341
sfh 0.227748 51.2686 188.31 40.6496 #avg: 114.223; avg_err: 7.75139; sd: 142.929; counts: 341
sfh 0.23281 57.1691 194.942 44.7638 #avg: 116.133; avg_err: 7.56326; sd: 139.46; counts: 341
sfh 0.237873 65.2003 167.862 50.1509 #avg: 116.872; avg_err: 7.13597; sd: 131.581; counts: 341
sfh 0.242935 73.6451 161.764 57.408 #avg: 124.885; avg_err: 7.64323; sd: 140.934; counts: 341
sfh 0.247998 90.6956 150.758 74.7913 #avg: 129.34; avg_err: 7.62122; sd: 140.528; counts: 341
sfh 0.25306 91.4725 159.953 72.481 #avg: 134.612; avg_err: 7.84976; sd: 144.742; counts: 341
sfh 0.258123 99.9273 128.214 81.5013 #avg: 132.926; avg_err: 7.63946; sd: 140.865; counts: 341
sfh 0.263185 100.458 132.234 80.1546 #avg: 133.046; avg_err: 6.97976; sd: 128.7; counts: 341
sfh 0.268248 104.656 148.83 80.5379 #avg: 138.833; avg_err: 6.93445; sd: 127.865; counts: 341
sfh 0.27331 109.138 155.644 82.3357 #avg: 142.981; avg_err: 7.06214; sd: 130.219; counts: 341
sfh 0.278373 110.48 146.575 83.987 #avg: 144.78; avg_err: 7.06164; sd: 130.21; counts: 341
sfh 0.283435 111.956 127.502 85.1955 #avg: 139.336; avg_err: 6.92765; sd: 127.74; counts: 341
sfh 0.288498 103.091 140.12 74.388 #avg: 136.442; avg_err: 6.91913; sd: 127.582; counts: 341
sfh 0.29356 109.792 126.691 73.7956 #avg: 139.055; avg_err: 6.77741; sd: 124.969; counts: 341
sfh 0.298623 103.467 163.656 74.953 #avg: 142.98; avg_err: 7.22546; sd: 133.231; counts: 341
sfh 0.303685 111.675 127.029 74.0117 #avg: 144.423; avg_err: 7.08137; sd: 130.574; counts: 341
sfh 0.308748 112.813 117.817 80.9183 #avg: 139.924; avg_err: 6.79838; sd: 125.356; counts: 341
sfh 0.31381 96.3463 120.549 61.8474 #avg: 127.209; avg_err: 5.97794; sd: 110.228; counts: 341
sfh 0.318873 94.7582 123.901 64.8276 #avg: 128.506; avg_err: 6.32202; sd: 116.572; counts: 341
sfh 0.323935 96.6416 121.867 69.9929 #avg: 125.302; avg_err: 6.08311; sd: 112.167; counts: 341
sfh 0.328997 91.2988 132.95 63.8802 #avg: 118.927; avg_err: 5.57731; sd: 102.841; counts: 341
sfh 0.33406 87.9258 118.809 66.6858 #avg: 114.132; avg_err: 5.56515; sd: 102.616; counts: 341
sfh 0.339122 92.7401 102.319 69.5 #avg: 111.073; avg_err: 5.48483; sd: 101.135; counts: 341
sfh 0.344185 88.8807 98.5903 72.3718 #avg: 106.254; avg_err: 5.12167; sd: 94.439; counts: 341
sfh 0.349247 82.0422 101.628 68.2518 #avg: 101.303; avg_err: 4.98284; sd: 91.879; counts: 341
sfh 0.35431 77.6583 95.1837 63.8519 #avg: 96.269; avg_err: 4.62512; sd: 85.2831; counts: 341
sfh 0.359372 76.903 90.162 64.3454 #avg: 91.7258; avg_err: 4.39885; sd: 81.1108; counts: 341
sfh 0.364435 71.4098 71.3912 57.7929 #avg: 85.6856; avg_err: 4.36561; sd: 80.4978; counts: 341
sfh 0.369497 61.9518 88.4262 54.3558 #avg: 79.5452; avg_err: 4.14885; sd: 76.5011; counts: 341
sfh 0.37456 55.9618 85.3372 49.0962 #avg: 74.7746; avg_err: 3.91265; sd: 72.1457; counts: 341
sfh 0.379622 49.3385 83.6885 42.5334 #avg: 72.581; avg_err: 3.91345; sd: 72.1605; counts: 341
sfh 0.384685 44.8805 75.3775 40.0801 #avg: 67.8634; avg_err: 4.04082; sd: 74.5091; counts: 341
sfh 0.389747 42.1871 77.7739 39.1798 #avg: 62.9936; avg_err: 3.90193; sd: 71.948; counts: 341
sfh 0.39481 36.6472 77.2918 33.6146 #avg: 58.8922; avg_err: 3.77188; sd: 69.55; counts: 341
sfh 0.399872 31.0022 74.0278 28.8189 #avg: 52.5092; avg_err: 3.50863; sd: 64.696; counts: 341
sfh 0.404935 28.2204 60.6378 26.7315 #avg: 45.2162; avg_err: 2.9217; sd: 53.8734; counts: 341
sfh 0.409997 26.5328 54.8317 25.0065 #avg: 43.087; avg_err: 2.74146; sd: 50.55; counts: 341
sfh 0.41506 26.4136 50.9621 25.0147 #avg: 39.763; avg_err: 2.45174; sd: 45.2079; counts: 341
sfh 0.420122 21.9076 51.3114 20.8313 #avg: 37.6742; avg_err: 2.64255; sd: 48.7262; counts: 341
sfh 0.425185 18.0684 53.7623 17.1417 #avg: 33.6066; avg_err: 2.46168; sd: 45.3911; counts: 341
sfh 0.430247 16.0536 50.1831 15.2172 #avg: 32.963; avg_err: 2.41378; sd: 44.5079; counts: 341
sfh 0.43531 14.959 40.4679 14.1727 #avg: 29.8122; avg_err: 2.23238; sd: 41.163; counts: 341
sfh 0.440372 14.6459 34.7788 13.8134 #avg: 27.781; avg_err: 2.20706; sd: 40.6961; counts: 341
sfh 0.445435 11.1433 35.6364 10.4438 #avg: 27.2931; avg_err: 2.42303; sd: 44.6784; counts: 341
sfh 0.450497 9.56231 33.8962 9.00859 #avg: 23.9209; avg_err: 2.08175; sd: 38.3855; counts: 341
sfh 0.45556 8.47108 31.5751 7.88068 #avg: 20.9853; avg_err: 1.78996; sd: 33.0053; counts: 341
sfh 0.460622 8.32679 30.9434 7.63772 #avg: 20.0257; avg_err: 1.75882; sd: 32.431; counts: 341
sfh 0.465685 7.07309 27.5617 6.43853 #avg: 18.2016; avg_err: 1.5893; sd: 29.3052; counts: 341
sfh 0.470747 6.42184 26.7927 5.79528 #avg: 16.6903; avg_err: 1.45339; sd: 26.7993; counts: 341
sfh 0.47581 5.28965 26.9175 4.82989 #avg: 16.0219; avg_err: 1.37408; sd: 25.3368; counts: 341
sfh 0.480872 3.96501 25.5813 3.46172 #avg: 14.477; avg_err: 1.2821; sd: 23.6408; counts: 341
sfh 0.485935 3.42361 20.9325 2.97039 #avg: 13.0751; avg_err: 1.21621; sd: 22.4258; counts: 341
sfh 0.490997 3.2294 22.0891 2.82995 #avg: 12.3562; avg_err: 1.05749; sd: 19.4992; counts: 341
sfh 0.49606 2.58564 22.0469 2.18438 #avg: 11.6769; avg_err: 1.02934; sd: 18.9801; counts: 341
sfh 0.501122 2.08653 21.2837 1.69915 #avg: 10.9156; avg_err: 0.965049; sd: 17.7946; counts: 341
sfh 0.506185 1.88148 18.7047 1.52332 #avg: 9.93486; avg_err: 0.862156; sd: 15.8974; counts: 341
sfh 0.511247 1.67101 16.8797 1.34711 #avg: 8.65828; avg_err: 0.755195; sd: 13.9251; counts: 341
sfh 0.51631 1.74652 15.3888 1.43734 #avg: 8.16839; avg_err: 0.69947; sd: 12.8976; counts: 341
sfh 0.521372 1.56447 13.45 1.25574 #avg: 7.34445; avg_err: 0.672972; sd: 12.409; counts: 341
