#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.202435 (z=3.939857)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.11667 - 2.28333
#HM    Stats: 1.636760e+11 (median) + 9.044201e+10  / - 4.107299e+10
#SM    Stats: 4.803220e+08 (median) + 6.182280e+08  / - 2.576940e+08
#ObsSM Stats: 4.653320e+08 (median) + 8.833980e+08  / - 3.022990e+08
#VMP   Stats: 1.476100e+02 (median) + 2.275000e+01  / - 1.250999e+01
#ICL   Stats: 5.213130e+06 (median) + 1.970377e+07  / - 5.136392e+06
#SSFR  Stats: 2.216891e-09 (median) + 4.582009e-09  / - 1.491009e-09
sfh 0.055623 0 0 0 #avg: 6.2499e-09; avg_err: 6.22799e-09; sd: 2.75553e-06; counts: 195757
sfh 0.060123 0 0 0 #avg: 5.1454e-05; avg_err: 5.78101e-06; sd: 0.00255777; counts: 195757
sfh 0.062373 0 0 0 #avg: 0.000325188; avg_err: 2.37706e-05; sd: 0.0105172; counts: 195757
sfh 0.064623 0 0 0 #avg: 0.00106702; avg_err: 4.79151e-05; sd: 0.0211997; counts: 195757
sfh 0.066873 0 0 0 #avg: 0.00279194; avg_err: 9.85431e-05; sd: 0.0435997; counts: 195757
sfh 0.069123 0 0 0 #avg: 0.00611657; avg_err: 0.00017832; sd: 0.0788966; counts: 195757
sfh 0.071373 0 0 0 #avg: 0.0104876; avg_err: 0.000251479; sd: 0.111265; counts: 195757
sfh 0.073623 0 0 0 #avg: 0.0159647; avg_err: 0.000339916; sd: 0.150393; counts: 195757
sfh 0.075873 0 0 0 #avg: 0.0222603; avg_err: 0.000396831; sd: 0.175575; counts: 195757
sfh 0.078123 0 0.00245133 0 #avg: 0.0305357; avg_err: 0.000483775; sd: 0.214043; counts: 195757
sfh 0.080373 0 0.0174281 0 #avg: 0.0392481; avg_err: 0.000575186; sd: 0.254487; counts: 195757
sfh 0.082623 0 0.0398003 0 #avg: 0.0466526; avg_err: 0.000520194; sd: 0.230156; counts: 195757
sfh 0.085998 0 0.0826077 0 #avg: 0.0685247; avg_err: 0.000663151; sd: 0.293407; counts: 195757
sfh 0.089373 8.67051e-09 0.130824 8.67051e-09 #avg: 0.090405; avg_err: 0.000760423; sd: 0.336444; counts: 195757
sfh 0.092748 0.00986845 0.167825 0.00986845 #avg: 0.115296; avg_err: 0.000864545; sd: 0.382512; counts: 195757
