#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.43431e+07 0 0 0 0 0 0 0.0441056 0.00211715 0.0365664 0.0366868 0.02327 475
1.6228e+08 0 0 0 0 0 0 0.0565138 0.00284538 0.0392787 0.0726302 0.0261149 395
2.53081e+08 0.0018315 0.0018315 0.0018315 0 0 0 0.0611481 0.00256145 0.0401805 0.0746578 0.026884 546
4.00344e+08 0.00135318 0.00135318 0.00135318 0 0 0 0.0672353 0.00248446 0.0402775 0.0875304 0.0271137 739
6.32312e+08 0.0045403 0.0045403 0.00226627 0 0 0 0.0769763 0.00245799 0.0615159 0.0810694 0.0482194 881
1.00978e+09 0.00912409 0.00912409 0.00287341 0 0 0 0.0863328 0.00244209 0.0636884 0.0988387 0.050392 1096
1.59533e+09 0.00868056 0.00868056 0.00273428 0 0 0 0.10133 0.00264505 0.0732532 0.109618 0.0593744 1152
2.52076e+09 0.0157853 0.0157853 0.00350312 0 0 0 0.114161 0.00283999 0.0870731 0.120393 0.0730348 1267
4.0027e+09 0.0139211 0.0139211 0.00325958 0 0 0 0.130443 0.0030166 0.104221 0.136465 0.0673969 1293
6.25815e+09 0.0177332 0.0177332 0.00366612 0 0 0 0.155635 0.00333559 0.132452 0.141402 0.0944969 1297
1.00016e+10 0.0208333 0.0208333 0.00412475 0 0 0 0.172651 0.00381317 0.14103 0.161299 0.101261 1200
1.58288e+10 0.0317181 0.0317181 0.00520412 0 0 0 0.184896 0.00411348 0.154236 0.181147 0.114056 1135
2.50337e+10 0.0418367 0.0418367 0.00639893 0 0 0 0.19346 0.00451223 0.164592 0.179308 0.119176 980
3.94361e+10 0.0467626 0.0467626 0.00731522 0 0 0 0.222883 0.00517879 0.200955 0.19314 0.137373 834
6.28078e+10 0.0561404 0.0561404 0.00965017 0 0 0 0.215825 0.00604664 0.202157 0.159639 0.140641 570
9.71649e+10 0.0317003 0.0317003 0.00941886 0 0 0 0.221668 0.00767763 0.203738 0.167732 0.13766 347
1.511e+11 0.0324675 0.0324675 0.0143289 0 0 0 0.219891 0.0123954 0.195121 0.20858 0.132565 154
2.43195e+11 0.0222222 0.0222222 0.0222222 0 0 0 0.185586 0.0214405 0.153931 0.172816 0.0954478 45
3.74081e+11 0 0 0 0 0 0 0.255138 0.0319393 0.215456 0.211056 0.0344216 11
5.50195e+11 0 0 0 0 0 0 0.0738364 0.0102544 0.0840908 0 0.0205087 2
