#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
3.05117e+08 3.41278e+08 3.41278e+08 3.41278e+08 0 0 5.36715e+08 5.36715e+08 5.36715e+08 0 0 1
1.00079e+09 4.03236e+08 4.25106e+07 4.01517e+08 7.61936e+07 7.10372e+07 6.50839e+08 9.99789e+07 6.74785e+08 1.36004e+08 2.07841e+08 3
1.74041e+09 4.06843e+08 7.08675e+07 4.7771e+08 0 1.41735e+08 5.70864e+08 1.03921e+08 6.74785e+08 0 2.07841e+08 2
2.41012e+09 4.16405e+08 3.25399e+07 4.01517e+08 1.33745e+08 6.55414e+07 6.33114e+08 4.6854e+07 6.74785e+08 6.82641e+07 2.07841e+08 5
4.10774e+09 6.22654e+08 2.32381e+07 6.52126e+08 2.21985e+07 1.30301e+08 5.81897e+08 6.32575e+07 5.36715e+08 2.74073e+08 6.97716e+07 6
6.01302e+09 5.63014e+08 3.66288e+07 5.99643e+08 0 7.32576e+07 6.74528e+08 6.85214e+07 7.43049e+08 0 1.37043e+08 2
9.88136e+09 7.30992e+08 1.07373e+08 7.53685e+08 2.1056e+08 4.15037e+08 6.45577e+08 9.84361e+07 6.74785e+08 2.69869e+08 3.47129e+08 5
1.51248e+10 4.32209e+08 3.63849e+07 3.84414e+08 1.4645e+08 4.05697e+07 6.50728e+08 7.31143e+07 6.74785e+08 6.82641e+07 2.07841e+08 7
2.47871e+10 4.48567e+08 3.78709e+07 4.58646e+08 1.40997e+08 1.3099e+08 7.55056e+08 5.49294e+07 8.10788e+08 1.33866e+08 2.04782e+08 10
3.64183e+10 3.90033e+08 3.60057e+07 3.41278e+08 1.95437e+08 1.07986e+07 7.17208e+08 4.80686e+07 7.95898e+08 1.48909e+07 2.59182e+08 6
5.86777e+10 4.45944e+08 3.91011e+07 4.07939e+08 1.86711e+08 8.6086e+07 8.38015e+08 7.56388e+07 8.77994e+08 1.98308e+08 3.41278e+08 11
