#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=1.002310 (z=-0.002305) stellar mass
#sm range: 9.75 - 10.25
#HM    Stats: 6.127940e+11 (median) + 3.783821e+11  / - 2.019120e+11
#SM    Stats: 1.035460e+10 (median) + 4.746200e+09  / - 3.489720e+09
#ObsSM Stats: 1.051140e+10 (median) + 5.023400e+09  / - 3.606490e+09
#VMP   Stats: 1.357600e+02 (median) + 1.887001e+01  / - 1.281000e+01
#ICL   Stats: 4.120960e+07 (median) + 1.371224e+08  / - 2.895070e+07
#SSFR  Stats: 1.895122e-12 (median) + 3.173828e-12  / - 1.245103e-12
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 23417
sfh 0.060123 0 0 0 #avg: 3.03401e-16; avg_err: 3.00957e-16; sd: 4.60533e-14; counts: 23417
sfh 0.062373 0 0 0 #avg: 5.77102e-16; avg_err: 5.73087e-16; sd: 8.76955e-14; counts: 23417
sfh 0.064623 0 0 0 #avg: 6.21008e-15; avg_err: 2.77188e-15; sd: 4.24161e-13; counts: 23417
sfh 0.066873 0 0 0 #avg: 1.473e-14; avg_err: 4.62786e-15; sd: 7.08168e-13; counts: 23417
sfh 0.069123 0 0 0 #avg: 4.06326e-14; avg_err: 1.26715e-14; sd: 1.93903e-12; counts: 23417
sfh 0.071373 0 0 0 #avg: 6.45047e-14; avg_err: 1.27704e-14; sd: 1.95417e-12; counts: 23417
sfh 0.073623 0 0 0 #avg: 1.15844e-13; avg_err: 1.82502e-14; sd: 2.7927e-12; counts: 23417
sfh 0.075873 0 0 0 #avg: 1.67006e-13; avg_err: 1.8915e-14; sd: 2.89443e-12; counts: 23417
sfh 0.078123 0 0 0 #avg: 2.61102e-13; avg_err: 2.08784e-14; sd: 3.19487e-12; counts: 23417
sfh 0.080373 0 0 0 #avg: 3.95896e-13; avg_err: 2.43901e-14; sd: 3.73225e-12; counts: 23417
sfh 0.082623 0 0 0 #avg: 5.84159e-13; avg_err: 3.36599e-14; sd: 5.15074e-12; counts: 23417
sfh 0.085998 0 0 0 #avg: 1.0439e-12; avg_err: 6.30211e-14; sd: 9.64367e-12; counts: 23417
sfh 0.089373 0 4.1059e-13 0 #avg: 1.61552e-12; avg_err: 1.57587e-13; sd: 2.41144e-11; counts: 23417
sfh 0.092748 0 1.79114e-12 0 #avg: 2.1748e-12; avg_err: 8.89196e-14; sd: 1.36067e-11; counts: 23417
sfh 0.096123 0 3.60061e-12 0 #avg: 2.92487e-12; avg_err: 8.19566e-14; sd: 1.25412e-11; counts: 23417
sfh 0.099498 0 5.82508e-12 0 #avg: 3.8179e-12; avg_err: 9.37194e-14; sd: 1.43412e-11; counts: 23417
sfh 0.102873 2.86373e-13 7.41565e-12 2.86373e-13 #avg: 4.73642e-12; avg_err: 9.79287e-14; sd: 1.49853e-11; counts: 23417
sfh 0.106248 9.41765e-13 8.62892e-12 9.41765e-13 #avg: 5.69556e-12; avg_err: 1.04817e-13; sd: 1.60395e-11; counts: 23417
sfh 0.109623 1.70375e-12 9.6798e-12 1.70375e-12 #avg: 6.66651e-12; avg_err: 1.04496e-13; sd: 1.59903e-11; counts: 23417
sfh 0.112998 2.47194e-12 1.06267e-11 2.47194e-12 #avg: 7.64573e-12; avg_err: 1.09905e-13; sd: 1.6818e-11; counts: 23417
sfh 0.116373 3.21647e-12 1.14587e-11 3.16208e-12 #avg: 8.64658e-12; avg_err: 1.21752e-13; sd: 1.86308e-11; counts: 23417
sfh 0.119748 3.84834e-12 1.22244e-11 3.58274e-12 #avg: 9.62013e-12; avg_err: 1.32467e-13; sd: 2.02704e-11; counts: 23417
sfh 0.123123 4.53549e-12 1.3258e-11 3.99174e-12 #avg: 1.06839e-11; avg_err: 1.426e-13; sd: 2.1821e-11; counts: 23417
sfh 0.126498 5.21559e-12 1.43045e-11 4.40016e-12 #avg: 1.17221e-11; avg_err: 1.71721e-13; sd: 2.62772e-11; counts: 23417
sfh 0.129873 5.98223e-12 1.49216e-11 4.85773e-12 #avg: 1.29271e-11; avg_err: 1.98508e-13; sd: 3.03762e-11; counts: 23417
sfh 0.133248 6.60622e-12 1.56798e-11 5.15298e-12 #avg: 1.39358e-11; avg_err: 1.90316e-13; sd: 2.91227e-11; counts: 23417
sfh 0.136623 7.2037e-12 1.68267e-11 5.42035e-12 #avg: 1.48397e-11; avg_err: 1.92551e-13; sd: 2.94646e-11; counts: 23417
sfh 0.141685 8.1951e-12 1.74594e-11 5.92944e-12 #avg: 1.63515e-11; avg_err: 2.20642e-13; sd: 3.37632e-11; counts: 23417
sfh 0.146748 9.2023e-12 1.84063e-11 6.43587e-12 #avg: 1.76903e-11; avg_err: 2.39539e-13; sd: 3.66549e-11; counts: 23417
