#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.63772e+07 1.24898e-05 1.24898e-05 4.41579e-06 0 0 0 0.000158627 4.39274e-06 0 0 0 640522
1.5689e+08 4.71927e-05 4.71927e-05 1.49233e-05 0 0 0 0.000429476 1.28488e-05 0 0 0 211897
2.48665e+08 0.000128651 0.000128651 2.80723e-05 0 0 0 0.000809638 2.01817e-05 0 0 0 163232
3.94153e+08 0.00027195 0.00027195 4.66329e-05 0 0 0 0.0014867 3.26631e-05 0 0 0 125023
6.24901e+08 0.000520194 0.000520194 7.35478e-05 0 0 0 0.00273361 5.35833e-05 0 0 0 96118
9.90395e+08 0.00108278 0.00108278 0.000120994 0 0 0 0.0047234 8.19574e-05 0 0 0 73884
1.56793e+09 0.00186829 0.00186829 0.000182158 0 0 0 0.0076834 0.000127097 0 0 0 56201
2.4854e+09 0.00253885 0.00253885 0.000243993 0 0 0 0.0118104 0.000185515 0 0.0122474 0 42539
3.9379e+09 0.00450729 0.00450729 0.00037219 0 0 0 0.0187385 0.000277337 0 0.0262512 0 32392
6.24731e+09 0.00681376 0.00681376 0.000523909 0 0 0 0.0264045 0.000387016 0 0.0516113 0 24656
9.90399e+09 0.00962677 0.00962677 0.0007006 0 0 0 0.0371655 0.000524094 0 0.0886063 0 19425
1.57252e+10 0.0140737 0.0140737 0.000942178 0 0 0 0.0496817 0.000674036 0 0.117882 0 15632
2.49689e+10 0.0186114 0.0186114 0.00117796 0 0 0 0.0635085 0.000820297 0.0130359 0.140895 0.0130359 13164
3.94896e+10 0.0240442 0.0240442 0.00147037 0 0 0 0.0754485 0.000967125 0.0252446 0.150936 0.0252446 10855
6.20453e+10 0.0245861 0.0245861 0.00173453 0 0 0 0.0817785 0.00114958 0.0376489 0.144655 0.0376489 7972
9.6569e+10 0.0203298 0.0203298 0.00212129 0 0 0 0.0868265 0.00156508 0.0478973 0.146108 0.0478973 4427
1.49708e+11 0.0125786 0.0125786 0.00294713 0 0 0 0.0821621 0.00256611 0.0403596 0.142286 0.0403596 1431
2.31256e+11 0.00985222 0.00985222 0.0069493 0 0 0 0.0721553 0.00679817 0.0244195 0.134393 0.0244195 203
3.55932e+11 0 0 0 0 0 0 0.0653346 0.0356769 0.0359084 0.163609 0.0359084 8
