#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.67553e+07 0.000190489 2.06595e-05 815022 35693.2 0 0 0 0.220262 8.94199e-05 0.211351 0.0690158 0.0495431 0.377566 8.22292e-05 0.38402 0.0463935 0.0590872 0.476552 2.30912e-05 0.479857 0.0101763 0.016578 446220
1.57136e+08 0.00043367 5.21966e-05 2.15378e+06 99579.6 0 0 0 0.228569 0.000152142 0.220827 0.068729 0.0522381 0.388439 0.000120663 0.392925 0.0424083 0.050577 0.478438 3.41045e-05 0.481268 0.00943097 0.0150607 159107
2.48966e+08 0.000701456 7.43284e-05 3.54072e+06 145257 0 0 0 0.236822 0.000172438 0.229598 0.0693783 0.0537615 0.394315 0.000125345 0.39791 0.040175 0.0468468 0.479493 3.6552e-05 0.482218 0.00898704 0.0143209 126879
3.94568e+08 0.00108779 0.000103661 6.14712e+06 219057 0 0 0 0.245925 0.000194331 0.23961 0.0690663 0.0555408 0.399725 0.000133228 0.40288 0.0389771 0.0445125 0.480509 3.96328e-05 0.483189 0.00852945 0.0138347 101122
6.25045e+08 0.00173522 0.000147053 1.0033e+07 312159 0 0 0 0.255398 0.000219825 0.249729 0.0686014 0.0570904 0.404794 0.000142123 0.407272 0.0376125 0.0417738 0.481582 4.39245e-05 0.484304 0.00809214 0.0134016 80105
9.90269e+08 0.00220486 0.000187485 1.47899e+07 432133 0 0 0 0.265939 0.000247074 0.261064 0.0674155 0.0575891 0.410402 0.000155147 0.413077 0.0361913 0.0407693 0.48291 4.8488e-05 0.485685 0.00747073 0.012668 62589
1.5704e+09 0.00329586 0.000257728 2.38114e+07 639176 0 0 0 0.276958 0.000280638 0.272945 0.0674565 0.0591007 0.416851 0.000168043 0.419655 0.0347674 0.039291 0.484411 5.2234e-05 0.487194 0.00674775 0.011903 49456
2.49135e+09 0.00519886 0.000363944 3.55249e+07 902124 0 0 0 0.288251 0.000313627 0.284571 0.0673536 0.0585497 0.423658 0.000180306 0.427206 0.0316794 0.038294 0.48572 5.80981e-05 0.488549 0.00606969 0.0109788 39047
3.95014e+09 0.00618525 0.000436015 4.92184e+07 1.16581e+06 0 0 0 0.299801 0.000338511 0.296806 0.064422 0.058138 0.429792 0.000188264 0.433597 0.0298033 0.0366774 0.486637 6.25537e-05 0.489551 0.0055795 0.0104929 32335
6.27381e+09 0.00905616 0.00057714 7.20227e+07 1.58435e+06 0 0 0 0.311545 0.00036567 0.309086 0.0649278 0.0581412 0.433583 0.000197934 0.437517 0.0278882 0.0346754 0.486602 7.68417e-05 0.489814 0.00538772 0.0103566 26943
9.9608e+09 0.0121997 0.00070958 1.0541e+08 2.07363e+06 0 0 0 0.32033 0.0003813 0.318612 0.0630717 0.0576313 0.434111 0.000214423 0.438968 0.0267041 0.0350356 0.485633 9.45632e-05 0.489552 0.00536183 0.0110302 23935
1.5786e+10 0.0177109 0.000894624 1.42095e+08 2.54163e+06 0 3.14839e+08 0 0.324328 0.000391374 0.325003 0.0582586 0.0594612 0.430222 0.000242155 0.436492 0.026547 0.0374276 0.483064 0.00012254 0.488098 0.00600573 0.0130502 21738
2.50103e+10 0.0267374 0.00115788 1.82999e+08 2.99116e+06 0 4.83764e+08 0 0.323538 0.000416726 0.325058 0.0576883 0.0609327 0.421633 0.000285507 0.429242 0.0288692 0.0426206 0.478429 0.000164412 0.485378 0.00733966 0.0178201 19411
3.94489e+10 0.0380489 0.00151101 2.17121e+08 3.57453e+06 0 6.11817e+08 0 0.318459 0.0004529 0.320934 0.0557568 0.0620285 0.408883 0.000344652 0.417202 0.0322147 0.0487019 0.471252 0.000221427 0.480309 0.00981417 0.0256069 16032
6.17723e+10 0.0546321 0.00219629 2.45402e+08 4.68973e+06 0 6.43252e+08 0 0.308022 0.000552593 0.310497 0.0553202 0.0616745 0.392267 0.000456851 0.400459 0.0365138 0.0533538 0.460855 0.000335427 0.472431 0.0138361 0.0375998 10708
9.60651e+10 0.0845516 0.00391075 2.94238e+08 7.70959e+06 0 7.73094e+08 0 0.293902 0.000776966 0.29671 0.0528859 0.0611577 0.370985 0.000712612 0.378283 0.0421372 0.0586504 0.44584 0.00058269 0.45924 0.0206014 0.0509678 5062
1.48741e+11 0.123985 0.00895636 3.41989e+08 1.58751e+07 0 9.3351e+08 0 0.279449 0.00155225 0.282135 0.0552669 0.0624147 0.350229 0.00145544 0.356021 0.0482058 0.0610541 0.428612 0.00133628 0.443835 0.0289057 0.0651214 1355
2.30157e+11 0.226519 0.031199 4.502e+08 4.4738e+07 0 1.10849e+09 0 0.254871 0.0040607 0.254055 0.0595279 0.0548119 0.319754 0.00395155 0.31808 0.0599623 0.0507305 0.402089 0.00378435 0.404863 0.0562984 0.0569734 181
3.60021e+11 0.3125 0.119678 7.06036e+08 1.52311e+08 7.73094e+08 4.78397e+08 7.73094e+08 0.217509 0.0136736 0.205133 0.0604576 0.0347523 0.293454 0.0120623 0.31636 0.0116744 0.0542862 0.362983 0.0128415 0.371773 0.0265497 0.0476176 16
