#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
9.61721e+09 0.102054 0.108628 0.00426428 0 0 0 0.0564303 0.000925154 0.0341567 0.0652478 0.0212447 6085
1.61034e+10 0.141836 0.15971 0.00425865 0 0 0 0.0631562 0.000727514 0.0409735 0.071135 0.0278392 9511
2.54146e+10 0.190047 0.217592 0.00404116 0 1 0 0.0771518 0.000690267 0.052326 0.0867486 0.0391643 14086
4.0149e+10 0.242937 0.287364 0.00401385 0 1 0 0.094141 0.00068126 0.0658996 0.105298 0.0450375 18795
6.33308e+10 0.31836 0.390651 0.00417871 0 1 0 0.117223 0.000682332 0.0903097 0.120844 0.0651559 23018
1.00043e+11 0.375173 0.471065 0.00437189 0 1 0 0.138496 0.000729793 0.11071 0.134026 0.0779959 24538
1.57783e+11 0.447577 0.590264 0.00503912 0 1 0 0.165063 0.000829411 0.137602 0.150347 0.0909945 22700
2.49328e+11 0.520553 0.718961 0.00595926 1 1 1 0.199032 0.000993368 0.174998 0.163073 0.112421 19097
3.95177e+11 0.606721 0.882216 0.00709356 1 1 1 0.239364 0.00117633 0.219981 0.173601 0.132515 15503
6.23375e+11 0.663927 1.01522 0.00844446 1 1 1 0.286228 0.0014207 0.271406 0.181431 0.150347 12289
9.88558e+11 0.729075 1.16439 0.0100085 1 1 1 0.346518 0.00171305 0.341591 0.180298 0.172801 9283
1.56089e+12 0.778218 1.31147 0.0124227 1 1 1 0.406143 0.0020601 0.409339 0.170045 0.180332 6556
2.47345e+12 0.785051 1.35731 0.0149888 1 1 1 0.472623 0.00244017 0.483149 0.16404 0.187248 4629
3.92981e+12 0.7664 1.31424 0.0183169 1 1 1 0.536141 0.00287201 0.551463 0.148655 0.181438 3125
6.20836e+12 0.742871 1.22006 0.0217809 1 1 1 0.602005 0.00327559 0.623299 0.128157 0.17178 2104
9.82046e+12 0.670463 1.05619 0.0268968 1 1 1 0.665687 0.0037299 0.692706 0.0993398 0.162581 1317
1.56113e+13 0.611369 0.947796 0.0330493 1 1 1 0.700682 0.0045096 0.72945 0.0920974 0.150996 862
2.48331e+13 0.469083 0.646055 0.0370468 0 1 0 0.748733 0.00513247 0.771326 0.0775569 0.116688 469
3.85441e+13 0.437276 0.620072 0.0497185 0 1 0 0.767192 0.00723167 0.795339 0.064666 0.112284 279
6.14054e+13 0.319277 0.457831 0.0595728 0 1 0 0.794993 0.00776168 0.817831 0.0614387 0.108605 166
9.8469e+13 0.342105 0.434211 0.0779913 0 1 0 0.806622 0.0123271 0.841024 0.0438554 0.11101 76
1.53094e+14 0.25641 0.307692 0.0911306 0 1 0 0.828159 0.0137089 0.844641 0.0461741 0.0536315 39
2.4893e+14 0.0833333 0.0833333 0.0833333 0 0 0 0.866169 0.0102129 0.87051 0.0263768 0.0431099 12
3.34412e+14 0 0 0 0 0 0 0.787646 0.787646 0.787646 0 0 1
7.53676e+14 0 0 0 0 0 0 0.916043 0.916043 0.916043 0 0 1
