#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.501122 (z=0.995522)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.78333 - 2.95
#HM    Stats: 5.658820e+13 (median) + 3.042650e+13  / - 1.352940e+13
#SM    Stats: 1.609350e+11 (median) + 9.487299e+10  / - 7.129890e+10
#ObsSM Stats: 1.608570e+11 (median) + 1.205240e+11  / - 7.608290e+10
#VMP   Stats: 6.831700e+02 (median) + 1.071200e+02  / - 5.858997e+01
#ICL   Stats: 3.666270e+10 (median) + 5.795070e+10  / - 2.553280e+10
#SSFR  Stats: 2.497622e-12 (median) + 4.479928e-12  / - 1.584786e-12
sfh 0.055623 0 0 0 #avg: 9.16945e-08; avg_err: 6.32097e-08; sd: 1.59909e-06; counts: 641
sfh 0.060123 0 2.41776e-09 0 #avg: 0.00669166; avg_err: 0.000914161; sd: 0.0231266; counts: 641
sfh 0.062373 0 0.0589798 0 #avg: 0.0365398; avg_err: 0.004029; sd: 0.101927; counts: 641
sfh 0.064623 0 0.253826 0 #avg: 0.108469; avg_err: 0.00918274; sd: 0.232307; counts: 641
sfh 0.066873 0.0113974 0.497076 0.0113974 #avg: 0.235649; avg_err: 0.0180438; sd: 0.456475; counts: 641
sfh 0.069123 0.0757144 0.846606 0.0757144 #avg: 0.48832; avg_err: 0.0368943; sd: 0.93336; counts: 641
sfh 0.071373 0.198019 1.48528 0.198019 #avg: 0.79679; avg_err: 0.0536098; sd: 1.35623; counts: 641
sfh 0.073623 0.415209 1.89838 0.40344 #avg: 1.13535; avg_err: 0.0702963; sd: 1.77837; counts: 641
sfh 0.075873 0.664144 2.44662 0.622935 #avg: 1.59418; avg_err: 0.0975915; sd: 2.46889; counts: 641
sfh 0.078123 0.900265 3.02732 0.805963 #avg: 2.15906; avg_err: 0.13962; sd: 3.53215; counts: 641
sfh 0.080373 1.19406 3.50466 1.00985 #avg: 2.66261; avg_err: 0.173329; sd: 4.38491; counts: 641
sfh 0.082623 1.39523 3.69266 1.11079 #avg: 3.01654; avg_err: 0.178448; sd: 4.51441; counts: 641
sfh 0.085998 2.15761 5.77241 1.63046 #avg: 4.46386; avg_err: 0.25871; sd: 6.5449; counts: 641
sfh 0.089373 2.78212 6.49036 1.98739 #avg: 5.72348; avg_err: 0.330687; sd: 8.3658; counts: 641
sfh 0.092748 3.75365 8.03035 2.76512 #avg: 7.43969; avg_err: 0.455325; sd: 11.5189; counts: 641
sfh 0.096123 4.48161 10.8908 3.11037 #avg: 9.2773; avg_err: 0.565083; sd: 14.2956; counts: 641
sfh 0.099498 5.77488 12.1893 4.05599 #avg: 11.3309; avg_err: 0.756225; sd: 19.1311; counts: 641
sfh 0.102873 6.8517 15.1936 4.73655 #avg: 13.7147; avg_err: 0.818272; sd: 20.7008; counts: 641
sfh 0.106248 8.2979 18.6739 5.80722 #avg: 15.7469; avg_err: 0.880396; sd: 22.2725; counts: 641
