#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.84164e+07 0 0 2.1012e+07 344501 0 0 0 0.262132 0.000196178 0.251569 0.090159 0.0705342 0.493771 0.000157876 0.501214 0.0547084 0.0688066 0.631947 4.90535e-05 0.636324 0.0132774 0.0214105 174682
1.58054e+08 0 0 3.43186e+07 636075 0 0 0 0.267744 0.000286616 0.258565 0.0875097 0.0717862 0.498607 0.000207579 0.503983 0.0510601 0.0621202 0.632521 7.02403e-05 0.636873 0.012781 0.020962 81614
2.4922e+08 0 0 4.77621e+07 838193 0 0 0 0.275947 0.000304532 0.268508 0.0848258 0.0735715 0.502847 0.000212437 0.507979 0.0490568 0.0590231 0.633063 7.57974e-05 0.637601 0.0124444 0.0208395 70920
3.94486e+08 0 0 6.4649e+07 1.12434e+06 0 0 0 0.286194 0.000341762 0.279618 0.0827709 0.0737698 0.508532 0.000230534 0.513184 0.0481434 0.0578712 0.63357 8.71562e-05 0.638345 0.0122125 0.0207776 56313
6.25006e+08 0 0 8.99693e+07 1.52613e+06 0 0 0 0.296489 0.000379731 0.291708 0.0786972 0.0743176 0.513877 0.000253758 0.518562 0.046671 0.0562297 0.634485 9.96799e-05 0.639373 0.0119172 0.0204124 43809
9.89259e+08 0 0 1.21403e+08 2.06188e+06 0 0 0 0.309156 0.000427731 0.305066 0.0760036 0.0732466 0.520714 0.000280408 0.52516 0.0448925 0.0541863 0.635276 0.000116391 0.640607 0.0111989 0.020642 33395
1.56969e+09 0 0 1.56125e+08 2.673e+06 0 3.32353e+08 0 0.322027 0.000483224 0.31838 0.0745918 0.0730588 0.527084 0.000312195 0.531893 0.0427049 0.0526757 0.635813 0.000136872 0.64132 0.0111461 0.0202072 25925
2.48826e+09 0 0 1.98377e+08 3.44866e+06 0 4.83764e+08 0 0.334464 0.000537155 0.331682 0.0729814 0.0718399 0.531591 0.000343845 0.536902 0.0409393 0.0516195 0.635119 0.000164372 0.641228 0.0111453 0.0216401 20235
3.9461e+09 0 0 2.50146e+08 4.41568e+06 0 6.23988e+08 0 0.347538 0.000589199 0.344908 0.0711587 0.0683467 0.532967 0.000384289 0.538578 0.0403012 0.0511714 0.633355 0.000204297 0.640173 0.0116045 0.0227972 16098
6.26733e+09 0 0 3.13145e+08 5.51829e+06 0 7.90825e+08 0 0.358376 0.000641499 0.356645 0.0700866 0.0689117 0.52906 0.000432625 0.53479 0.0409652 0.0516163 0.629441 0.000254367 0.637459 0.0128433 0.026033 13241
9.92062e+09 0 0 3.87681e+08 6.84104e+06 0 9.17734e+08 0 0.363688 0.000706179 0.36212 0.0689673 0.0700591 0.52113 0.000505085 0.526648 0.0429156 0.0544347 0.62302 0.000329259 0.632947 0.0148975 0.0332515 10709
1.56735e+10 0 0 4.62247e+08 8.2483e+06 0 1.08371e+09 0 0.366299 0.000767684 0.365864 0.0669833 0.06916 0.507388 0.000590839 0.513013 0.0463231 0.0588111 0.613837 0.000430627 0.625775 0.0186001 0.0418597 8703
2.47914e+10 0 0 5.4387e+08 1.05523e+07 0 1.24919e+09 0 0.361252 0.000883275 0.362046 0.0654887 0.0702723 0.488836 0.000727443 0.49387 0.0504647 0.059016 0.599949 0.000597014 0.614074 0.0237681 0.0541694 6412
3.9128e+10 0 0 6.47294e+08 1.41307e+07 3.24873e+08 1.12082e+09 3.24873e+08 0.348153 0.00100778 0.350196 0.0605187 0.0661578 0.462448 0.000922394 0.46782 0.053222 0.0643173 0.582409 0.000858512 0.598364 0.0323201 0.0676423 4335
6.10326e+10 0 0 7.31048e+08 2.01533e+07 4.13504e+08 1.23719e+09 4.13504e+08 0.335858 0.00135216 0.337379 0.0592653 0.065842 0.438324 0.00130212 0.440606 0.0580388 0.0613331 0.563414 0.0013136 0.579153 0.0428061 0.0796858 2255
9.51705e+10 0 0 8.90718e+08 3.64726e+07 5.40609e+08 1.51969e+09 5.40609e+08 0.311732 0.00204723 0.310979 0.0594726 0.0596301 0.405447 0.00211255 0.406766 0.0578168 0.0631976 0.538738 0.00248521 0.552618 0.0577041 0.0896923 827
1.46453e+11 0 0 1.23224e+09 9.79872e+07 8.30657e+08 1.96388e+09 8.30657e+08 0.29177 0.00437955 0.293962 0.0538149 0.0621585 0.369707 0.00471504 0.371683 0.0646934 0.0611534 0.491006 0.00668367 0.494969 0.0958181 0.095517 173
2.28478e+11 0 0 1.45823e+09 3.19208e+08 1.12466e+09 2.40348e+09 1.12466e+09 0.277568 0.012085 0.267054 0.0681313 0.0413588 0.350739 0.00985999 0.357348 0.0436883 0.0526471 0.454327 0.0151659 0.463127 0.0522814 0.0759088 17
