#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.26161e+07 0.0013986 0.0013986 0.0013986 0 0 0 0.0479971 0.002485 0.0174242 0.0613018 0.00399016 715
1.6086e+08 0.00160772 0.00160772 0.00160772 0 0 0 0.051902 0.0023593 0.0388304 0.0541835 0.025534 622
2.53665e+08 0 0 0 0 0 0 0.0523513 0.00171887 0.0382663 0.0602569 0.0249698 871
4.02228e+08 0.00171674 0.00171674 0.0012134 0 0 0 0.0602074 0.00174316 0.0401805 0.0720907 0.026884 1165
6.38068e+08 0.00186451 0.00186451 0.00107581 0 0 0 0.0690902 0.00170688 0.0415107 0.0904914 0.0282142 1609
1.00735e+09 0.00230947 0.00230947 0.00103187 0 0 0 0.0765789 0.00157904 0.0473805 0.0943512 0.0342167 2165
1.59019e+09 0.00772358 0.00772358 0.00176541 0 0 0 0.091357 0.00169398 0.0654195 0.100743 0.0519854 2460
2.52895e+09 0.00904662 0.00904662 0.00176645 0 0 0 0.101846 0.00173346 0.0690567 0.116376 0.0554799 2874
3.96609e+09 0.0100702 0.0100702 0.00174441 0 0 0 0.119597 0.00178244 0.090421 0.13138 0.0756809 3277
6.32935e+09 0.0129459 0.0129459 0.00191761 0 0 0 0.135429 0.00189025 0.109715 0.135867 0.0726926 3476
1.00182e+10 0.0185596 0.0185596 0.00224658 0 0 0 0.156595 0.00208409 0.13009 0.151342 0.0921653 3610
1.58812e+10 0.0237144 0.0237144 0.00240433 0 0 0 0.175212 0.00218064 0.139866 0.183626 0.101245 4006
2.51096e+10 0.0298143 0.0298143 0.00265904 0 0 0 0.194791 0.00222332 0.164764 0.184246 0.115777 4092
3.978e+10 0.0482612 0.0482612 0.0032968 0 0 0 0.215113 0.002288 0.189491 0.184938 0.12729 4227
6.22826e+10 0.0584025 0.0584025 0.00396836 0 0 0 0.22771 0.00258594 0.203667 0.185776 0.138883 3493
9.69873e+10 0.0394615 0.0394615 0.00419587 0 0 0 0.232704 0.00335374 0.208652 0.193807 0.135172 2154
1.50047e+11 0.0383598 0.0383598 0.0069899 0 0 0 0.22507 0.00557115 0.19963 0.193908 0.136924 756
2.30402e+11 0.00961538 0.00961538 0.00961538 0 0 0 0.206274 0.0150756 0.16966 0.211275 0.131394 104
3.58456e+11 0 0 0 0 0 0 0.167021 0.0521831 0.249268 0.00456452 0.211974 4
