#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.85483e+07 0.00376811 0.00381255 0.000138549 0 0 0 0.00179152 2.67515e-05 0 0 0 202489
1.57245e+08 0.00720338 0.00726506 0.000300804 0 0 0 0.00306192 5.59778e-05 0 0 0 81073
2.48856e+08 0.0123201 0.0124282 0.000439126 0 0 0 0.00475747 8.20922e-05 0 0 0 64772
3.93648e+08 0.0185746 0.0188935 0.000618181 0 0 0 0.00700587 0.000115089 0 0 0 50176
6.23858e+08 0.0261861 0.0266555 0.000837376 0 0 0 0.00984511 0.000161423 0 0.0145172 0 38341
9.89062e+08 0.0370844 0.0380877 0.00115623 0 0 0 0.0135285 0.000225049 0 0.016232 0 28907
1.56909e+09 0.0538363 0.0552097 0.00158549 0 0 0 0.0188526 0.000321501 0 0.0318141 0 21844
2.48527e+09 0.0711552 0.0730088 0.00206609 0 0 0 0.024755 0.000434558 0 0.047542 0 16724
3.94533e+09 0.0981371 0.102576 0.00282872 0 0 0 0.0334992 0.000590415 0 0.0739636 0 12615
6.25659e+09 0.132776 0.139722 0.00367418 0 0 0 0.0437707 0.000792297 0 0.101705 0 9934
9.92966e+09 0.169041 0.176856 0.00451172 0 1 0 0.0570928 0.00103329 0.0143602 0.116583 0.0143602 7933
1.56792e+10 0.201723 0.216649 0.00555459 0 1 0 0.0669783 0.0012488 0.015476 0.137561 0.015476 6499
2.47905e+10 0.237174 0.254736 0.00667491 0 1 0 0.0824346 0.00159383 0.0303451 0.153747 0.0303451 5068
3.92026e+10 0.262084 0.284158 0.00834611 0 1 0 0.091954 0.00197647 0.0441488 0.160092 0.0441488 3579
6.16386e+10 0.285854 0.320488 0.0118961 0 1 0 0.103503 0.00276252 0.0560612 0.163733 0.0560612 2050
9.63606e+10 0.3 0.334021 0.0173757 0 1 0 0.109848 0.00434047 0.0586924 0.171066 0.0586924 970
1.51261e+11 0.282958 0.29582 0.0274763 0 1 0 0.107105 0.00728539 0.058638 0.16239 0.058638 311
2.36261e+11 0.245902 0.262295 0.0614116 0 1 0 0.0999428 0.0154716 0.057741 0.178451 0.057741 61
3.42734e+11 0.2 0.2 0.2 0 1 0 0.176488 0.110733 0.0143971 0.529215 0.0143971 5
6.02597e+11 0 0 0 0 0 0 0 0 0 0 0 1
