#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
42.7598 1 0 8.62676e+07 1.22313e+07 0 3.60165e+08 0 0.144014 0.0018031 0.142907 0.0230289 0.0284236 0.16126 0.00187325 0.160091 0.0294484 0.0291663 0.197875 0.00225088 0.190016 0.0458882 0.0291442 293
63.025 1 0 3.00138e+07 3.00138e+07 0 0 0 0.138837 0.00772307 0.12876 0.0375736 0.0126935 0.168615 0.0096383 0.180515 0.0370208 0.0485805 0.228177 0.0107239 0.237091 0.0283476 0.0490787 12
83.7581 1 0 1.18123e+07 6.81625e+06 0 0 0 0.154531 0.0029562 0.150255 0.035821 0.0318435 0.199017 0.00296067 0.196293 0.0418741 0.0353187 0.259595 0.00249739 0.265026 0.0254242 0.038669 148
102.776 1 0 1.65331e+07 3.23087e+06 0 0 0 0.153449 0.00130202 0.149356 0.0382114 0.0295157 0.206683 0.00130035 0.206843 0.0354838 0.0378111 0.272377 0.000941761 0.276383 0.020427 0.0265584 727
128.259 1 0 4.36973e+07 3.44209e+06 0 0 0 0.1605 0.000821245 0.15716 0.0370067 0.0307082 0.219089 0.000831391 0.219999 0.0359161 0.037026 0.282214 0.000531278 0.285752 0.0184087 0.0251694 1831
159.146 1 0 1.09703e+08 4.09975e+06 0 3.60165e+08 0 0.170392 0.000589802 0.168341 0.0354998 0.0329836 0.230892 0.000571305 0.231522 0.0338268 0.0343664 0.288285 0.000378799 0.292323 0.0168116 0.025608 3414
199.195 1 0 2.33747e+08 5.61565e+06 0 6.06006e+08 0 0.183293 0.000567105 0.181114 0.0382086 0.0332344 0.242938 0.000516824 0.244546 0.0311975 0.033842 0.292014 0.000393661 0.297394 0.0175916 0.0293043 3804
248.261 1 0 4.12499e+08 8.26626e+06 3.60165e+08 5.17828e+08 3.60165e+08 0.193825 0.000709045 0.191765 0.0413593 0.0359185 0.249658 0.000644909 0.252699 0.0325243 0.0381275 0.288392 0.00054869 0.294881 0.0218145 0.0369835 2762
311.108 1 0 6.83019e+08 1.41211e+07 6.74785e+08 5.94649e+08 6.74785e+08 0.191372 0.000968414 0.19042 0.037725 0.0355098 0.240205 0.000959485 0.24263 0.034193 0.0392124 0.272727 0.000908466 0.277725 0.0282927 0.0411212 1343
387.622 1 0 9.18517e+08 2.31812e+07 9.44654e+08 5.12454e+08 4.7771e+08 0.180671 0.00144093 0.180332 0.0340729 0.030185 0.225126 0.00148693 0.227132 0.032649 0.0359524 0.256469 0.00154994 0.259296 0.0330166 0.0394889 488
486.881 1 0 1.13786e+09 4.65261e+07 1.20565e+09 4.9269e+08 5.99643e+08 0.170941 0.00272192 0.169325 0.0325526 0.0311431 0.212796 0.00310671 0.207674 0.043619 0.0295208 0.244042 0.00336654 0.245571 0.0400148 0.0439732 135
619.452 1 0 1.17259e+09 1.08824e+08 1.26943e+09 3.09613e+08 4.58646e+08 0.161997 0.00552434 0.159435 0.0375091 0.0122263 0.200847 0.00645989 0.202263 0.0292755 0.0277949 0.229298 0.00702656 0.239358 0.00803852 0.0452859 19
835.096 1 0 1.71445e+09 1.37948e+08 1.75696e+09 1.72304e+08 2.99855e+08 0.134326 0.00503377 0.131675 0.0123878 0.00443414 0.169898 0.00789932 0.168351 0.0159367 0.0112959 0.190031 0.00728127 0.183793 0.0207536 0.00203766 3
