#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
41.5659 0.0830565 0.0863787 0.00754252 0 0 0 0.0886933 0.00283564 0.0428356 0.127214 0.0337382 1505
64.718 0.00553797 0.00553797 0.00208818 0 0 0 0.0316485 0.00129653 0.0236109 0.033048 0.0153774 1264
81.8746 0.00743258 0.00743258 0.00125179 0 0 0 0.0394284 0.000613176 0.0244745 0.047851 0.0165058 4709
101.359 0.023481 0.0238038 0.00138826 0 0 0 0.0548036 0.000474453 0.0389133 0.0620525 0.0309912 12393
126.854 0.0543316 0.0552958 0.00161743 0 0 0 0.0780134 0.000487396 0.0549907 0.0886424 0.0468235 20743
158.738 0.109646 0.112469 0.00201969 0 0 0 0.114967 0.000576998 0.0954687 0.111928 0.0723676 25856
198.896 0.166503 0.173569 0.00253814 0 1 0 0.164746 0.00073559 0.14262 0.142497 0.0909429 24486
249.315 0.201268 0.211794 0.00321979 0 1 0 0.216867 0.00100359 0.198225 0.162893 0.118664 18145
312.449 0.181476 0.190664 0.00398997 0 1 0 0.256835 0.00143903 0.239913 0.178352 0.143392 10883
392.614 0.15162 0.157262 0.00512328 0 0 0 0.263908 0.0021174 0.24143 0.187987 0.144767 5494
492.657 0.118299 0.120071 0.00695727 0 0 0 0.249669 0.00316771 0.22504 0.171142 0.12989 2257
617.35 0.115802 0.118215 0.011477 0 0 0 0.218988 0.00467788 0.199979 0.148784 0.119916 829
779.454 0.121094 0.121094 0.0204297 0 0 0 0.207761 0.00833141 0.181705 0.167164 0.102436 256
958.17 0.0731707 0.0731707 0.0411755 0 0 0 0.144267 0.0135256 0.123153 0.0986443 0.0600198 41
1159.53 0.333333 0.333333 0.333333 0 1 0 0.126958 0.0535368 0.163976 0.0314834 0.142537 3
1455.08 0 0 0 0 0 0 0.128515 0.121193 0.249708 0 0.242386 2
