#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.34751e+09 0.0208333 0.0208333 0 0 0 0 0 0.134728 0.00356873 0.131783 0.0326283 0.0238842 0.14507 0.00341337 0.143397 0.0299559 0.0274615 0.160145 0.00273844 0.161179 0.0198823 0.0226792 48
1.54514e+10 0 0 0 0 0 0 0 0.13385 0.0109974 0.12207 0.0390257 0.0112443 0.142242 0.0113941 0.133973 0.0377515 0.0181959 0.153712 0.0110174 0.153166 0.0253658 0.0330284 7
2.15489e+10 0 0 0 0 0 0 0 0.138188 0.00888444 0.136096 0.0184193 0.0121433 0.146422 0.00798603 0.143103 0.0185093 0.00855108 0.155408 0.00795837 0.149972 0.0211086 0.00480278 3
6.01618e+10 1 1 0 0 0 0 0 0.151585 0.151585 0.151585 0 0 0.155435 0.155435 0.155435 0 0 0.166886 0.166886 0.166886 0 0 1
1.08206e+11 1 0 0 0 0 0 0 0.130321 0.011644 0.147787 0.00503498 0.040363 0.16164 0.00370199 0.165553 0.00437078 0.0117635 0.18372 0.00155985 0.185519 0.00165933 0.00472714 4
1.70728e+11 1 0 0 0 0 0 0 0.120454 0.00406215 0.121403 0.0207864 0.0198293 0.15008 0.00401245 0.155518 0.01377 0.0295628 0.180895 0.00157375 0.181293 0.00759417 0.00535831 22
2.61485e+11 1 0 0 0 0 0 0 0.134216 0.00250175 0.137067 0.0107224 0.0180593 0.160352 0.00192864 0.160903 0.0102828 0.0117416 0.179672 0.00141707 0.180647 0.00662586 0.00671254 33
4.0816e+11 0.990099 0.00990099 0 0 0 0 0 0.130704 0.00188599 0.129681 0.0206291 0.0179609 0.160744 0.00147942 0.163313 0.0113849 0.0140425 0.181719 0.00102076 0.183454 0.0071736 0.00892116 101
6.54275e+11 0.981013 0.0108923 0 0 0 0 0 0.132775 0.00152966 0.134115 0.0184327 0.0188964 0.163849 0.00103342 0.165907 0.0103207 0.0154585 0.184909 0.00063769 0.186311 0.00651471 0.0093199 158
9.83539e+11 0.9819 0.00898786 1.91567e+06 1.91567e+06 0 0 0 0.134433 0.00116529 0.135028 0.0172205 0.0184822 0.165365 0.000869418 0.167345 0.00979096 0.0153259 0.185375 0.000543961 0.18625 0.00716703 0.00875905 221
1.59135e+12 0.991525 0.00597967 9.35904e+06 3.80172e+06 0 0 0 0.137726 0.00111583 0.138616 0.0154908 0.0191056 0.16681 0.000826973 0.167341 0.0110194 0.0133817 0.186112 0.000566738 0.188532 0.00599875 0.0113466 236
2.49288e+12 0.994949 0.00505051 2.12328e+07 6.34487e+06 0 0 0 0.138303 0.00125252 0.137878 0.0192133 0.0185886 0.166562 0.000986259 0.169535 0.00958468 0.0177896 0.185112 0.000717504 0.187431 0.0070039 0.012934 198
3.86186e+12 1 0 5.36013e+07 1.2978e+07 0 0 0 0.136101 0.0017413 0.139449 0.0157123 0.022858 0.162996 0.00134215 0.166194 0.00878647 0.0155413 0.181817 0.00111504 0.183983 0.00884612 0.0134559 104
6.32821e+12 0.984848 0.0151515 8.33992e+07 2.02207e+07 0 3.40501e+08 0 0.127682 0.00177832 0.128253 0.0157043 0.0171955 0.154965 0.00187626 0.156021 0.0135466 0.0158124 0.173828 0.00174163 0.174158 0.0154885 0.0155906 66
9.54518e+12 1 0 3.47211e+07 2.41144e+07 0 0 0 0.126358 0.00318321 0.129073 0.0136805 0.0186234 0.150661 0.00290116 0.150086 0.0167453 0.0179291 0.172251 0.00233517 0.174936 0.00894265 0.0153687 22
1.52217e+13 1 0 2.89308e+08 1.68308e+08 5.27958e+08 1.01316e+08 5.27958e+08 0.136206 0.0104474 0.135465 0.0304787 0.0152692 0.1727 0.00892135 0.172888 0.0247122 0.0159219 0.188671 0.00817184 0.200832 0.000635877 0.0340805 4
