#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.41656e+07 0 0 0 0 0 0 0.00551246 0.00225465 0 0.0260233 0 25
1.52717e+08 0 0 0 0 0 0 0.0159243 0.00784812 0 0.0335736 0 13
2.44011e+08 0 0 0 0 0 0 0.0421532 0.0190947 0.02802 0.0534211 0.02802 12
4.17597e+08 0 0 0 0 0 0 0.0388769 0.00729065 0.0273089 0.0485622 0.0273089 24
6.58593e+08 0 0 0 0 0 0 0.0457063 0.00628802 0.02802 0.0534211 0.00404024 36
1.00216e+09 0 0 0 0 0 0 0.0633407 0.00801305 0.0314328 0.0623065 0.00713216 55
1.56016e+09 0 0 0 0 0 0 0.0695718 0.00633326 0.0705944 0.0597011 0.0459593 62
2.51402e+09 0 0 0 0 0 0 0.0652555 0.00693945 0.0296012 0.0861775 0.00592939 73
3.951e+09 0 0 0 0 0 0 0.0724042 0.00583406 0.0671999 0.060713 0.0432201 112
6.45901e+09 0 0 0 0 0 0 0.0762823 0.00622792 0.0688668 0.0596907 0.0445661 107
9.90476e+09 0 0 0 0 0 0 0.0756359 0.00616909 0.0680542 0.0563562 0.0440744 112
1.60692e+10 0 0 0 0 0 0 0.102347 0.00699377 0.0734672 0.11912 0.0491666 146
2.50026e+10 0 0 0 0 0 0 0.100634 0.0072162 0.0715127 0.128286 0.0481365 160
3.85274e+10 0 0 0 0 0 0 0.110563 0.0090657 0.0835616 0.156241 0.0598898 107
6.20709e+10 0 0 0 0 0 0 0.105693 0.00923668 0.075252 0.118627 0.0506169 86
9.9938e+10 0 0 0 0 0 0 0.117554 0.0146373 0.0814411 0.144326 0.0571404 49
1.50635e+11 0 0 0 0 0 0 0.0907654 0.0182528 0.0705944 0.0964288 0.0469226 24
2.36391e+11 0 0 0 0 0 0 0.0541901 0.0215597 0.0296012 0.127245 0.00765256 6
