#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.73795e+09 0.0137243 0.0144598 0.000186698 0 0 0 0.00221666 2.21523e-05 0 0 0 452702
1.5819e+10 0.030294 0.0327445 0.000342321 0 0 0 0.0049696 4.0405e-05 0 0 0 314221
2.49007e+10 0.0536544 0.0600189 0.000506898 0 0 0 0.00918733 6.25214e-05 0 0.00883837 0 273547
3.92936e+10 0.0968563 0.11167 0.000777576 0 0 0 0.0173974 0.000101728 0 0.0284085 0 217766
6.23308e+10 0.1691 0.203758 0.00121355 0 1 0 0.0324857 0.000165315 0 0.0715507 0 163424
9.87576e+10 0.25335 0.315144 0.00172642 0 1 0 0.0524073 0.000247638 0.00915464 0.111219 0.00915464 120288
1.56048e+11 0.34664 0.450773 0.00245013 0 1 0 0.0782846 0.000368939 0.0337313 0.141663 0.0337313 82039
2.46908e+11 0.446375 0.609503 0.0034233 0 1 0 0.111223 0.000540713 0.0687731 0.168825 0.0687731 53688
3.91582e+11 0.548967 0.791957 0.00467725 1 1 1 0.154803 0.000773396 0.118187 0.189844 0.109206 34911
6.2024e+11 0.634057 0.957616 0.00612235 1 1 1 0.207124 0.00106944 0.1802 0.199415 0.144114 22815
9.83243e+11 0.698936 1.0979 0.00790477 1 1 1 0.269222 0.0014496 0.254478 0.204556 0.178345 14658
1.55428e+12 0.719728 1.16576 0.0101591 1 1 1 0.320046 0.0018721 0.315732 0.199348 0.198899 9423
2.46551e+12 0.707923 1.13828 0.0125928 1 1 1 0.378223 0.00235392 0.379791 0.194308 0.196222 5995
3.91835e+12 0.668702 1.03292 0.0154809 1 1 1 0.417113 0.00296485 0.420836 0.186406 0.19705 3767
6.18858e+12 0.620819 0.913043 0.0187557 1 1 1 0.45593 0.0035507 0.46393 0.173521 0.192547 2392
9.80549e+12 0.53682 0.746731 0.0217364 1 1 1 0.480603 0.00448214 0.483936 0.174329 0.176598 1453
1.56166e+13 0.485468 0.67169 0.026619 0 1 0 0.480293 0.00553112 0.476454 0.185071 0.170872 929
2.48036e+13 0.418699 0.54878 0.0335448 0 1 0 0.477888 0.00694307 0.472904 0.169988 0.15173 492
3.85004e+13 0.445205 0.60274 0.0470269 0 1 0 0.470648 0.0084099 0.464908 0.157733 0.132583 292
6.13987e+13 0.381503 0.450867 0.048096 0 1 0 0.466277 0.0108601 0.443195 0.188915 0.114084 173
9.82933e+13 0.333333 0.410256 0.0739808 0 1 0 0.440835 0.0159913 0.447891 0.11728 0.138582 78
1.53816e+14 0.317073 0.341463 0.0827113 0 1 0 0.424396 0.0245349 0.385318 0.225903 0.0806037 41
2.4893e+14 0.25 0.25 0.130558 0 1 0 0.38096 0.0389405 0.409829 0.0809773 0.184254 12
3.34412e+14 1 1 1 1 0 0 0.394945 0.394945 0.394945 0 0 1
7.53676e+14 0 0 0 0 0 0 0.216605 0.216605 0.216605 0 0 1
