#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.1596 0.00106691 0.00111132 3.56364e-05 0 0 0 0.00024367 4.62172e-06 0 0 0 945721
62.4222 0.003305 0.00334495 8.70461e-05 0 0 0 0.000891761 1.1094e-05 0 0 0 450530
79.2904 0.0218851 0.0224383 0.000288721 0 0 0 0.00468097 3.68767e-05 0 0 0 276581
98.3574 0.0802389 0.0847624 0.000739879 0 0 0 0.0162141 9.78989e-05 0 0.0314493 0 158726
123.546 0.21117 0.232709 0.00189498 0 1 0 0.0430827 0.000271338 0.010327 0.08888 0.010327 62258
155.07 0.415879 0.49883 0.00448735 0 1 0 0.094787 0.000698755 0.0613484 0.137132 0.0613484 21362
194.473 0.617317 0.804056 0.00942059 1 1 1 0.175328 0.00170404 0.153012 0.168976 0.122471 6410
244.203 0.758964 1.09363 0.0210866 1 1 1 0.282838 0.00409985 0.278534 0.169606 0.164787 1506
308.094 0.753709 1.12463 0.0461119 1 1 1 0.396151 0.00958454 0.410553 0.169354 0.212253 337
385.307 0.633803 1.04225 0.12274 1 1 1 0.487978 0.0231909 0.54603 0.111004 0.225717 71
483.932 0.588235 0.882353 0.224957 1 1 1 0.58343 0.0420805 0.635058 0.0910695 0.171602 17
599.911 0.333333 0.333333 0.333333 0 1 0 0.614585 0.04435 0.607925 0.0865887 0.0666107 3
